No de compte	Traitement	Transaction	Code de CP	Type	Symbole	Quantité	Prix	Devise	Total	Commission	Gains/Pertes	Int. courus	Frais	PBR manuel	Solde
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	AGF420	1 868,112	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	TML204	1 000,000	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	NA	500	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	GGF412	950,000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	R13369	10 000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	B87545	10 000	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	CIG580	100,000	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	FID259	1 001,564	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	M85972	10 000	30,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	M22762	20 000	80,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	DIS	500	20,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	P45616	10 000	0,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	ABX	500	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Transfert	PJC.A	500	16,440	CAD	0,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300002-NA	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	CAD	50 000,00	0,00	0,00	0,00	0,00	0,000	50 000,00
300001-NA	2010/01/25	2010/01/25	BD88	Achat	X05707	10 000	103,010	CAD	(10 302,73)	103,00	0,00	(1,23)	0,50	0,000	105 843,52
300001-NA	2010/01/25	2010/01/25	BD88	Achat	YHOO	500	15,850	USD	(8 464,40)	79,25	0,00	0,00	0,50	0,000	116 146,25
300001-NA	2010/01/25	2010/01/25	BD88	Achat	MX	145	24,750	CAD	(3 625,13)	35,88	0,00	0,00	0,50	0,000	124 610,65
300001-NA	2010/01/25	2010/01/25	BD88	Vente	CBS	(250)	13,330	USD	3 559,62	33,33	2 062,52	0,00	0,50	0,000	128 235,78
300001-NA	2010/01/25	2010/01/19	BD88	Transfert	BAB	(100)	32,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	124 676,16
300001-NA	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	CAD	19,95	0,00	0,00	0,00	0,00	0,000	124 676,16
300001-NA	2010/01/25	2010/01/19	BD88	Dividendes	DIS	5	31,010	USD	0,00	0,00	0,00	0,00	0,00	0,000	124 656,21
300001-NA	2010/01/25	2010/01/16	BD88	Expiration	NA.AL	(10)	0,000	CAD	0,00	0,00	(1 707,40)	0,00	0,00	0,000	124 656,21
300001-NA	2010/01/25	2010/01/15	BD88	Dividendes	BCE	0	0,000	CAD	81,00	0,00	0,00	0,00	0,00	0,000	124 656,21
300001-NA	2010/01/25	2010/01/14	BD88	Dividendes	KFT	0	0,000	CAD	145,00	0,00	0,00	0,00	0,00	0,000	124 575,21
300001-NA	2010/01/25	2010/01/11	BD88	Achat	X05707	10 000	103,140	CAD	(10 520,82)	103,00	0,00	(206,32)	0,50	0,000	124 430,21
300001-NA	2010/01/25	2010/01/04	BD88	Retrait	1CAD	0,00	0,000	CAD	(5 000,00)	0,00	0,00	0,00	0,00	0,000	134 951,03
300001-NA	2010/01/25	2009/12/31	BD88	Vente	NA	(510)	60,000	CAD	30 906,50	306,00	9 041,50	0,00	0,50	0,000	139 951,03
300001-NA	2010/01/25	2009/12/31	BD88	Frais	1CAD	0,00	0,000	CAD	(125,00)	0,00	0,00	0,00	0,00	0,000	109 044,53
300001-NA	2010/01/25	2009/12/31	BD88	Dividendes	TML204	1,787	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	109 169,53
300001-NA	2010/01/25	2009/12/31	BD88	Vente	CWB.WT	(100)	8,500	CAD	8 585,50	8,00	8 181,00	0,00	0,50	0,000	109 169,53
300001-NA	2010/01/25	2009/12/31	BD88	Achat	CBS	500	4,750	USD	(2 994,21)	72,46	0,00	0,00	0,50	0,000	100 584,03
300001-NA	2010/01/25	2009/12/30	BD88	Achat	GGF412	300,000	10,000	USD	(3 210,50)	30,00	0,00	0,00	0,00	0,000	103 578,24
300001-NA	2010/01/25	2009/12/29	BD88	Achat	R13369	2 000	105,000	USD	(2 234,17)	105,00	0,00	(49,67)	0,50	0,000	106 788,74
300001-NA	2010/01/25	2009/12/24	BD88	Vente	AOT	(10 000)	0,300	CAD	2 969,50	30,00	(2 081,00)	0,00	0,50	0,000	109 022,91
300001-NA	2010/01/25	2009/12/22	BD88	Vente	SAP	(100)	30,000	CAD	3 030,50	30,00	926,20	0,00	0,50	0,000	106 053,41
300001-NA	2010/01/25	2009/12/22	BD88	Assignation	SAP.DC	1	0,000	CAD	0,00	0,00	197,50	0,00	0,00	0,000	103 022,91
300001-NA	2010/01/25	2009/12/18	BD88	Vente	AGF420	(1 998,201)	6,150	CAD	12 165,55	122,88	162,37	0,00	0,50	0,000	103 022,91
300001-NA	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	CAD	285,00	0,00	0,00	0,00	0,00	0,000	90 857,36
300001-NA	2010/01/25	2009/12/17	BD88	Journal	GIB.A	100	14,250	CAD	0,00	0,00	0,00	0,00	0,00	0,000	90 572,36
300001-NA	2010/01/25	2009/12/16	BD88	Achat	CTF.WT	10 000	0,330	CAD	(3 333,50)	33,00	0,00	0,00	0,50	0,000	90 572,36
300001-NA	2010/01/25	2009/12/16	BD88	Achat	GIB.A	100	14,250	CAD	(2 879,00)	28,50	0,00	0,00	0,50	0,000	93 905,86
300001-NA	2010/01/25	2009/12/15	BD88	Dividendes	ABX	0	0,000	CAD	106,05	0,00	0,00	0,00	0,00	0,000	96 784,86
300001-NA	2010/01/25	2009/12/11	BD88	Achat	Y23105	10 000	227,000	CAD	(22 922,66)	227,00	0,00	(222,16)	0,50	0,000	96 678,81
300001-NA	2010/01/25	2009/12/09	BD88	Achat	L05144	20 000	99,900	CAD	(19 980,50)	194,00	0,00	0,00	0,50	0,000	119 601,47
300001-NA	2010/01/25	2009/12/08	BD88	Achat	CSBCS52	1 000	160,000	CAD	(1 600,50)	16,00	0,00	0,00	0,50	0,000	139 581,97
300001-NA	2010/01/25	2009/12/04	BD88	Achat	MFC	100	18,000	CAD	(1 818,50)	18,00	0,00	0,00	0,50	0,000	141 182,47
300001-NA	2010/01/25	2009/12/04	BD88	Exercice	VCF.AZ	(1)	0,000	CAD	0,00	0,00	(1 010,50)	0,00	0,00	0,000	143 000,97
300001-NA	2010/01/25	2009/12/01	BD88	Achat	U63676	10 000	100,000	CAD	(10 071,50)	100,00	0,00	(71,00)	0,50	0,000	143 000,97
300001-NA	2010/01/25	2009/12/01	BD88	Achat	BCE	100	28,000	CAD	(2 828,50)	28,00	0,00	0,00	0,50	0,000	153 072,47
300001-NA	2010/01/25	2009/11/30	BD88	Dividendes	TML204	0,862	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	155 900,97
300001-NA	2010/01/25	2009/11/30	BD88	Dividendes	AGF420	44,352	6,150	CAD	0,00	0,00	0,00	0,00	0,00	0,000	155 900,97
300001-NA	2010/01/25	2009/11/30	BD88	Dividendes	NT	157	80,250	CAD	0,00	0,00	0,00	0,00	0,00	0,000	155 900,97
300001-NA	2010/01/25	2009/11/30	BD88	Fractionnement	NT	100	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	155 900,97
300001-NA	2010/01/25	2009/11/16	BD88	Vente	SAP.DC	(1)	2,000	CAD	197,50	2,00	0,00	0,00	0,50	0,000	155 900,97
300001-NA	2010/01/25	2009/11/11	BD88	Échange	EP.UN	(100)	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	155 703,47
300001-NA	2010/01/25	2009/11/11	BD88	Échange	CPA.UN	100	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	155 703,47
300001-NA	2010/01/25	2009/11/03	BD88	Achat	B87545	10 000	112,000	CAD	(11 418,53)	112,00	0,00	(218,03)	0,50	0,000	155 703,47
300001-NA	2010/01/25	2009/11/01	BD88	Dividendes	NA	5	56,390	CAD	0,00	0,00	0,00	0,00	0,00	0,000	167 122,00
300001-NA	2010/01/25	2009/11/01	BD88	Dividendes	NA	0	0,000	CAD	31,15	0,00	0,00	0,00	0,00	0,000	167 122,00
300001-NA	2010/01/25	2009/10/31	BD88	Dividendes	GGF412	3,331	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	167 090,85
300001-NA	2010/01/25	2009/10/30	BD88	Dividendes	TML204	0,834	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	167 090,85
300001-NA	2010/01/25	2009/10/30	BD88	Dividendes	AGF420	43,555	6,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	167 090,85
300001-NA	2010/01/25	2009/10/29	BD88	Achat	N49627	1 000	100,000	CAD	(1 002,66)	10,00	0,00	(2,16)	0,50	0,000	167 090,85
300001-NA	2010/01/25	2009/10/28	BD88	Achat	CSBCS52	1 000	159,000	CAD	(1 590,50)	16,00	0,00	0,00	0,50	0,000	168 093,51
300001-NA	2010/01/25	2009/10/23	BD88	Dividendes	TCL.A	500	0,000	CAD	80,00	0,00	0,00	0,00	0,00	0,000	169 684,01
300001-NA	2010/01/25	2009/10/15	BD88	Dividendes	BCE	0	0,000	CAD	40,50	0,00	0,00	0,00	0,00	0,000	169 604,01
300001-NA	2010/01/25	2009/10/14	BD88	Dividendes	KFT	0	0,000	CAD	145,00	0,00	0,00	0,00	0,00	0,000	169 563,51
300001-NA	2010/01/25	2009/10/14	BD88	Achat	GSK	100	40,000	USD	(4 160,50)	40,00	0,00	0,00	0,50	0,000	169 418,51
300001-NA	2010/01/25	2009/10/01	BD88	Vente	NA.PJ	(1)	2,090	CAD	206,41	2,09	0,00	0,00	0,50	0,000	173 579,01
300001-NA	2010/01/25	2009/09/30	BD88	Dividendes	GGF412	3,210	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	173 372,60
300001-NA	2010/01/25	2009/09/30	BD88	Dividendes	TML204	0,833	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	173 372,60
300001-NA	2010/01/25	2009/09/30	BD88	Dividendes	AGF420	42,182	6,060	CAD	0,00	0,00	0,00	0,00	0,00	0,000	173 372,60
300001-NA	2010/01/25	2009/09/15	BD88	Intérêts	V61248	0	0,000	CAD	231,80	0,00	0,00	0,00	0,00	0,000	173 372,60
300001-NA	2010/01/25	2009/09/10	BD88	Achat	TCL.A	500	10,000	CAD	(5 010,50)	10,00	0,00	0,00	0,50	0,000	173 140,80
300001-NA	2010/01/25	2009/09/10	BD88	Achat	AGF420	1 868,112	6,000	CAD	(11 208,67)	0,00	0,00	0,00	0,00	0,000	178 151,30
300001-NA	2010/01/25	2009/09/01	BD88	Journal	1CAD	0,00	0,000	CAD	(1 000,00)	0,00	0,00	0,00	0,00	0,000	189 359,97
300001-NA	2010/01/25	2009/09/01	BD88	Dépôt	1CAD	0,00	0,000	CAD	8 100,00	0,00	0,00	0,00	0,00	0,000	190 359,97
300001-NA	2010/01/25	2009/09/01	BD88	Remboursement	A21479	(10 000)	100,000	CAD	10 000,00	0,00	99,50	0,00	0,00	0,000	182 259,97
300001-NA	2010/01/25	2009/09/01	BD88	Intérêts	A21479	0	0,000	CAD	212,50	0,00	0,00	0,00	0,00	0,000	172 259,97
300001-NA	2010/01/25	2009/08/31	BD88	Dividendes	GGF412	3,325	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	172 047,47
300001-NA	2010/01/25	2009/08/31	BD88	Intérêts	1CAD	0,00	0,000	CAD	325,56	0,00	0,00	0,00	0,00	0,000	172 047,47
300001-NA	2010/01/25	2009/08/31	BD88	Dividendes	TML204	0,899	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	171 721,91
300001-NA	2010/01/25	2009/08/17	BD88	Achat	R13369	10 000	99,582	USD	(10 009,99)	99,00	0,00	944,53	0,50	0,000	171 721,91
300001-NA	2010/01/25	2009/08/17	BD88	Achat	M80675	10 000	155,000	CAD	(15 512,46)	155,00	0,00	(11,96)	0,50	0,000	181 731,90
300001-NA	2010/01/25	2009/08/01	BD88	Dividendes	NA	5	58,110	CAD	0,00	0,00	0,00	0,00	0,00	0,000	197 244,36
300001-NA	2010/01/25	2009/08/01	BD88	Dividendes	NA	0	0,000	CAD	19,45	0,00	0,00	0,00	0,00	0,000	197 244,36
300001-NA	2010/01/25	2009/07/31	BD88	Dividendes	GGF412	3,292	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	197 224,91
300001-NA	2010/01/25	2009/07/31	BD88	Dividendes	TML204	2,520	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	197 224,91
300001-NA	2010/01/25	2009/07/31	BD88	Intérêts	1CAD	0,00	0,000	CAD	348,32	0,00	0,00	0,00	0,00	0,000	197 224,91
300001-NA	2010/01/25	2009/07/15	BD88	Dividendes	BCE	0	0,000	CAD	38,50	0,00	0,00	0,00	0,00	0,000	196 876,59
300001-NA	2010/01/25	2009/07/14	BD88	Dividendes	KFT	0	0,000	CAD	145,00	0,00	0,00	0,00	0,00	0,000	196 838,09
300001-NA	2010/01/25	2009/07/13	BD88	Achat	BAB	100	20,000	USD	(2 320,50)	20,00	0,00	0,00	0,50	0,000	196 693,09
300001-NA	2010/01/25	2009/07/08	BD88	Achat	NA.AL	10	1,690	CAD	(1 707,40)	16,90	0,00	0,00	0,50	0,000	199 013,59
300001-NA	2010/01/25	2009/07/02	BD88	Achat	CSBCS54N	1 000	135,000	CAD	(1 350,50)	13,50	0,00	0,00	0,50	0,000	200 720,99
300001-NA	2010/01/25	2009/06/30	BD88	Dividendes	TML204	1,737	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	202 071,49
300001-NA	2010/01/25	2009/06/30	BD88	Dividendes	GGF412	3,257	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	202 071,49
300001-NA	2010/01/25	2009/06/30	BD88	Intérêts	1CAD	0,00	0,000	CAD	473,68	0,00	0,00	0,00	0,00	0,000	202 071,49
300001-NA	2010/01/25	2009/06/16	BD88	Achat	AOT	10 000	0,500	CAD	(5 050,50)	50,00	0,00	0,00	0,50	0,000	201 597,81
300001-NA	2010/01/25	2009/06/15	BD88	Dividendes	ABX	0	0,000	CAD	113,30	0,00	0,00	0,00	0,00	0,000	206 648,31
300001-NA	2010/01/25	2009/05/31	BD88	Dividendes	GGF412	3,283	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	206 535,01
300001-NA	2010/01/25	2009/05/31	BD88	Intérêts	1CAD	0,00	0,000	CAD	1 000,00	0,00	0,00	0,00	0,00	0,000	206 535,01
300001-NA	2010/01/25	2009/05/29	BD88	Dividendes	TML204	3,684	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	205 535,01
300001-NA	2010/01/25	2009/05/28	BD88	Échange	YLO.IR	(100)	0,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	205 535,01
300001-NA	2010/01/25	2009/05/28	BD88	Achat	LB	100	30,000	CAD	(3 000,00)	0,00	0,00	0,00	0,00	0,000	205 535,01
300001-NA	2010/01/25	2009/05/28	BD88	Dividendes	LB	0	0,000	CAD	34,00	0,00	0,00	0,00	0,00	0,000	208 535,01
300001-NA	2010/01/25	2009/05/15	BD88	Retrait	1CAD	0,00	0,000	CAD	(5 000,00)	0,00	0,00	0,00	0,00	0,000	208 501,01
300001-NA	2010/01/25	2009/05/15	BD88	Dividendes	C.PR.I	500	0,000	CAD	406,25	0,00	0,00	0,00	0,00	0,000	213 501,01
300001-NA	2010/01/25	2009/05/14	BD88	Remboursement	A02479	(10 000)	100,000	CAD	10 000,00	0,00	0,00	0,00	0,00	0,000	213 094,76
300001-NA	2010/01/25	2009/04/30	BD88	Dividendes	TML204	4,675	10,000	CAD	0,00	0,00	0,00	0,00	0,00	0,000	203 094,76
300001-NA	2010/01/25	2009/04/30	BD88	Dividendes	GGF412	3,175	10,000	USD	0,00	0,00	0,00	0,00	0,00	0,000	203 094,76
300001-NA	2010/01/25	2009/04/30	BD88	Intérêts	1CAD	0,00	0,000	CAD	1 000,00	0,00	0,00	0,00	0,00	0,000	203 094,76
300001-NA	2010/01/25	2009/04/20	BD88	Achat	SAP	500	21,000	CAD	(10 521,50)	21,00	0,00	0,00	0,50	0,000	202 094,76
300001-NA	2010/01/25	2009/04/17	BD88	Achat	TA	200	19,000	CAD	(3 819,50)	19,00	0,00	0,00	0,50	0,000	212 616,26
300001-NA	2010/01/25	2009/04/16	BD88	Achat	V61248	10 000	97,000	CAD	(9 918,08)	97,00	0,00	(3 120,75)	0,50	0,000	216 435,76
300001-NA	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(10 000)	100,000	USD	12 100,00	0,00	(515,00)	0,00	0,00	0,000	226 353,84
300001-NA	2010/01/25	2009/04/09	BD88	Achat	MFC	100	17,000	CAD	(1 717,50)	17,00	0,00	0,00	0,50	0,000	214 253,84
300001-NA	2010/01/25	2009/04/09	BD88	Achat	CWB.WT	100	4,000	CAD	(404,50)	4,00	0,00	0,00	0,50	0,000	215 971,34
300001-NA	2010/01/25	2009/04/07	BD88	Achat	CIG580	100,000	7,150	USD	(893,15)	7,15	0,00	0,00	0,00	0,000	216 375,84
300001-NA	2010/01/25	2009/04/07	BD88	Achat	FID259	101,564	6,550	CAD	(671,79)	6,55	0,00	0,00	0,00	0,000	217 268,99
300001-NA	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	37,000	CAD	(3 700,50)	47,00	0,00	0,00	0,50	0,000	217 940,78
300001-NA	2010/01/25	2009/04/07	BD88	Achat	VCF.AZ	1	10,000	CAD	(1 010,50)	10,00	0,00	0,00	0,50	0,000	221 641,28
300001-NA	2010/01/25	2009/04/03	BD88	Achat	FID581	146,341	20,500	CAD	(3 000,00)	0,00	0,00	0,00	0,00	0,000	222 651,78
300001-NA	2010/01/25	2009/04/03	BD88	Achat	TML204	1 000,000	10,000	CAD	(10 000,00)	0,00	0,00	0,00	0,00	0,000	225 651,78
300001-NA	2010/01/25	2009/04/03	BD88	Achat	NA	500	42,500	CAD	(21 292,50)	42,00	0,00	0,00	0,50	0,000	235 651,78
300001-NA	2010/01/25	2009/04/03	BD88	Achat	BMG101	500,000	7,400	USD	(4 551,00)	0,00	0,00	0,00	0,00	0,000	256 944,28
300001-NA	2010/01/25	2009/04/03	BD88	Achat	GGF412	950,000	10,000	USD	(11 780,00)	95,00	0,00	0,00	0,00	0,000	261 495,28
300001-NA	2010/01/25	2009/04/03	BD88	Achat	CPBCS3N	10 000	143,398	CAD	(14 340,80)	144,00	0,00	(0,50)	0,50	0,000	273 275,28
300001-NA	2010/01/25	2009/04/03	BD88	Achat	B87545	10 000	108,700	CAD	(11 215,01)	108,00	0,00	(344,51)	0,50	0,000	287 616,08
300001-NA	2010/01/25	2009/04/03	BD88	Achat	M85539	10 000	120,000	CAD	(12 000,50)	120,00	0,00	0,00	0,50	0,000	298 831,09
300001-NA	2010/01/25	2009/04/03	BD88	Achat	M61475	10 000	80,000	CAD	(8 000,50)	80,00	0,00	0,00	0,50	0,000	310 831,59
300001-NA	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,500	USD	(21 771,50)	177,00	0,00	0,00	0,50	0,000	318 832,09
300001-NA	2010/01/25	2009/04/03	BD88	Achat	BCE	100	26,000	CAD	(2 600,50)	26,00	0,00	0,00	0,50	0,000	340 603,59
300001-NA	2010/01/25	2009/04/03	BD88	Achat	C.PR.I	500	28,000	USD	(17 500,50)	280,00	0,00	0,00	0,50	0,000	343 204,09
300001-NA	2010/01/25	2009/04/03	BD88	Achat	DIS	500	20,000	USD	(12 500,50)	200,00	0,00	0,00	0,50	0,000	360 704,59
300001-NA	2010/01/25	2009/04/03	BD88	Réception	POW	1 000	41,990	CAD	0,00	0,00	0,00	0,00	0,00	0,000	373 205,09
300001-NA	2010/01/25	2009/04/03	BD88	Réception	KFT	500	23,810	CAD	(10 000,00)	0,00	0,00	0,00	0,00	0,000	373 205,09
300001-NA	2010/01/25	2009/04/02	BD88	Achat	A02479	10 000	99,960	CAD	(9 996,50)	99,96	0,00	0,00	0,50	0,000	383 205,09
300001-NA	2010/01/25	2009/04/01	BD88	Achat	P45616	10 000	98,000	USD	(12 348,50)	123,48	0,00	0,00	0,50	0,000	393 201,59
300001-NA	2010/01/25	2009/04/01	BD88	Achat	TCL.A	500	8,400	CAD	(4 280,50)	80,00	0,00	0,00	0,50	0,000	405 550,09
300001-NA	2010/01/25	2009/04/01	BD88	Achat	NRD.PR.H	500	23,500	CAD	(11 868,00)	117,50	0,00	0,00	0,50	0,000	409 830,59
300001-NA	2010/01/25	2009/04/01	BD88	Achat	A21479	10 000	99,000	CAD	(9 938,11)	99,00	0,00	(37,61)	0,50	0,000	421 698,59
300001-NA	2010/01/25	2009/04/01	BD88	Achat	EP.UN	100	16,150	CAD	(1 631,65)	16,15	0,00	0,00	0,50	0,000	431 636,70
300001-NA	2010/01/25	2009/04/01	BD88	Achat	YLO.IR	100	15,650	CAD	(1 581,15)	15,65	0,00	0,00	0,50	0,000	433 268,35
300001-NA	2010/01/25	2009/04/01	BD88	Achat	NT	100	150,000	CAD	(15 150,50)	150,00	0,00	0,00	0,50	0,000	434 849,50
300001-NA	2010/01/25	2009/04/01	BD88	Transfert	ABX	500	23,540	CAD	0,00	0,00	0,00	0,00	0,00	0,000	450 000,00
300001-NA	2010/01/25	2009/04/01	BD88	Transfert	PJC.A	500	16,440	CAD	0,00	0,00	0,00	0,00	0,00	0,000	450 000,00
300001-NA	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	CAD	450 000,00	0,00	0,00	0,00	0,00	0,000	450 000,00
~E-00001-0	2011/09/26	2010/01/26	BD88	Dépôt	1CAD	0,00	0,000	CAD	2 574,00	0,00	0,00	0,00	0,00	0,000	2 574,00
~E-00000-0	2011/09/26	2009/10/26	AC42	Achat	MSFT	251	29,320	USD	(7 789,84)	0,00	0,00	0,00	0,00	0,000	71 105,76
~E-00000-0	2011/09/26	2009/08/26	AC42	Dividendes	AGF940C	0,000	0,000	CAD	1 200,00	0,00	0,00	0,00	0,00	0,000	78 895,60
~E-00000-0	2011/09/26	2009/06/26	AC42	Achat	006960	78	47,300	CAD	(3 689,40)	0,00	0,00	0,00	0,00	0,000	77 695,60
~E-00000-0	2011/09/26	2009/04/26	AC42	Achat	ADBE	120	34,160	USD	(4 339,00)	0,00	0,00	0,00	0,00	0,000	81 385,00
~E-00000-0	2011/09/26	2009/01/26	AC42	Dépôt	1CAD	0,00	0,000	CAD	85 724,00	0,00	0,00	0,00	0,00	0,000	85 724,00
~E-00000-0	2011/09/26	2010/01/26	AC42	Achat	NA	79	56,960	CAD	(4 499,84)	0,00	0,00	0,00	0,00	0,000	66 605,92
