account_number, mgmt_start_date, uma_template, UMA_CASH_MVT, UMA_DATE_PROCH_INTEGR , UMA_MODEL_NO, ALLOCATION_UMA_1A7
1B-EB60-E,2010-03-20,Template1,1497,2010-03-21,~M-00007-0,2
1B-EBRG-E,2010-03-20,Template1,1498,2010-03-21,~M-00007-0,2
1C-A7ZK-E,2010-03-20,Template1,1499,2010-03-21,~M-00007-0,2
1C-A9Q7-E,2010-03-20,Template1,1500,2010-03-21,~M-00007-0,2
1C-ABXV-E,2010-03-20,Template1,1501,2010-03-21,~M-00007-0,2
1C-BQX5-E,2010-03-20,Template1,1502,2010-03-21,~M-00007-0,2
1C-C26Z-A,2010-03-20,Template1,1503,2010-03-21,~M-00007-0,2
1C-C28N-A,2010-03-20,Template1,1504,2010-03-21,~M-00007-0,2
1C-CHTH-E,2010-03-20,Template1,1505,2010-03-21,~M-00007-0,2
1C-CVWR-E,2010-03-20,Template1,1506,2010-03-21,~M-00007-0,2
1C-CX4Y-A,2010-03-20,Template1,1507,2010-03-21,~M-00007-0,2
1C-CX4Y-X,2010-03-20,Template1,1508,2010-03-21,~M-00007-0,2
1C-CYFH-E,2010-03-20,Template1,1509,2010-03-21,~M-00007-0,2
1C-F03Y-E,2010-03-20,Template1,1510,2010-03-21,~M-00007-0,2
1C-F2N9-E,2010-03-20,Template1,1511,2010-03-21,~M-00007-0,2
1C-F71G-A,2010-03-20,Template1,1512,2010-03-21,~M-00007-0,2
1C-F810-A,2010-03-20,Template1,1513,2010-03-21,~M-00007-0,2
1C-F87N-A,2010-03-20,Template1,1514,2010-03-21,~M-00007-0,2
1C-F87Q-A,2010-03-20,Template1,1515,2010-03-21,~M-00007-0,2
1C-FH38-E,2010-03-20,Template1,1516,2010-03-21,~M-00007-0,2
1C-FQTN-E,2010-03-20,Template1,1517,2010-03-21,~M-00007-0,2
1C-G5FR-A,2010-03-20,Template1,1518,2010-03-21,~M-00007-0,2
1C-G67Q-E,2010-03-20,Template1,1519,2010-03-21,~M-00007-0,2
1C-G6Y5-E,2010-03-20,Template1,1520,2010-03-21,~M-00007-0,2
1C-G7G0-E,2010-03-20,Template1,1521,2010-03-21,~M-00007-0,2
1C-G7G1-E,2010-03-20,Template1,1522,2010-03-21,~M-00007-0,2
1C-G7G1-F,2010-03-20,Template1,1523,2010-03-21,~M-00007-0,2
1C-G7T9-A,2010-03-20,Template1,1524,2010-03-21,~M-00007-0,2
1C-G7WK-A,2010-03-20,Template1,1525,2010-03-21,~M-00007-0,2
1C-H6HR-E,2010-03-20,Template1,1526,2010-03-21,~M-00007-0,2
1C-H6HR-T,2010-03-20,Template1,1527,2010-03-21,~M-00007-0,2
1C-H87Q-A,2010-03-20,Template1,1528,2010-03-21,~M-00007-0,2
1C-H8NN-E,2010-03-20,Template1,1529,2010-03-21,~M-00007-0,2
1C-H9YX-A,2010-03-20,Template1,1530,2010-03-21,~M-00007-0,2
1C-HC92-A,2010-03-20,Template1,1531,2010-03-21,~M-00007-0,2
1C-HK52-A,2010-03-20,Template1,1532,2010-03-21,~M-00007-0,2
1C-HWB9-A,2010-03-20,Template1,1533,2010-03-21,~M-00007-0,2
1C-K1XQ-A,2010-03-20,Template1,1534,2010-03-21,~M-00007-0,2
1C-K2T2-E,2010-03-20,Template1,1535,2010-03-21,~M-00007-0,2
1C-K2T2-F,2010-03-20,Template1,1536,2010-03-21,~M-00007-0,2
1C-K39V-A,2010-03-20,Template1,1537,2010-03-21,~M-00007-0,2
1C-K49V-A,2010-03-20,Template1,1538,2010-03-21,~M-00007-0,2
1C-K4AT-A,2010-03-20,Template1,1539,2010-03-21,~M-00007-0,2
1C-K6BR-A,2010-03-20,Template1,1540,2010-03-21,~M-00007-0,2
1C-K876-E,2010-03-20,Template1,1541,2010-03-21,~M-00007-0,2
1C-K8F6-E,2010-03-20,Template1,1542,2010-03-21,~M-00007-0,2
1C-K8NG-A,2010-03-20,Template1,1543,2010-03-21,~M-00007-0,2
1C-K8Z0-E,2010-03-20,Template1,1544,2010-03-21,~M-00007-0,2
1C-K9W2-A,2010-03-20,Template1,1545,2010-03-21,~M-00007-0,2
1C-KBB6-A,2010-03-20,Template1,1546,2010-03-21,~M-00007-0,2
1C-KBB6-E,2010-03-20,Template1,1547,2010-03-21,~M-00007-0,2
1C-KBHK-A,2010-03-20,Template1,1548,2010-03-21,~M-00007-0,2
1C-KBNT-A,2010-03-20,Template1,1549,2010-03-21,~M-00007-0,2
1C-KBRY-A,2010-03-20,Template1,1550,2010-03-21,~M-00007-0,2
1C-KBRY-E,2010-03-20,Template1,1551,2010-03-21,~M-00007-0,2
1C-KBRZ-A,2010-03-20,Template1,1552,2010-03-21,~M-00007-0,2
1C-KBRZ-E,2010-03-20,Template1,1553,2010-03-21,~M-00007-0,2
1C-KFK2-X,2010-03-20,Template1,1554,2010-03-21,~M-00007-0,2
1C-KG6Z-A,2010-03-20,Template1,1555,2010-03-21,~M-00007-0,2
1C-KGFT-A,2010-03-20,Template1,1556,2010-03-21,~M-00007-0,2
1C-KH26-A,2010-03-20,Template1,1557,2010-03-21,~M-00007-0,2
1C-KHC7-E,2010-03-20,Template1,1558,2010-03-21,~M-00007-0,2
1C-KHF4-A,2010-03-20,Template1,1559,2010-03-21,~M-00007-0,2
1C-KHFV-A,2010-03-20,Template1,1560,2010-03-21,~M-00007-0,2
1C-KHFV-E,2010-03-20,Template1,1561,2010-03-21,~M-00007-0,2
1C-KK60-E,2010-03-20,Template1,1562,2010-03-21,~M-00007-0,2
1C-KN34-A,2010-03-20,Template1,1563,2010-03-21,~M-00007-0,2
1C-KNF3-A,2010-03-20,Template1,1564,2010-03-21,~M-00007-0,2
1C-KQ01-A,2010-03-20,Template1,1565,2010-03-21,~M-00007-0,2
1C-KQ0G-A,2010-03-20,Template1,1566,2010-03-21,~M-00007-0,2
1C-KRA6-E,2010-03-20,Template1,1567,2010-03-21,~M-00007-0,2
1C-KRA7-A,2010-03-20,Template1,1568,2010-03-21,~M-00007-0,2
1C-KVC8-E,2010-03-20,Template1,1569,2010-03-21,~M-00007-0,2
1C-KVN7-A,2010-03-20,Template1,1570,2010-03-21,~M-00007-0,2
1C-KVN8-A,2010-03-20,Template1,1571,2010-03-21,~M-00007-0,2
1C-KVQG-A,2010-03-20,Template1,1572,2010-03-21,~M-00007-0,2
1C-KX55-A,2010-03-20,Template1,1573,2010-03-21,~M-00007-0,2
1C-N0VZ-E,2010-03-20,Template1,1574,2010-03-21,~M-00007-0,2
1C-N134-A,2010-03-20,Template1,1575,2010-03-21,~M-00007-0,2
1C-N134-E,2010-03-20,Template1,1576,2010-03-21,~M-00007-0,2
1C-N1KT-E,2010-03-20,Template1,1577,2010-03-21,~M-00007-0,2
1C-N2CH-A,2010-03-20,Template1,1578,2010-03-21,~M-00007-0,2
1C-N432-A,2010-03-20,Template1,1579,2010-03-21,~M-00007-0,2
1C-N473-X,2010-03-20,Template1,1580,2010-03-21,~M-00007-0,2
1C-N765-A,2010-03-20,Template1,1581,2010-03-21,~M-00007-0,2
1C-N7HN-A,2010-03-20,Template1,1582,2010-03-21,~M-00007-0,2
1C-N8KT-A,2010-03-20,Template1,1583,2010-03-21,~M-00007-0,2
1C-N9FE-E,2010-03-20,Template1,1584,2010-03-21,~M-00007-0,2
1C-NAVW-A,2010-03-20,Template1,1585,2010-03-21,~M-00007-0,2
1C-NK3E-E,2010-03-20,Template1,1586,2010-03-21,~M-00007-0,2
1C-NNRH-X,2010-03-20,Template1,1587,2010-03-21,~M-00007-0,2
1C-NQVN-E,2010-03-20,Template1,1588,2010-03-21,~M-00007-0,2
1C-NTYE-E,2010-03-20,Template1,1589,2010-03-21,~M-00007-0,2
1C-NYVK-A,2010-03-20,Template1,1590,2010-03-21,~M-00007-0,2
1C-NZQ1-A,2010-03-20,Template1,1591,2010-03-21,~M-00007-0,2
1C-Q0B0-A,2010-03-20,Template1,1592,2010-03-21,~M-00007-0,2
1C-Q0B0-E,2010-03-20,Template1,1593,2010-03-21,~M-00007-0,2
1C-Q3VN-E,2010-03-20,Template1,1594,2010-03-21,~M-00007-0,2
1C-Q3VN-X,2010-03-20,Template1,1595,2010-03-21,~M-00007-0,2
1C-Q84W-A,2010-03-20,Template1,1596,2010-03-21,~M-00007-0,2
1C-Q8C2-A,2010-03-20,Template1,1597,2010-03-21,~M-00007-0,2
1C-QC1N-E,2010-03-20,Template1,1598,2010-03-21,~M-00007-0,2
1C-QCBY-E,2010-03-20,Template1,1599,2010-03-21,~M-00007-0,2
1C-QFBK-A,2010-03-20,Template1,1600,2010-03-21,~M-00007-0,2
1C-QFC5-A,2010-03-20,Template1,1601,2010-03-21,~M-00007-0,2
1C-QG4Y-E,2010-03-20,Template1,1602,2010-03-21,~M-00007-0,2
1C-QGHR-X,2010-03-20,Template1,1603,2010-03-21,~M-00007-0,2
1C-QHK2-A,2010-03-20,Template1,1604,2010-03-21,~M-00007-0,2
1C-QK9G-A,2010-03-20,Template1,1605,2010-03-21,~M-00007-0,2
1C-QKNK-A,2010-03-20,Template1,1606,2010-03-21,~M-00007-0,2
1C-QL26-A,2010-03-20,Template1,1607,2010-03-21,~M-00007-0,2
1C-QLYQ-E,2010-03-20,Template1,1608,2010-03-21,~M-00007-0,2
1C-QM8X-A,2010-03-20,Template1,1609,2010-03-21,~M-00007-0,2
1C-QN3J-E,2010-03-20,Template1,1610,2010-03-21,~M-00007-0,2
1C-QQA9-E,2010-03-20,Template1,1611,2010-03-21,~M-00007-0,2
1C-QUGU-A,2010-03-20,Template1,1612,2010-03-21,~M-00007-0,2
1C-QUHQ-A,2010-03-20,Template1,1613,2010-03-21,~M-00007-0,2
1C-QUQ5-E,2010-03-20,Template1,1614,2010-03-21,~M-00007-0,2
1C-QUQ5-X,2010-03-20,Template1,1615,2010-03-21,~M-00007-0,2
1C-QV57-E,2010-03-20,Template1,1616,2010-03-21,~M-00007-0,2
1C-QWD0-A,2010-03-20,Template1,1617,2010-03-21,~M-00007-0,2
1C-QWDZ-A,2010-03-20,Template1,1618,2010-03-21,~M-00007-0,2
1C-QZ5P-A,2010-03-20,Template1,1619,2010-03-21,~M-00007-0,2
1C-QZDW-F,2010-03-20,Template1,1620,2010-03-21,~M-00007-0,2
1C-R0KD-T,2010-03-20,Template1,1621,2010-03-21,~M-00007-0,2
1C-R1N1-A,2010-03-20,Template1,1622,2010-03-21,~M-00007-0,2
1C-R1N1-T,2010-03-20,Template1,1623,2010-03-21,~M-00007-0,2
1C-R1N1-X,2010-03-20,Template1,1624,2010-03-21,~M-00007-0,2
1C-R2MK-A,2010-03-20,Template1,1625,2010-03-21,~M-00007-0,2
1C-R2XK-E,2010-03-20,Template1,1626,2010-03-21,~M-00007-0,2
1C-R3F4-X,2010-03-20,Template1,1627,2010-03-21,~M-00007-0,2
1C-R3WF-A,2010-03-20,Template1,1628,2010-03-21,~M-00007-0,2
1C-R48J-E,2010-03-20,Template1,1629,2010-03-21,~M-00007-0,2
1C-R4D2-E,2010-03-20,Template1,1630,2010-03-21,~M-00007-0,2
1C-R4Q9-E,2010-03-20,Template1,1631,2010-03-21,~M-00007-0,2
1C-R4YW-A,2010-03-20,Template1,1632,2010-03-21,~M-00007-0,2
1C-R4ZJ-A,2010-03-20,Template1,1633,2010-03-21,~M-00007-0,2
1C-R6Z4-E,2010-03-20,Template1,1634,2010-03-21,~M-00007-0,2
1C-R9VY-E,2010-03-20,Template1,1635,2010-03-21,~M-00007-0,2
1C-RA0K-E,2010-03-20,Template1,1636,2010-03-21,~M-00007-0,2
1C-RA36-A,2010-03-20,Template1,1637,2010-03-21,~M-00007-0,2
1C-RA3H-A,2010-03-20,Template1,1638,2010-03-21,~M-00007-0,2
1C-RARP-E,2010-03-20,Template1,1639,2010-03-21,~M-00007-0,2
1C-RBHH-X,2010-03-20,Template1,1640,2010-03-21,~M-00007-0,2
1C-RC7N-E,2010-03-20,Template1,1641,2010-03-21,~M-00007-0,2
1C-RDVP-A,2010-03-20,Template1,1642,2010-03-21,~M-00007-0,2
1C-RDVP-F,2010-03-20,Template1,1643,2010-03-21,~M-00007-0,2
1C-RFVN-E,2010-03-20,Template1,1644,2010-03-21,~M-00007-0,2
1C-RFXL-F,2010-03-20,Template1,1645,2010-03-21,~M-00007-0,2
1C-RG23-E,2010-03-20,Template1,1646,2010-03-21,~M-00007-0,2
1C-RHM3-A,2010-03-20,Template1,1647,2010-03-21,~M-00007-0,2
1C-RJKJ-A,2010-03-20,Template1,1648,2010-03-21,~M-00007-0,2
1C-RN73-T,2010-03-20,Template1,1649,2010-03-21,~M-00007-0,2
1C-RQ54-E,2010-03-20,Template1,1650,2010-03-21,~M-00007-0,2
1C-RQ63-E,2010-03-20,Template1,1651,2010-03-21,~M-00007-0,2
1C-RQVR-A,2010-03-20,Template1,1652,2010-03-21,~M-00007-0,2
1C-RR8H-S,2010-03-20,Template1,1653,2010-03-21,~M-00007-0,2
1C-RT9Z-X,2010-03-20,Template1,1654,2010-03-21,~M-00007-0,2
1C-RTL9-A,2010-03-20,Template1,1655,2010-03-21,~M-00007-0,2
1C-RTRD-A,2010-03-20,Template1,1656,2010-03-21,~M-00007-0,2
1C-RTRD-B,2010-03-20,Template1,1657,2010-03-21,~M-00007-0,2
1C-RUXG-B,2010-03-20,Template1,1658,2010-03-21,~M-00007-0,2
1C-RWF9-E,2010-03-20,Template1,1659,2010-03-21,~M-00007-0,2
1C-RZ6E-E,2010-03-20,Template1,1660,2010-03-21,~M-00007-0,2
1C-S0L3-F,2010-03-20,Template1,1661,2010-03-21,~M-00007-0,2
1C-S1A3-A,2010-03-20,Template1,1662,2010-03-21,~M-00007-0,2
1C-S2LW-X,2010-03-20,Template1,1663,2010-03-21,~M-00007-0,2
1C-S39X-E,2010-03-20,Template1,1664,2010-03-21,~M-00007-0,2
1C-S3J0-E,2010-03-20,Template1,1665,2010-03-21,~M-00007-0,2
1C-S3QW-E,2010-03-20,Template1,1666,2010-03-21,~M-00007-0,2
1C-S3QW-F,2010-03-20,Template1,1667,2010-03-21,~M-00007-0,2
1C-S5R8-A,2010-03-20,Template1,1668,2010-03-21,~M-00007-0,2
1C-S5TL-A,2010-03-20,Template1,1669,2010-03-21,~M-00007-0,2
1C-S6A0-A,2010-03-20,Template1,1670,2010-03-21,~M-00007-0,2
1C-S6B0-A,2010-03-20,Template1,1671,2010-03-21,~M-00007-0,2
1C-S76H-A,2010-03-20,Template1,1672,2010-03-21,~M-00007-0,2
1C-S76H-E,2010-03-20,Template1,1673,2010-03-21,~M-00007-0,2
1C-S76J-A,2010-03-20,Template1,1674,2010-03-21,~M-00007-0,2
1C-S76J-E,2010-03-20,Template1,1675,2010-03-21,~M-00007-0,2
1C-S8YN-E,2010-03-20,Template1,1676,2010-03-21,~M-00007-0,2
1C-S98K-A,2010-03-20,Template1,1677,2010-03-21,~M-00007-0,2
1C-S9WQ-A,2010-03-20,Template1,1678,2010-03-21,~M-00007-0,2
1C-SAJU-A,2010-03-20,Template1,1679,2010-03-21,~M-00007-0,2
1C-SB2W-A,2010-03-20,Template1,1680,2010-03-21,~M-00007-0,2
1C-SB9X-E,2010-03-20,Template1,1681,2010-03-21,~M-00007-0,2
1C-SC16-A,2010-03-20,Template1,1682,2010-03-21,~M-00007-0,2
1C-SC19-E,2010-03-20,Template1,1683,2010-03-21,~M-00007-0,2
1C-SC74-A,2010-03-20,Template1,1684,2010-03-21,~M-00007-0,2
1C-SFVR-A,2010-03-20,Template1,1685,2010-03-21,~M-00007-0,2
1C-SJQF-E,2010-03-20,Template1,1686,2010-03-21,~M-00007-0,2
1C-SJTZ-A,2010-03-20,Template1,1687,2010-03-21,~M-00007-0,2
1C-SJYH-E,2010-03-20,Template1,1688,2010-03-21,~M-00007-0,2
1C-SK6Y-X,2010-03-20,Template1,1689,2010-03-21,~M-00007-0,2
1C-SM8Q-A,2010-03-20,Template1,1690,2010-03-21,~M-00007-0,2
1C-SMRR-A,2010-03-20,Template1,1691,2010-03-21,~M-00007-0,2
1C-SN41-A,2010-03-20,Template1,1692,2010-03-21,~M-00007-0,2
1C-SN9W-E,2010-03-20,Template1,1693,2010-03-21,~M-00007-0,2
1C-SQQV-E,2010-03-20,Template1,1694,2010-03-21,~M-00007-0,2
1C-SQQV-X,2010-03-20,Template1,1695,2010-03-21,~M-00007-0,2
1C-SQQW-E,2010-03-20,Template1,1696,2010-03-21,~M-00007-0,2
1C-SR7W-E,2010-03-20,Template1,1697,2010-03-21,~M-00007-0,2
1C-SR7W-S,2010-03-20,Template1,1698,2010-03-21,~M-00007-0,2
1C-SRRL-A,2010-03-20,Template1,1699,2010-03-21,~M-00007-0,2
1C-SRYG-E,2010-03-20,Template1,1700,2010-03-21,~M-00007-0,2
1C-SSXS-A,2010-03-20,Template1,1701,2010-03-21,~M-00007-0,2
1C-SSXU-A,2010-03-20,Template1,1702,2010-03-21,~M-00007-0,2
1C-SUAF-B,2010-03-20,Template1,1703,2010-03-21,~M-00007-0,2
1C-SVTU-F,2010-03-20,Template1,1704,2010-03-21,~M-00007-0,2
1C-SW8D-E,2010-03-20,Template1,1705,2010-03-21,~M-00007-0,2
1C-SWK0-A,2010-03-20,Template1,1706,2010-03-21,~M-00007-0,2
1C-SWQK-A,2010-03-20,Template1,1707,2010-03-21,~M-00007-0,2
1C-SYSR-X,2010-03-20,Template1,1708,2010-03-21,~M-00007-0,2
1C-SZ9K-A,2010-03-20,Template1,1709,2010-03-21,~M-00007-0,2
1C-SZAZ-A,2010-03-20,Template1,1710,2010-03-21,~M-00007-0,2
1C-TAB8-A,2010-03-20,Template1,1711,2010-03-21,~M-00007-0,2
1C-TAUL-F,2010-03-20,Template1,1712,2010-03-21,~M-00007-0,2
1C-TBRH-E,2010-03-20,Template1,1713,2010-03-21,~M-00007-0,2
1C-TC9L-A,2010-03-20,Template1,1714,2010-03-21,~M-00007-0,2
1C-TH22-A,2010-03-20,Template1,1715,2010-03-21,~M-00007-0,2
1C-TH23-A,2010-03-20,Template1,1716,2010-03-21,~M-00007-0,2
1C-TH5H-A,2010-03-20,Template1,1717,2010-03-21,~M-00007-0,2
1C-THWK-A,2010-03-20,Template1,1718,2010-03-21,~M-00007-0,2
1C-TK1V-A,2010-03-20,Template1,1719,2010-03-21,~M-00007-0,2
1C-TKHM-A,2010-03-20,Template1,1720,2010-03-21,~M-00007-0,2
1C-TLN2-S,2010-03-20,Template1,1721,2010-03-21,~M-00007-0,2
1C-TNC2-E,2010-03-20,Template1,1722,2010-03-21,~M-00007-0,2
1F-AAA1-B,2010-03-20,Template1,1723,2010-03-21,~M-00007-0,2
1F-AAA7-B,2010-03-20,Template1,1724,2010-03-21,~M-00007-0,2
1F-AAAW-F,2010-03-20,Template1,1725,2010-03-21,~M-00007-0,2
1F-AAC2-B,2010-03-20,Template1,1726,2010-03-21,~M-00007-0,2
1F-AACG-X,2010-03-20,Template1,1727,2010-03-21,~M-00007-0,2
1H-A14N-A,2010-03-20,Template1,1728,2010-03-21,~M-00007-0,2
1H-A14T-A,2010-03-20,Template1,1729,2010-03-21,~M-00007-0,2
1H-A1CY-E,2010-03-20,Template1,1730,2010-03-21,~M-00007-0,2
1H-A1CZ-E,2010-03-20,Template1,1731,2010-03-21,~M-00007-0,2
1H-A1G8-E,2010-03-20,Template1,1732,2010-03-21,~M-00007-0,2
1H-A1KG-X,2010-03-20,Template1,1733,2010-03-21,~M-00007-0,2
1H-A1KQ-A,2010-03-20,Template1,1734,2010-03-21,~M-00007-0,2
1H-A1NX-A,2010-03-20,Template1,1735,2010-03-21,~M-00007-0,2
1H-A1NX-B,2010-03-20,Template1,1736,2010-03-21,~M-00007-0,2
1H-A1VQ-E,2010-03-20,Template1,1737,2010-03-21,~M-00007-0,2
1H-A1VW-A,2010-03-20,Template1,1738,2010-03-21,~M-00007-0,2
1H-A2B7-A,2010-03-20,Template1,1739,2010-03-21,~M-00007-0,2
1H-A2B8-E,2010-03-20,Template1,1740,2010-03-21,~M-00007-0,2
1H-A2B9-X,2010-03-20,Template1,1741,2010-03-21,~M-00007-0,2
1H-A2D7-A,2010-03-20,Template1,1742,2010-03-21,~M-00007-0,2
1H-A2DK-A,2010-03-20,Template1,1743,2010-03-21,~M-00007-0,2
1H-A2G4-A,2010-03-20,Template1,1744,2010-03-21,~M-00007-0,2
1H-A2H2-X,2010-03-20,Template1,1745,2010-03-21,~M-00007-0,2
1H-A31G-E,2010-03-20,Template1,1746,2010-03-21,~M-00007-0,2
1H-A342-A,2010-03-20,Template1,1747,2010-03-21,~M-00007-0,2
1H-A343-A,2010-03-20,Template1,1748,2010-03-21,~M-00007-0,2
1H-A35K-A,2010-03-20,Template1,1749,2010-03-21,~M-00007-0,2
1H-A35Q-E,2010-03-20,Template1,1750,2010-03-21,~M-00007-0,2
1H-A379-A,2010-03-20,Template1,1751,2010-03-21,~M-00007-0,2
1H-A37H-A,2010-03-20,Template1,1752,2010-03-21,~M-00007-0,2
1H-A38H-E,2010-03-20,Template1,1753,2010-03-21,~M-00007-0,2
1H-A3W9-A,2010-03-20,Template1,1754,2010-03-21,~M-00007-0,2
1H-A3ZT-A,2010-03-20,Template1,1755,2010-03-21,~M-00007-0,2
1H-A448-X,2010-03-20,Template1,1756,2010-03-21,~M-00007-0,2
1H-A45R-A,2010-03-20,Template1,1757,2010-03-21,~M-00007-0,2
1H-A475-A,2010-03-20,Template1,1758,2010-03-21,~M-00007-0,2
1H-A4D4-E,2010-03-20,Template1,1759,2010-03-21,~M-00007-0,2
1H-A4NY-E,2010-03-20,Template1,1760,2010-03-21,~M-00007-0,2
1H-A4R8-X,2010-03-20,Template1,1761,2010-03-21,~M-00007-0,2
1H-A4VV-E,2010-03-20,Template1,1762,2010-03-21,~M-00007-0,2
1H-A4VW-A,2010-03-20,Template1,1763,2010-03-21,~M-00007-0,2
1H-A539-A,2010-03-20,Template1,1764,2010-03-21,~M-00007-0,2
1H-A540-A,2010-03-20,Template1,1765,2010-03-21,~M-00007-0,2
1H-A576-X,2010-03-20,Template1,1766,2010-03-21,~M-00007-0,2
1H-A586-A,2010-03-20,Template1,1767,2010-03-21,~M-00007-0,2
1H-A5Q2-A,2010-03-20,Template1,1768,2010-03-21,~M-00007-0,2
1H-A5T0-A,2010-03-20,Template1,1769,2010-03-21,~M-00007-0,2
1H-A5T2-E,2010-03-20,Template1,1770,2010-03-21,~M-00007-0,2
1H-A5WK-E,2010-03-20,Template1,1771,2010-03-21,~M-00007-0,2
1H-A5ZH-A,2010-03-20,Template1,1772,2010-03-21,~M-00007-0,2
1H-A62X-A,2010-03-20,Template1,1773,2010-03-21,~M-00007-0,2
1H-A64Q-A,2010-03-20,Template1,1774,2010-03-21,~M-00007-0,2
1H-A654-A,2010-03-20,Template1,1775,2010-03-21,~M-00007-0,2
1H-A667-E,2010-03-20,Template1,1776,2010-03-21,~M-00007-0,2
1H-A6B7-A,2010-03-20,Template1,1777,2010-03-21,~M-00007-0,2
1H-A6BH-A,2010-03-20,Template1,1778,2010-03-21,~M-00007-0,2
1H-A6N5-A,2010-03-20,Template1,1779,2010-03-21,~M-00007-0,2
1H-A6NN-A,2010-03-20,Template1,1780,2010-03-21,~M-00007-0,2
1H-A6R5-A,2010-03-20,Template1,1781,2010-03-21,~M-00007-0,2
1H-A7G1-A,2010-03-20,Template1,1782,2010-03-21,~M-00007-0,2
1H-A7HN-A,2010-03-20,Template1,1783,2010-03-21,~M-00007-0,2
1H-A7K9-A,2010-03-20,Template1,1784,2010-03-21,~M-00007-0,2
1H-A7N2-A,2010-03-20,Template1,1785,2010-03-21,~M-00007-0,2
1H-A7V7-A,2010-03-20,Template1,1786,2010-03-21,~M-00007-0,2
1H-A80G-A,2010-03-20,Template1,1787,2010-03-21,~M-00007-0,2
1H-A86T-A,2010-03-20,Template1,1788,2010-03-21,~M-00007-0,2
1H-A8G0-X,2010-03-20,Template1,1789,2010-03-21,~M-00007-0,2
1H-A8GN-A,2010-03-20,Template1,1790,2010-03-21,~M-00007-0,2
1H-A8NV-A,2010-03-20,Template1,1791,2010-03-21,~M-00007-0,2
1H-A8QH-A,2010-03-20,Template1,1792,2010-03-21,~M-00007-0,2
1H-A8RQ-A,2010-03-20,Template1,1793,2010-03-21,~M-00007-0,2
1H-A8XN-E,2010-03-20,Template1,1794,2010-03-21,~M-00007-0,2
1H-AAHG-A,2010-03-20,Template1,1795,2010-03-21,~M-00007-0,2
1H-AB1X-A,2010-03-20,Template1,1796,2010-03-21,~M-00007-0,2
1H-AB3V-B,2010-03-20,Template1,1797,2010-03-21,~M-00007-0,2
1H-AB3V-X,2010-03-20,Template1,1798,2010-03-21,~M-00007-0,2
1H-AB47-E,2010-03-20,Template1,1799,2010-03-21,~M-00007-0,2
1H-AB48-E,2010-03-20,Template1,1800,2010-03-21,~M-00007-0,2
1H-AB49-E,2010-03-20,Template1,1801,2010-03-21,~M-00007-0,2
1H-AB49-F,2010-03-20,Template1,1802,2010-03-21,~M-00007-0,2
1H-AB4X-E,2010-03-20,Template1,1803,2010-03-21,~M-00007-0,2
1H-ABH1-E,2010-03-20,Template1,1804,2010-03-21,~M-00007-0,2
1H-ABH4-A,2010-03-20,Template1,1805,2010-03-21,~M-00007-0,2
1H-ABK8-A,2010-03-20,Template1,1806,2010-03-21,~M-00007-0,2
1H-ABN8-E,2010-03-20,Template1,1807,2010-03-21,~M-00007-0,2
1H-ABY0-E,2010-03-20,Template1,1808,2010-03-21,~M-00007-0,2
1H-AC6G-E,2010-03-20,Template1,1809,2010-03-21,~M-00007-0,2
1H-ACGG-E,2010-03-20,Template1,1810,2010-03-21,~M-00007-0,2
1H-ACHQ-A,2010-03-20,Template1,1811,2010-03-21,~M-00007-0,2
1H-ACHR-A,2010-03-20,Template1,1812,2010-03-21,~M-00007-0,2
1H-AD1W-E,2010-03-20,Template1,1813,2010-03-21,~M-00007-0,2
1H-AD80-E,2010-03-20,Template1,1814,2010-03-21,~M-00007-0,2
1H-AD84-E,2010-03-20,Template1,1815,2010-03-21,~M-00007-0,2
1H-AD8V-A,2010-03-20,Template1,1816,2010-03-21,~M-00007-0,2
1H-ADA9-E,2010-03-20,Template1,1817,2010-03-21,~M-00007-0,2
1H-ADCQ-A,2010-03-20,Template1,1818,2010-03-21,~M-00007-0,2
1H-ADD0-E,2010-03-20,Template1,1819,2010-03-21,~M-00007-0,2
1H-ADDN-E,2010-03-20,Template1,1820,2010-03-21,~M-00007-0,2
1H-ADDN-X,2010-03-20,Template1,1821,2010-03-21,~M-00007-0,2
1H-ADDQ-E,2010-03-20,Template1,1822,2010-03-21,~M-00007-0,2
1H-ADDQ-X,2010-03-20,Template1,1823,2010-03-21,~M-00007-0,2
1H-ADWX-A,2010-03-20,Template1,1824,2010-03-21,~M-00007-0,2
1H-ADXV-A,2010-03-20,Template1,1825,2010-03-21,~M-00007-0,2
1H-ADYR-A,2010-03-20,Template1,1826,2010-03-21,~M-00007-0,2
1H-ADZ4-A,2010-03-20,Template1,1827,2010-03-21,~M-00007-0,2
1H-ADZR-A,2010-03-20,Template1,1828,2010-03-21,~M-00007-0,2
1H-AFBY-A,2010-03-20,Template1,1829,2010-03-21,~M-00007-0,2
1H-AFHQ-A,2010-03-20,Template1,1830,2010-03-21,~M-00007-0,2
1H-AFKY-A,2010-03-20,Template1,1831,2010-03-21,~M-00007-0,2
1H-AFNE-E,2010-03-20,Template1,1832,2010-03-21,~M-00007-0,2
1H-AG62-A,2010-03-20,Template1,1833,2010-03-21,~M-00007-0,2
1H-AH20-A,2010-03-20,Template1,1834,2010-03-21,~M-00007-0,2
1H-AH21-E,2010-03-20,Template1,1835,2010-03-21,~M-00007-0,2
1H-AH22-A,2010-03-20,Template1,1836,2010-03-21,~M-00007-0,2
