Acct. No.	Source	Settlement	Security	Rate	Note	Name	Manual Invest. Cost	MV Ind.	Invest. Cap. G/L	Interest Portion	Description	Client No.	Cash Flow	Processing	Transaction	IA Code	Type	Symbol	Quantity	Price	Cur.	Total	Commission	Gains/Losses	Accrued Int.	Fees	Manual ACB	Cash Balance
800302-OB	TRF	01/11/2010	R93794	0.96993210	TRF	1CALCUL SCORE	0.000		0.00	0.00	COMINAR SR-D CV6.5%30SP16	800302	10,424.51	01/25/2010	01/11/2010	BD88	Transfer	CUF.DB.D	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800302-OB	TRF	01/11/2010	W56807	0.96993210	TRF	1CALCUL SCORE	0.000		0.00	0.00	RBC CAP CB10 7.288%29DC49	800302	9,817.79	01/25/2010	01/11/2010	BD88	Transfer	RYT.NT.M	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800302-OB	TRF	01/11/2010	R41490	0.96993210	TRF	1CALCUL SCORE	0.000		0.00	0.00	BNS CB-13 4.99%-FR 27MR18	800302	10,523.29	01/25/2010	01/11/2010	BD88	Transfer	R41490	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800302-OB	DEP	01/11/2010		1.00000000	Depot	1CALCUL SCORE	0.000		0.00	0.00	BALANCE ( USD )	800302	5,000.00	01/25/2010	01/11/2010	BD88	Deposit	1USD	0.00	0.000	CAD	5,000.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	B55444	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	PROV QUE U$ 6.125% 22JA11	800300	11,174.02	01/25/2010	01/11/2010	BD88	Transfer	B55444	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	A36754	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	US TREAS NT  2.75% 15FB19	800300	9,637.84	01/25/2010	01/11/2010	BD88	Transfer	A36754	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	R13369	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ALCAN INC U$  5.2% 15JA14	800300	11,178.15	01/25/2010	01/11/2010	BD88	Transfer	R13369	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	M22687	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	INT-HYDRO QUEBEC   16JA18	800300	6,997.50	01/25/2010	01/11/2010	BD88	Transfer	M22687	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	R76899	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	CDN TIRE GIC 3.7%23JA12CA	800300	10,358.85	01/25/2010	01/11/2010	BD88	Transfer	R76899	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	R35681	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	BELL ALIANT 6.29%  17FB15	800300	11,226.96	01/25/2010	01/11/2010	BD88	Transfer	R35681	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	M85693	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	PRIN-MONTREAL       1DC19	800300	6,301.20	01/25/2010	01/11/2010	BD88	Transfer	M85693	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	T83520	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	HSBCB GIC NCI3.15%12AG13A	800300	10,132.04	01/25/2010	01/11/2010	BD88	Transfer	T83520	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	068061	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	BELL ALIANT REG COMM  T/U	800300	14,010.00	01/25/2010	01/11/2010	BD88	Transfer	BA.UN	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	000527	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ARC ENERGY T/U	800300	10,750.00	01/25/2010	01/11/2010	BD88	Transfer	AET.UN	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	459947	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	NATL BK CDA S21 5.375% PF	800300	13,290.00	01/25/2010	01/11/2010	BD88	Transfer	NA.PR.N	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	000768	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	AES TR III 6.75% CV PFD	800300	9,825.43	01/25/2010	01/11/2010	BD88	Transfer	AES.PR.C	200	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	000944	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	AT & T INC	800300	5,561.21	01/25/2010	01/11/2010	BD88	Transfer	T	200	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	006882	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	AGNICO-EAGLE MINES LTD	800300	12,304.00	01/25/2010	01/11/2010	BD88	Transfer	AEM	200	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	011368	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ALCOA INC	800300	17,990.95	01/25/2010	01/11/2010	BD88	Transfer	AA	1,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	642181	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	STREETTRACKS INDX SH FND*	800300	14,759.80	01/25/2010	01/11/2010	BD88	Transfer	FEZ	250	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	642180	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	STREETTRACKS INDX SH FND*	800300	13,062.77	01/25/2010	01/11/2010	BD88	Transfer	FEU	250	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355701	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CDN MSCI C$ ETF	800300	9,265.00	01/25/2010	01/11/2010	BD88	Transfer	XIN	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355710	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CD SP/TSX FNL ETF	800300	10,910.00	01/25/2010	01/11/2010	BD88	Transfer	XFN	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355711	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CD SP/TSX GLD ETF	800300	11,055.00	01/25/2010	01/11/2010	BD88	Transfer	XGD	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355700	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CD SP/TSX INF ETF	800300	10,530.00	01/25/2010	01/11/2010	BD88	Transfer	XIT	1,500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	399701	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CD SP/TSX MAT ETF	800300	9,785.00	01/25/2010	01/11/2010	BD88	Transfer	XMA	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355696	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CDN S&P/TSX 60ETF	800300	13,215.00	01/25/2010	01/11/2010	BD88	Transfer	XIU	750	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	399699	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CDN S&P500 C$ ETF	800300	13,270.00	01/25/2010	01/11/2010	BD88	Transfer	XSP	1,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	354845	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES MSCI JAPAN INDEX	800300	10,526.51	01/25/2010	01/11/2010	BD88	Transfer	EWJ	1,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	103187	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	CONNOR,CLRK&LUN R/R T/U	800300	7,470.00	01/25/2010	01/11/2010	BD88	Transfer	RRB.UN	1,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	933323	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	CIBC MANAHLDVF1B  /N	800300	9,708.30	01/25/2010	01/11/2010	BD88	Transfer	CBL170	100,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	460009	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	NATIONAL BANK OF CDA	800300	58,990.00	01/25/2010	01/11/2010	BD88	Transfer	NA	1,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	221374	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	DISNEY WALT COMPANY	800300	32,332.16	01/25/2010	01/11/2010	BD88	Transfer	DIS	1,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	006906	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	AGRIUM INC	800300	14,308.00	01/25/2010	01/11/2010	BD88	Transfer	AGU	200	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	350717	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	INTERNET ARCHITECT	800300	53,228.47	01/25/2010	01/11/2010	BD88	Transfer	IAH	1,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	V56635	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	MANULIFE FIN 4.896% 2JN14	800300	10,731.20	01/25/2010	01/11/2010	BD88	Transfer	V56635	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	M85805	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	INT-PROV QUEBEC     1DC14	800300	8,497.60	01/25/2010	01/11/2010	BD88	Transfer	M85805	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	Q49599	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	MONTREAL BEO    5% 30OC13	800300	10,749.77	01/25/2010	01/11/2010	BD88	Transfer	Q49599	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	Q42798	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	LAVAL BEO    4.55% 27JN12	800300	10,516.35	01/25/2010	01/11/2010	BD88	Transfer	Q42798	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	B55248	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	PROV QUEBEC     5% 1DC15S	800300	10,958.22	01/25/2010	01/11/2010	BD88	Transfer	B55248	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	B30199	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ONTARIO  5.375%     2DC12	800300	10,981.87	01/25/2010	01/11/2010	BD88	Transfer	B30199	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	A25074	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	CDA HOUS TR  3.95% 15JN13	800300	10,574.20	01/25/2010	01/11/2010	BD88	Transfer	A25074	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	A21334	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	CANADA      5.25%  1JN12	800300	10,914.83	01/25/2010	01/11/2010	BD88	Transfer	OBA	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	354933	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES IBOXX$ INV GR CRP	800300	10,862.62	01/25/2010	01/11/2010	BD88	Transfer	LQD	100	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355230	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES IBOXX $ HI YLD BD	800300	9,237.76	01/25/2010	01/11/2010	BD88	Transfer	HYG	100	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355698	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CDN DEX ST BD ETF	800300	14,590.00	01/25/2010	01/11/2010	BD88	Transfer	XSB	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	399704	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CDN DEX R/RET ETF	800300	10,235.00	01/25/2010	01/11/2010	BD88	Transfer	XRB	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	399709	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CDN DEX CP BD ETF	800300	10,140.00	01/25/2010	01/11/2010	BD88	Transfer	XCB	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355697	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES CD DEX UNI BD ETF	800300	29,340.00	01/25/2010	01/11/2010	BD88	Transfer	XBB	1,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	354947	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES BARC TIPS BOND FD	800300	10,762.61	01/25/2010	01/11/2010	BD88	Transfer	TIP	100	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	355695	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES BARC SHORT TSY BD	800300	11,363.68	01/25/2010	01/11/2010	BD88	Transfer	SHV	100	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	354934	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	ISHARES BARC 1-3 YR TR BD	800300	8,586.17	01/25/2010	01/11/2010	BD88	Transfer	SHY	100	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	211596	1.03100000	TRF	1CALCUL SCORE	0.000		0.00	0.00	CURRENCYSHS JAPANESE YEN	800300	11,106.96	01/25/2010	01/11/2010	BD88	Transfer	FXY	100	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	R93794	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	COMINAR SR-D CV6.5%30SP16	800300	10,747.67	01/25/2010	01/11/2010	BD88	Transfer	CUF.DB.D	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	W56807	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	RBC CAP CB10 7.288%29DC49	800300	10,122.15	01/25/2010	01/11/2010	BD88	Transfer	RYT.NT.M	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	TRF	01/11/2010	R41490	1.00000000	TRF	1CALCUL SCORE	0.000		0.00	0.00	BNS CB-13 4.99%-FR 27MR18	800300	10,849.52	01/25/2010	01/11/2010	BD88	Transfer	R41490	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800300-NA	DEP	01/11/2010		1.00000000	Depot	1CALCUL SCORE	0.000		0.00	0.00	BALANCE ( CAD )	800300	5,000.00	01/25/2010	01/11/2010	BD88	Deposit	1CAD	0.00	0.000	CAD	5,000.00	0.00	0.00	0.00	0.00	0.000	5,000.00
800291-SF	CK	01/25/2010		1.00000000		BLACK JACOB	0.000		0.00	0.00	BALANCE ( USD )	800291	(2,000.00)	01/25/2010	01/25/2010	AC42	Withdrawal	1USD	0.00	0.000	USD	(2,000.00)	0.00	0.00	0.00	0.00	0.000	(2,590.01)
800291-RE	PMT	01/25/2010		1.00000000		BLACK JACOB	0.000		0.00	0.00	BALANCE ( CAD )	800291	2,500.00	01/25/2010	01/25/2010	AC42	Transfer	1CAD	0.00	0.000	CAD	2,500.00	0.00	0.00	0.00	0.00	0.000	3,432.32
800291-GT	PMT	01/25/2010		1.00000000		BLACK JACOB	0.000		0.00	0.00	BALANCE ( CAD )	800291	(3,164.56)	01/25/2010	01/25/2010	AC42	Transfer	1CAD	0.00	0.000	CAD	(3,164.56)	0.00	0.00	0.00	664.56	0.000	25,494.83
800285-RE	COST	01/25/2010		1.00000000		BASTET CHOY	0.000		0.00	0.00	BALANCE ( CAD )	800285	0.00	01/25/2010	01/25/2010	AC42	Book Value	1CAD	0.00	0.000	CAD	699.68	0.00	0.00	0.00	0.00	0.000	(8,797.69)
800285-RE	COST	01/25/2010	990780	1.00000000		BASTET CHOY	0.000		0.00	0.00	DMP RESOURCE CL   /N	800285	0.00	01/25/2010	01/25/2010	AC42	Book Value	DYN9152	(424.063)	0.000	CAD	5,076.49	0.00	0.00	0.00	0.00	0.000	(8,797.69)
800285-RE	COST	01/25/2010	990780	1.00000000		BASTET CHOY	0.000		0.00	0.00	DMP RESOURCE CL   /N	800285	0.00	01/25/2010	01/25/2010	AC42	Book Value	DYN9152	424.063	0.000	CAD	(5,776.17)	0.00	0.00	0.00	0.00	0.000	(8,797.69)
800285-RE	AU-RER	01/22/2010		1.00000000		BASTET CHOY	0.000		0.00	0.00	BALANCE ( CAD )	800285	(9,816.00)	01/25/2010	01/22/2010	AC42	Contribution	1CAD	0.00	0.970	CAD	(9,790.00)	0.00	0.00	0.00	0.00	0.000	(8,797.69)
800285-RE	AU-RER	01/22/2010		1.00000000		BASTET CHOY	0.000		0.00	0.00	BALANCE ( CAD )	800285	(9,905.00)	01/25/2010	01/22/2010	AC42	Contribution	1CAD	0.00	0.990	CAD	(9,975.00)	0.00	0.00	0.00	0.00	0.000	992.31
800285-RE	AU-RER	01/22/2010	V61442	1.00000000		BASTET CHOY	0.000		(210.00)	0.00	ML ASIA PAC PP S-2 22FB13	800285	0.00	01/25/2010	01/22/2010	AC42	Contribution	V61442	(10,000)	0.970	CAD	9,790.00	0.00	(210.00)	0.00	0.00	0.000	10,967.31
800285-RE	AU-RER	01/22/2010	V76606	1.00000000		BASTET CHOY	0.000		(9,901.00)	0.00	NBC BON II S&P S1 VR9DC14	800285	0.00	01/25/2010	01/22/2010	AC42	Contribution	V76606	(10,000)	0.990	CAD	9,975.00	0.00	(9,901.00)	9,876.00	0.00	0.000	1,177.31
800285-FS	DIV	01/25/2010	146889	1.00000000		BASTET CHOY	0.000		0.00	0.00	CANADIAN PACIFIC RAIL	800285	0.00	01/25/2010	01/25/2010	AC42	Dividends	CP	8	0.000	CAD	1.98	0.00	0.00	0.00	0.00	0.000	3,917.74
800279-SF	DIV	01/25/2010	278309	1.00000000		GUIMOND OLIVIER	0.000		0.00	0.00	GENERAL ELECTRIC COMPANY	800279	0.00	01/25/2010	01/25/2010	AC42	Dividends	GE	20	0.000	USD	1.70	0.00	0.00	0.00	0.30	0.000	5,459.07
800279-SF	DIV	01/25/2010	520618	1.00000000		GUIMOND OLIVIER	0.000		0.00	0.00	PNC FINANCIAL SERV GROUP	800279	0.00	01/25/2010	01/25/2010	AC42	Dividends	PNC	7	0.000	USD	0.59	0.00	0.00	0.00	0.11	0.000	5,457.37
800279-RE	COST	01/25/2010		1.00000000		GUIMOND OLIVIER	0.000		0.00	0.00	BALANCE ( CAD )	800279	0.00	01/25/2010	01/25/2010	AC42	Book Value	1CAD	0.00	0.000	CAD	2,020.84	0.00	0.00	0.00	0.00	0.000	3,744.41
800279-RE	COST	01/25/2010	990780	1.00000000		GUIMOND OLIVIER	0.000		0.00	0.00	DMP RESOURCE CL   /N	800279	0.00	01/25/2010	01/25/2010	AC42	Book Value	DYN9152	(1,224.790)	0.000	CAD	19,149.42	0.00	0.00	0.00	0.00	0.000	3,744.41
800279-RE	COST	01/25/2010	990780	1.00000000		GUIMOND OLIVIER	0.000		0.00	0.00	DMP RESOURCE CL   /N	800279	0.00	01/25/2010	01/25/2010	AC42	Book Value	DYN9152	1,224.790	0.000	CAD	(21,170.26)	0.00	0.00	0.00	0.00	0.000	3,744.41
800278-RE	DIV	01/25/2010	278309	1.00000000		TREN CIARAN	0.000		0.00	0.00	GENERAL ELECTRIC COMPANY	800278	0.00	01/25/2010	01/25/2010	AC42	Dividends	GE	195	0.000	CAD	17.53	0.00	0.00	0.00	3.10	0.000	15,972.50
800277-RE	DIV	01/25/2010	146889	1.00000000		GIRARDIN ANGELLA	0.000		0.00	0.00	CANADIAN PACIFIC RAIL	800277	0.00	01/25/2010	01/25/2010	AC42	Dividends	CP	238	0.000	CAD	58.91	0.00	0.00	0.00	0.00	0.000	1,995.56
800277-OB	DIV	01/25/2010	278309	1.00000000		GIRARDIN ANGELLA	0.000		0.00	0.00	GENERAL ELECTRIC COMPANY	800277	0.00	01/25/2010	01/25/2010	AC42	Dividends	GE	475	0.000	USD	40.37	0.00	0.00	0.00	7.13	0.000	10,498.04
800273-SF	VENTE	01/28/2010	538579	1.00000000		MCMULLIN CELESTE	0.000		25.16	0.00	PEPSICO INC	800273	0.00	01/25/2010	01/25/2010	BD88	Sell	PEP	(5)	60.393	USD	301.96	0.00	25.16	0.00	0.01	0.000	786.75
800273-SF	SPLIT	01/25/2010	682857	1.00000000		MCMULLIN CELESTE	0.000		0.00	0.00	TRINA SOLAR LTD    SP/ADR	800273	0.00	01/25/2010	01/25/2010	BD88	Split	TSL	8	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	484.79
800273-SF	ACHAT	01/28/2010	682857	1.00000000		MCMULLIN CELESTE	0.000		0.00	0.00	TRINA SOLAR LTD    SP/ADR	800273	0.00	01/25/2010	01/25/2010	BD88	Buy	TSL	7	21.930	USD	(153.51)	0.00	0.00	0.00	0.00	0.000	484.79
800273-OB	DIV	01/25/2010	278309	1.00000000		MCMULLIN CELESTE	0.000		0.00	0.00	GENERAL ELECTRIC COMPANY	800273	0.00	01/25/2010	01/25/2010	BD88	Dividends	GE	70	0.000	USD	5.95	0.00	0.00	0.00	1.05	0.000	4,766.76
800273-NA	DIV	01/25/2010	146889	1.00000000		MCMULLIN CELESTE	0.000		0.00	0.00	CANADIAN PACIFIC RAIL	800273	0.00	01/25/2010	01/25/2010	BD88	Dividends	CP	34	0.000	CAD	8.42	0.00	0.00	0.00	0.00	0.000	8,601.04
800272-FS	VENTE	01/25/2010	760960	1.00000000		LAFERRIERE BLAKE	0.000		0.00	0.00	MB MID TRM GROWT1G02	800272	0.00	01/25/2010	01/25/2010	BD88	Sell	760960	(7.000)	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	13,843.40
800272-FS	ACHAT	01/25/2010	760983	1.00000000		LAFERRIERE BLAKE	0.000		0.00	0.00	MAN. BAS. CM+ AG04 '	800272	0.00	01/25/2010	01/25/2010	BD88	Buy	760983	7.000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	13,843.40
800266-RE	EFTAWD	01/22/2010		1.00000000		SINAGRA AILLEEN	0.000		0.00	0.00	BALANCE ( CAD )	800266	(5,000.00)	01/25/2010	01/22/2010	BD77	Withdrawal	1CAD	0.00	0.000	CAD	(5,000.00)	0.00	0.00	0.00	0.00	0.000	0.55
800266-RE	AWD	01/22/2010	980112	1.00000000		SINAGRA AILLEEN	0.000		173.23	0.00	FID S/T BND CL-B  /N	800266	0.00	01/25/2010	01/22/2010	BD77	Sell	FID285	(470.207)	0.000	CAD	5,000.00	0.00	68.62	0.00	0.00	0.000	5,000.55
800266-RE	DRIP	01/22/2010	995721	1.00000000	Loader:Price received is 0 or NULL, using 13.177	SINAGRA AILLEEN	0.000		0.00	0.00	MCK SEN BOND-A  /D/N	800266	0.00	01/25/2010	01/22/2010	BD77	Dividends	MFC302	2.155	13.177	CAD	0.00	0.00	0.00	0.00	0.00	0.000	0.55
800265-NA	DRIP	01/22/2010	995707	1.00000000	Loader:Price received is 0 or NULL, using 13.177	BARROWS ARTHUR	0.000		0.00	0.00	MCK SEN BOND-A    /N	800265	0.00	01/25/2010	01/22/2010	BD77	Dividends	MFC432	1.700	13.177	CAD	0.00	0.00	0.00	0.00	0.00	0.000	2,077.33
800264-NA	CK	02/01/2010		1.00000000		VILLENEUVE GILLE	0.000		0.00	0.00	BALANCE ( CAD )	800264	(1,200.00)	01/25/2010	01/25/2010	BD66	Withdrawal	1CAD	0.00	0.000	CAD	(1,200.00)	0.00	0.00	0.00	0.00	0.000	3,415.56
800257-RE	DIV	01/25/2010	278309	1.00000000		SATTLER AYAAZ	0.000		0.00	0.00	GENERAL ELECTRIC COMPANY	800257	0.00	01/25/2010	01/25/2010	AC42	Dividends	GE	1,400	0.000	CAD	125.90	0.00	0.00	0.00	22.22	0.000	(52,202.91)
800252-RE	INT	01/25/2010	Q12015	1.00000000		ATHANASOPOULOS B	0.000		0.00	0.00	DEUX-MONT BEO5.15% 23JL14	800252	0.00	01/25/2010	01/25/2010	AC42	Interest	Q12015	10,000	0.000	CAD	257.50	0.00	0.00	0.00	0.00	0.000	2,766.14
800251-RE	DIV	01/25/2010	278309	1.00000000		DEEM ANDREA	0.000		0.00	0.00	GENERAL ELECTRIC COMPANY	800251	0.00	01/25/2010	01/25/2010	AC42	Dividends	GE	1,000	0.000	CAD	89.93	0.00	0.00	0.00	15.87	0.000	5,622.86
800249-NA	INT	01/25/2010	Q12463	1.00000000		HOFFMAN ARRY	0.000		0.00	0.00	DX MONT BEO   1.5% 23JL11	800249	0.00	01/25/2010	01/25/2010	BD88	Interest	Q12463	200,000	0.000	CAD	1,500.00	0.00	0.00	0.00	0.00	0.000	149,888.26
800249-NA	VENTE	01/28/2010	414755	1.00000000		HOFFMAN ARRY	0.000		156.00	0.00	MANITOBA TELECOM SVCS INC	800249	0.00	01/25/2010	01/25/2010	BD88	Sell	MBT	(300)	34.520	CAD	10,356.00	0.00	156.00	0.00	0.00	0.000	148,388.26
800249-NA	VENTE	01/28/2010	414755	1.00000000		HOFFMAN ARRY	0.000		208.00	0.00	MANITOBA TELECOM SVCS INC	800249	0.00	01/25/2010	01/25/2010	BD88	Sell	MBT	(400)	34.520	CAD	13,808.00	0.00	208.00	0.00	0.00	0.000	138,032.26
