Titre	Taux	Source	Règlement	Portion de l'intérêt	Note	Nom	No client	Mouv. d'enc.	Invest. unit. manuel	Ind. VM	G/P cap. investi	Description	Traitement	Transaction	Code de CP	Type	Symbole	Quantité	Prix	Total	Commission	Gains/Pertes	Int. courus	Frais	PBR manuel	Solde	No de compte
R41490	0,96993210	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800302	10 522,13	0,000		0,00	BNE CB-13 4.99%-TV 27MR18	2010/01/25	2010/01/11	BD88	Transfert	R41490	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800302-OB
	1,00000000	DEP	2010/01/11	0,00	Depot	1CALCUL SCORE	800302	5 000,00	0,000		0,00	SOLDE ( USD )	2010/01/25	2010/01/11	BD88	Dépôt	1USD	0,00	0,000	5 000,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800302-OB
B55444	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	11 174,02	0,000		0,00	PROV QUE U$ 6.125% 22JA11	2010/01/25	2010/01/11	BD88	Transfert	B55444	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
A36754	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	9 637,84	0,000		0,00	US TREAS NT  2.75% 15FV19	2010/01/25	2010/01/11	BD88	Transfert	A36754	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
R13369	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	11 180,31	0,000		0,00	ALCAN INC U$  5.2% 15JA14	2010/01/25	2010/01/11	BD88	Transfert	R13369	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
M22687	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	6 997,50	0,000		0,00	INT-HYDRO QUEBEC   16JA18	2010/01/25	2010/01/11	BD88	Transfert	M22687	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
R76899	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 358,85	0,000		0,00	CDN TIRE CPG 3.7%23JA12CA	2010/01/25	2010/01/11	BD88	Transfert	R76899	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
R35681	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	11 226,96	0,000		0,00	BELL ALIANT 6.29%  17FV15	2010/01/25	2010/01/11	BD88	Transfert	R35681	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
M85693	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	6 301,20	0,000		0,00	PRIN-MONTREAL       1DC19	2010/01/25	2010/01/11	BD88	Transfert	M85693	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
T83520	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 132,04	0,000		0,00	BHSBC CPG NCI3.15%12AU13A	2010/01/25	2010/01/11	BD88	Transfert	T83520	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
068061	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	14 010,00	0,000		0,00	BELL ALIANT REG COMM  T/U	2010/01/25	2010/01/11	BD88	Transfert	BA.UN	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
000527	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 750,00	0,000		0,00	ARC ENERGY P/F	2010/01/25	2010/01/11	BD88	Transfert	AET.UN	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
459947	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	13 290,00	0,000		0,00	BQ NATL CDA S21 5.375% PF	2010/01/25	2010/01/11	BD88	Transfert	NA.PR.N	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
000768	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	9 825,43	0,000		0,00	AES TR III 6.75% CV PFD	2010/01/25	2010/01/11	BD88	Transfert	AES.PR.C	200	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
000944	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	5 561,21	0,000		0,00	AT & T INC	2010/01/25	2010/01/11	BD88	Transfert	T	200	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
006882	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	12 304,00	0,000		0,00	AGNICO-EAGLE MINES LTD	2010/01/25	2010/01/11	BD88	Transfert	AEM	200	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
011368	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	17 990,95	0,000		0,00	ALCOA INC	2010/01/25	2010/01/11	BD88	Transfert	AA	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
642181	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	14 759,80	0,000		0,00	STREETTRACKS INDX SH FND*	2010/01/25	2010/01/11	BD88	Transfert	FEZ	250	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
642180	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	13 062,77	0,000		0,00	STREETTRACKS INDX SH FND*	2010/01/25	2010/01/11	BD88	Transfert	FEU	250	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355701	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	9 265,00	0,000		0,00	ISHARES CDN MSCI C$ ETF	2010/01/25	2010/01/11	BD88	Transfert	XIN	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355710	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 910,00	0,000		0,00	ISHARES CD SP/TSX FNL ETF	2010/01/25	2010/01/11	BD88	Transfert	XFN	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355711	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	11 055,00	0,000		0,00	ISHARES CD SP/TSX GLD ETF	2010/01/25	2010/01/11	BD88	Transfert	XGD	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355700	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 530,00	0,000		0,00	ISHARES CD SP/TSX INF ETF	2010/01/25	2010/01/11	BD88	Transfert	XIT	1 500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
399701	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	9 785,00	0,000		0,00	ISHARES CD SP/TSX MAT ETF	2010/01/25	2010/01/11	BD88	Transfert	XMA	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355696	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	13 215,00	0,000		0,00	ISHARES CDN S&P/TSX 60ETF	2010/01/25	2010/01/11	BD88	Transfert	XIU	750	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
399699	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	13 270,00	0,000		0,00	ISHARES CDN S&P500 C$ ETF	2010/01/25	2010/01/11	BD88	Transfert	XSP	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
354845	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 526,51	0,000		0,00	ISHARES MSCI JAPAN INDEX	2010/01/25	2010/01/11	BD88	Transfert	EWJ	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
103187	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	7 470,00	0,000		0,00	FD REV R/R CONNOR,CL PART	2010/01/25	2010/01/11	BD88	Transfert	RRB.UN	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
933323	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	9 708,30	0,000		0,00	CIBC MANAHLDVF1B  /N	2010/01/25	2010/01/11	BD88	Transfert	CBL170	100 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
460009	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	58 990,00	0,000		0,00	BANQUE NATIONALE DU CDA	2010/01/25	2010/01/11	BD88	Transfert	NA	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
221374	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	32 332,16	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2010/01/11	BD88	Transfert	DIS	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
006906	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	14 308,00	0,000		0,00	AGRIUM INC	2010/01/25	2010/01/11	BD88	Transfert	AGU	200	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
350717	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	53 228,47	0,000		0,00	INTERNET ARCHITECT	2010/01/25	2010/01/11	BD88	Transfert	IAH	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
V56635	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 731,20	0,000		0,00	MANULIFE FIN 4.896% 2JN14	2010/01/25	2010/01/11	BD88	Transfert	V56635	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
M85805	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	8 497,60	0,000		0,00	INT-PROV QUEBEC     1DC14	2010/01/25	2010/01/11	BD88	Transfert	M85805	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
Q49599	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 749,77	0,000		0,00	MONTREAL ICS    5% 30OC13	2010/01/25	2010/01/11	BD88	Transfert	Q49599	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
Q42798	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 516,35	0,000		0,00	LAVAL ICS    4.55% 27JN12	2010/01/25	2010/01/11	BD88	Transfert	Q42798	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
B55248	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 958,22	0,000		0,00	PROV QUEBEC     5% 1DC15S	2010/01/25	2010/01/11	BD88	Transfert	B55248	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
B30199	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 981,87	0,000		0,00	ONTARIO  5.375%     2DC12	2010/01/25	2010/01/11	BD88	Transfert	B30199	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
A25074	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 574,20	0,000		0,00	FID CDA HAB  3.95% 15JN13	2010/01/25	2010/01/11	BD88	Transfert	A25074	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
A21334	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 914,83	0,000		0,00	CANADA      5.25%  1JN12	2010/01/25	2010/01/11	BD88	Transfert	OBA	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
354933	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 862,62	0,000		0,00	ISHARES IBOXX$ INV GR CRP	2010/01/25	2010/01/11	BD88	Transfert	LQD	100	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355230	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	9 237,76	0,000		0,00	ISHARES IBOXX $ HI YLD BD	2010/01/25	2010/01/11	BD88	Transfert	HYG	100	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355698	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	14 590,00	0,000		0,00	ISHARES CDN DEX ST BD ETF	2010/01/25	2010/01/11	BD88	Transfert	XSB	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
399704	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 235,00	0,000		0,00	ISHARES CDN DEX R/RET ETF	2010/01/25	2010/01/11	BD88	Transfert	XRB	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
399709	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 140,00	0,000		0,00	ISHARES CDN DEX CP BD ETF	2010/01/25	2010/01/11	BD88	Transfert	XCB	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355697	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	29 340,00	0,000		0,00	ISHARES CD DEX UNI BD ETF	2010/01/25	2010/01/11	BD88	Transfert	XBB	1 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
354947	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 762,61	0,000		0,00	ISHARES BARC TIPS BOND FD	2010/01/25	2010/01/11	BD88	Transfert	TIP	100	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
355695	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	11 363,68	0,000		0,00	ISHARES BARC SHORT TSY BD	2010/01/25	2010/01/11	BD88	Transfert	SHV	100	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
354934	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	8 586,17	0,000		0,00	ISHARES BARC 1-3 YR TR BD	2010/01/25	2010/01/11	BD88	Transfert	SHY	100	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
211596	1,03100000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	11 106,96	0,000		0,00	CURRENCYSHS JAPANESE YEN	2010/01/25	2010/01/11	BD88	Transfert	FXY	100	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
R93794	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 747,67	0,000		0,00	COMINAR SR-D CV6.5%30SP16	2010/01/25	2010/01/11	BD88	Transfert	CUF.DB.D	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
W56807	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 123,96	0,000		0,00	BRC CAP CB10 7.288%29DC49	2010/01/25	2010/01/11	BD88	Transfert	RYT.NT.M	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
R41490	1,00000000	TRF	2010/01/11	0,00	TRF	1CALCUL SCORE	800300	10 848,32	0,000		0,00	BNE CB-13 4.99%-TV 27MR18	2010/01/25	2010/01/11	BD88	Transfert	R41490	10 000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
	1,00000000	DEP	2010/01/11	0,00	Depot	1CALCUL SCORE	800300	5 000,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/11	BD88	Dépôt	1CAD	0,00	0,000	5 000,00	0,00	0,00	0,00	0,00	0,000	5 000,00	800300-NA
	1,00000000	CK	2010/01/25	0,00		BLACK JACOB	800291	(2 000,00)	0,000		0,00	SOLDE ( USD )	2010/01/25	2010/01/25	AC42	Retrait	1USD	0,00	0,000	(2 000,00)	0,00	0,00	0,00	0,00	0,000	(2 590,01)	800291-SF
	1,00000000	PMT	2010/01/25	0,00		BLACK JACOB	800291	2 500,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/25	AC42	Transfert	1CAD	0,00	0,000	2 500,00	0,00	0,00	0,00	0,00	0,000	3 432,32	800291-RE
	1,00000000	PMT	2010/01/25	0,00		BLACK JACOB	800291	(3 164,56)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/25	AC42	Transfert	1CAD	0,00	0,000	(3 164,56)	0,00	0,00	0,00	664,56	0,000	25 494,83	800291-GT
	1,00000000	COST	2010/01/25	0,00		BASTET CHOY	800285	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/25	AC42	Valeur comptable	1CAD	0,00	0,000	699,68	0,00	0,00	0,00	0,00	0,000	(8 797,69)	800285-RE
990780	1,00000000	COST	2010/01/25	0,00		BASTET CHOY	800285	0,00	0,000		0,00	DMP RESOURCE CL   /N	2010/01/25	2010/01/25	AC42	Valeur comptable	DYN9152	(424,063)	0,000	5 076,49	0,00	0,00	0,00	0,00	0,000	(8 797,69)	800285-RE
990780	1,00000000	COST	2010/01/25	0,00		BASTET CHOY	800285	0,00	0,000		0,00	DMP RESOURCE CL   /N	2010/01/25	2010/01/25	AC42	Valeur comptable	DYN9152	424,063	0,000	(5 776,17)	0,00	0,00	0,00	0,00	0,000	(8 797,69)	800285-RE
	1,00000000	AU-RER	2010/01/22	0,00		BASTET CHOY	800285	(9 790,00)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/22	AC42	Cotisation	1CAD	0,00	0,970	(9 790,00)	0,00	0,00	0,00	0,00	0,000	(8 797,69)	800285-RE
	1,00000000	AU-RER	2010/01/22	0,00		BASTET CHOY	800285	(9 975,00)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/22	AC42	Cotisation	1CAD	0,00	0,990	(9 975,00)	0,00	0,00	0,00	0,00	0,000	992,31	800285-RE
V61442	1,00000000	AU-RER	2010/01/22	0,00		BASTET CHOY	800285	0,00	0,000		(210,00)	ML ASIA PAC CP S-2 22FV13	2010/01/25	2010/01/22	AC42	Cotisation	V61442	(10 000)	0,970	9 790,00	0,00	(210,00)	0,00	0,00	0,000	10 967,31	800285-RE
V76606	1,00000000	AU-RER	2010/01/22	0,00		BASTET CHOY	800285	0,00	0,000		(9 901,00)	BNC BON II S&P S1 TV9DC14	2010/01/25	2010/01/22	AC42	Cotisation	V76606	(10 000)	0,990	9 975,00	0,00	(9 901,00)	9 876,00	0,00	0,000	1 177,31	800285-RE
146889	1,00000000	DIV	2010/01/25	0,00		BASTET CHOY	800285	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC42	Dividendes	CP	8	0,000	1,98	0,00	0,00	0,00	0,00	0,000	3 917,74	800285-FS
278309	1,00000000	DIV	2010/01/25	0,00		GUIMOND OLIVIER	800279	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	20	0,000	1,70	0,00	0,00	0,00	0,30	0,000	5 459,07	800279-SF
520618	1,00000000	DIV	2010/01/25	0,00		GUIMOND OLIVIER	800279	0,00	0,000		0,00	PNC FINANCIAL SERV GROUP	2010/01/25	2010/01/25	AC42	Dividendes	PNC	7	0,000	0,59	0,00	0,00	0,00	0,11	0,000	5 457,37	800279-SF
	1,00000000	COST	2010/01/25	0,00		GUIMOND OLIVIER	800279	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/25	AC42	Valeur comptable	1CAD	0,00	0,000	2 020,84	0,00	0,00	0,00	0,00	0,000	3 744,41	800279-RE
990780	1,00000000	COST	2010/01/25	0,00		GUIMOND OLIVIER	800279	0,00	0,000		0,00	DMP RESOURCE CL   /N	2010/01/25	2010/01/25	AC42	Valeur comptable	DYN9152	(1 224,790)	0,000	19 149,42	0,00	0,00	0,00	0,00	0,000	3 744,41	800279-RE
990780	1,00000000	COST	2010/01/25	0,00		GUIMOND OLIVIER	800279	0,00	0,000		0,00	DMP RESOURCE CL   /N	2010/01/25	2010/01/25	AC42	Valeur comptable	DYN9152	1 224,790	0,000	(21 170,26)	0,00	0,00	0,00	0,00	0,000	3 744,41	800279-RE
278309	1,00000000	DIV	2010/01/25	0,00		TREN CIARAN	800278	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	195	0,000	17,53	0,00	0,00	0,00	3,10	0,000	15 972,50	800278-RE
146889	1,00000000	DIV	2010/01/25	0,00		GIRARDIN ANGELLA	800277	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC42	Dividendes	CP	238	0,000	58,91	0,00	0,00	0,00	0,00	0,000	1 995,56	800277-RE
278309	1,00000000	DIV	2010/01/25	0,00		GIRARDIN ANGELLA	800277	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	475	0,000	40,37	0,00	0,00	0,00	7,13	0,000	10 498,04	800277-OB
538579	1,00000000	VENTE	2010/01/28	0,00		MCMULLIN CELESTE	800273	0,00	0,000		25,16	PEPSICO INC	2010/01/25	2010/01/25	BD88	Vente	PEP	(5)	60,393	301,96	0,00	25,16	0,00	0,01	0,000	786,75	800273-SF
682857	1,00000000	SPLIT	2010/01/25	0,00		MCMULLIN CELESTE	800273	0,00	0,000		0,00	TRINA SOLAR LTD    SP/ADR	2010/01/25	2010/01/25	BD88	Fractionnement	TSL	8	0,000	0,00	0,00	0,00	0,00	0,00	0,000	484,79	800273-SF
682857	1,00000000	ACHAT	2010/01/28	0,00		MCMULLIN CELESTE	800273	0,00	0,000		0,00	TRINA SOLAR LTD    SP/ADR	2010/01/25	2010/01/25	BD88	Achat	TSL	7	21,930	(153,51)	0,00	0,00	0,00	0,00	0,000	484,79	800273-SF
278309	1,00000000	DIV	2010/01/25	0,00		MCMULLIN CELESTE	800273	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	BD88	Dividendes	GE	70	0,000	5,95	0,00	0,00	0,00	1,05	0,000	4 766,76	800273-OB
146889	1,00000000	DIV	2010/01/25	0,00		MCMULLIN CELESTE	800273	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	BD88	Dividendes	CP	34	0,000	8,42	0,00	0,00	0,00	0,00	0,000	8 601,04	800273-NA
760960	1,00000000	VENTE	2010/01/25	0,00		LAFERRIERE BLAKE	800272	0,00	0,000		0,00	PAN.GEST.CR.MOY.1G02	2010/01/25	2010/01/25	0AED	Vente	760960	(7,000)	0,000	0,00	0,00	0,00	0,00	0,00	0,000	13 843,40	800272-FS
760983	1,00000000	ACHAT	2010/01/25	0,00		LAFERRIERE BLAKE	800272	0,00	0,000		0,00	PAN.GEST.CM+ 1G04  '	2010/01/25	2010/01/25	0AED	Achat	760983	7,000	0,000	0,00	0,00	0,00	0,00	0,00	0,000	13 843,40	800272-FS
	1,00000000	EFTAWD	2010/01/22	0,00		SINAGRA AILLEEN	800266	(5 000,00)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/22	BD77	Retrait	1CAD	0,00	0,000	(5 000,00)	0,00	0,00	0,00	0,00	0,000	0,55	800266-RE
980112	1,00000000	AWD	2010/01/22	0,00		SINAGRA AILLEEN	800266	0,00	0,000		173,23	FID OBL C/T CL-B  /N	2010/01/25	2010/01/22	BD77	Vente	FID285	(470,207)	0,000	5 000,00	0,00	68,62	0,00	0,00	0,000	5 000,55	800266-RE
995721	1,00000000	DRIP	2010/01/22	0,00		SINAGRA AILLEEN	800266	0,00	0,000		0,00	MCK SEN OBLIG-A /S/N	2010/01/25	2010/01/22	BD77	Dividendes	MFC302	2,155	0,000	0,00	0,00	0,00	0,00	0,00	0,000	0,55	800266-RE
995707	1,00000000	DRIP	2010/01/22	0,00		BARROWS ARTHUR	800265	0,00	0,000		0,00	MCK SEN OBLIG-A   /N	2010/01/25	2010/01/22	BD77	Dividendes	MFC432	1,700	0,000	0,00	0,00	0,00	0,00	0,00	0,000	2 077,33	800265-NA
	1,00000000	CK	2010/02/01	0,00		VILLENEUVE GILLE	800264	(1 200,00)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/25	BD66	Retrait	1CAD	0,00	0,000	(1 200,00)	0,00	0,00	0,00	0,00	0,000	3 415,56	800264-NA
278309	1,00000000	DIV	2010/01/25	0,00		SATTLER AYAAZ	800257	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	1 400	0,000	125,90	0,00	0,00	0,00	22,22	0,000	(52 202,91)	800257-RE
Q12015	1,00000000	INT	2010/01/25	0,00		ATHANASOPOULOS B	800252	0,00	0,000		0,00	DEUX-MONT ICS5.15% 23JL14	2010/01/25	2010/01/25	AC42	Intérêts	Q12015	10 000	0,000	257,50	0,00	0,00	0,00	0,00	0,000	2 766,14	800252-RE
278309	1,00000000	DIV	2010/01/25	0,00		DEEM ANDREA	800251	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	1 000	0,000	89,93	0,00	0,00	0,00	15,87	0,000	5 622,86	800251-RE
Q12463	1,00000000	INT	2010/01/25	0,00		HOFFMAN ARRY	800249	0,00	0,000		0,00	DX MONT ICS   1.5% 23JL11	2010/01/25	2010/01/25	BD88	Intérêts	Q12463	200 000	0,000	1 500,00	0,00	0,00	0,00	0,00	0,000	149 888,26	800249-NA
414755	1,00000000	VENTE	2010/01/28	0,00		HOFFMAN ARRY	800249	0,00	0,000		156,00	MANITOBA TELECOM SVCS INC	2010/01/25	2010/01/25	BD88	Vente	MBT	(300)	34,520	10 356,00	0,00	156,00	0,00	0,00	0,000	148 388,26	800249-NA
414755	1,00000000	VENTE	2010/01/28	0,00		HOFFMAN ARRY	800249	0,00	0,000		208,00	MANITOBA TELECOM SVCS INC	2010/01/25	2010/01/25	BD88	Vente	MBT	(400)	34,520	13 808,00	0,00	208,00	0,00	0,00	0,000	138 032,26	800249-NA
146889	1,00000000	DIV	2010/01/25	0,00		TABAK BERANGERE	800248	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	BD88	Dividendes	CP	364	0,000	76,58	0,00	0,00	0,00	13,51	0,000	92 145,40	800248-NA
991531	1,00000000	ACHAT	2010/01/25	0,00		BEAUCH RAYMOND	800238	0,00	0,000		0,00	ALT COM SURET  /SF/N	2010/01/25	2010/01/22	BD88	Achat	NBC100	25 900,000	1,000	(25 900,00)	0,00	0,00	0,00	0,00	0,000	7,09	800238-GT
278309	1,00000000	DIV	2010/01/25	0,00		TRUEMAN AMARJIT	800236	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	BD66	Dividendes	GE	300	0,000	25,50	0,00	0,00	0,00	4,50	0,000	10 647,24	800236-OB
B70658	1,00000000	INT	2010/01/25	0,00		FOSTEN ALIETTE	800235	0,00	0,000		0,00	MANITOBA     5.85% 25JA11	2010/01/25	2010/01/25	BD66	Intérêts	B70658	13 188	0,000	385,75	0,00	0,00	0,00	0,00	0,000	4 072,72	800235-FS
