"No compte"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Statut"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Langue"	"Dernier achat/vente"	"Dern. trans."	"Début de gestion"	"Date de fermeture"	"Création"	"Marge"	"Valeur totale"	"Nom"
"800273-NA"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"8 601,04"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/13"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"1 186 138,62"	"MCMULLIN CELESTE"
"800273-OB"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"4 766,76"	"USD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"89 760,10"	"MCMULLIN CELESTE"
"800273-RE"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"10 683,30"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/11"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"458 417,80"	"MCMULLIN CELESTE"
"800273-SF"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"786,75"	"USD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"61 785,82"	"MCMULLIN CELESTE"
"800273-VL"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	""	"2007/06/22"	""	""	"2009/12/01"	"n/d"	"0,00"	"MCMULLIN CELESTE"
"800273-WJ"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	""	"2007/08/24"	""	""	"2009/12/01"	"n/d"	"0,00"	"MCMULLIN CELESTE"
"800030-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-8360"	"(450) 555-3453"	"15 516,50"	"CAD"	"Ouvert"	""	"BELISLE MCNEIL"	""	"800030"	"Français"	""	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"62 721,88"	"MCNEIL BELISLE"
"800030-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8360"	"(450) 555-3453"	"11 274,76"	"CAD"	"Ouvert"	""	"BELISLE MCNEIL"	""	"800030"	"Français"	""	"2010/01/11"	""	""	"2009/12/01"	"n/d"	"11 274,76"	"MCNEIL BELISLE"
"800030-NA"	"A - Comptant"	""	"(450) 555-8360"	"(450) 555-3453"	"12 517,39"	"CAD"	"Ouvert"	""	"BELISLE MCNEIL"	""	"800030"	"Français"	""	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"330 307,62"	"MCNEIL BELISLE"
"800016-RE"	"E - Marge couvert"	""	"(450) 555-5962"	"(450) 555-9688"	"0,00"	"CAD"	"Ouvert"	""	"BECHARA MIGUÉ"	""	"800016"	"Anglais"	""	"2008/07/23"	""	""	"2009/12/01"	"0,00"	"0,00"	"MIGUÉ BECHARA"
"800201-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	"Ouvert"	""	"BRUCE MURDOCK"	""	"800201"	"Français"	""	"2002/07/18"	""	""	"2009/12/01"	"n/d"	"0,00"	"MURDOCK BRUCE"
"800201-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"1 260,05"	"CAD"	"Ouvert"	""	"BRUCE MURDOCK"	""	"800201"	"Français"	"2009/12/23"	"2010/01/14"	""	""	"2009/12/01"	"n/d"	"73 332,75"	"MURDOCK BRUCE"
"800201-NA"	"A - Comptant"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	"Ouvert"	""	"BRUCE MURDOCK"	""	"800201"	"Français"	""	"2003/01/16"	""	""	"2009/12/01"	"n/d"	"0,00"	"MURDOCK BRUCE"
"800206-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-7763"	"(450) 555-0545"	"2 193,73"	"CAD"	"Ouvert"	""	"ANNU MUTCHMORE"	""	"800206"	"Français"	"2009/12/02"	"2010/01/12"	""	""	"2009/12/01"	"n/d"	"294 985,03"	"MUTCHMORE ANNU"
"800206-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-7763"	"(450) 555-0545"	"0,00"	"CAD"	"Ouvert"	""	"ANNU MUTCHMORE"	""	"800206"	"Français"	""	"2009/12/18"	""	""	"2009/12/01"	"n/d"	"5 553,09"	"MUTCHMORE ANNU"
"800206-NA"	"A - Comptant"	""	"(450) 555-7763"	"(450) 555-0545"	"2 792,81"	"CAD"	"Ouvert"	""	"ANNU MUTCHMORE"	""	"800206"	"Français"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"690 034,71"	"MUTCHMORE ANNU"
"800206-RE"	"E - Marge couvert"	""	"(450) 555-7763"	"(450) 555-0545"	"4 150,24"	"CAD"	"Ouvert"	""	"ANNU MUTCHMORE"	""	"800206"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"73 148,82"	"MUTCHMORE ANNU"
"800083-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"CAD"	"Ouvert"	""	"ANTOINETTE NEILL"	""	"800083"	"Français"	""	"2002/12/31"	""	""	"2009/12/01"	"n/d"	"0,00"	"NEILL ANTOINETTE"
"800083-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"CAD"	"Ouvert"	""	"ANTOINETTE NEILL"	""	"800083"	"Français"	""	"2009/07/27"	""	""	"2009/12/01"	"n/d"	"0,00"	"NEILL ANTOINETTE"
"800083-NA"	"A - Comptant"	""	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"CAD"	"Ouvert"	""	"ANTOINETTE NEILL"	""	"800083"	"Français"	""	"2009/09/10"	""	""	"2009/12/01"	"n/d"	"0,00"	"NEILL ANTOINETTE"
"800083-OB"	"A - Comptant"	""	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"USD"	"Ouvert"	""	"ANTOINETTE NEILL"	""	"800083"	"Français"	""	"2004/03/26"	""	""	"2009/12/01"	"n/d"	"0,00"	"NEILL ANTOINETTE"
"800082-DQ"	"Q - Régime d'épargne-actions"	""	"(450) 555-1298"	"(450) 555-7980"	"0,00"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	"2007/11/07"	""	""	"2009/12/01"	"0,00"	"0,00"	"NEVINS BENNETT"
"800082-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-1298"	"(450) 555-7980"	"12 919,00"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"93 854,05"	"NEVINS BENNETT"
"800082-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1298"	"(450) 555-7980"	"0,94"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"9 945,75"	"NEVINS BENNETT"
"800082-NA"	"A - Comptant"	""	"(450) 555-1298"	"(450) 555-7980"	"0,00"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	"2004/08/06"	""	""	"2009/12/01"	"n/d"	"0,00"	"NEVINS BENNETT"
"800082-OB"	"A - Comptant"	""	"(450) 555-1298"	"(450) 555-7980"	"0,00"	"USD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	"2004/08/16"	""	""	"2009/12/01"	"n/d"	"0,00"	"NEVINS BENNETT"
"800082-RE"	"E - Marge couvert"	""	"(450) 555-1298"	"(450) 555-7980"	"74 399,78"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"1 449 785,45"	"NEVINS BENNETT"
"800082-SF"	"E - Marge couvert"	""	"(450) 555-1298"	"(450) 555-7980"	"5 647,34"	"USD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"415 172,61"	"NEVINS BENNETT"
"800082-VL"	"L -"	""	"(450) 555-1298"	"(450) 555-7980"	"0,00"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	""	""	""	"2009/12/01"	"n/d"	"0,00"	"NEVINS BENNETT"
"800029-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	"Ouvert"	""	"AQUARIUS NOEL"	""	"800029"	"Français"	""	"2007/10/24"	""	""	"2009/12/01"	"n/d"	"0,00"	"NOEL AQUARIUS"
"800029-NA"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	"Ouvert"	""	"AQUARIUS NOEL"	""	"800029"	"Français"	""	"2007/10/24"	""	""	"2009/12/01"	"n/d"	"0,00"	"NOEL AQUARIUS"
"800029-OB"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"USD"	"Ouvert"	""	"AQUARIUS NOEL"	""	"800029"	"Français"	""	"2007/10/01"	""	""	"2009/12/01"	"n/d"	"0,00"	"NOEL AQUARIUS"
"800019-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-5925"	"(450) 555-9762"	"2 903,15"	"CAD"	"Ouvert"	""	"CHERYL NOLAN"	""	"800019"	"Anglais"	""	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"67 336,48"	"NOLAN CHERYL"
"800019-HU"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-5925"	"(450) 555-9762"	"1 615,14"	"CAD"	"Ouvert"	""	"CHERYL NOLAN"	""	"800019"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"92 279,14"	"NOLAN CHERYL"
"800019-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5925"	"(450) 555-9762"	"5 000,00"	"CAD"	"Ouvert"	""	"CHERYL NOLAN"	""	"800019"	"Anglais"	""	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"11 631,77"	"NOLAN CHERYL"
"800043-RE"	"E - Marge couvert"	""	"(450) 555-7897"	"(450) 555-7949"	"19 163,08"	"CAD"	"Ouvert"	""	"ADRESSE OLEKSIEW"	""	"800043"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"503 619,13"	"OLEKSIEW ADRESSE"
"800043-SF"	"E - Marge couvert"	""	"(450) 555-7897"	"(450) 555-7949"	"4 310,85"	"USD"	"Ouvert"	""	"ADRESSE OLEKSIEW"	""	"800043"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"103 716,45"	"OLEKSIEW ADRESSE"
"800256-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-9118"	"(450) 555-4215"	"382,07"	"CAD"	"Ouvert"	""	"ADMAX ORLEAN"	""	"800256"	"Français"	""	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"221 789,18"	"ORLEAN ADMAX"
"800256-NA"	"A - Comptant"	""	"(450) 555-9118"	"(450) 555-4215"	"16 028,35"	"CAD"	"Ouvert"	""	"ADMAX ORLEAN"	""	"800256"	"Français"	"2009/12/21"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"867 377,59"	"ORLEAN ADMAX"
"800074-RE"	"E - Marge couvert"	""	"(450) 555-4709"	"(450) 555-0767"	"4 250,44"	"CAD"	"Ouvert"	""	"ALEXANDRIA OSER"	""	"800074"	"Français"	"2010/01/11"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"718 522,12"	"OSER ALEXANDRIA"
"800074-SF"	"E - Marge couvert"	""	"(450) 555-4709"	"(450) 555-0767"	"2 745,40"	"USD"	"Ouvert"	""	"ALEXANDRIA OSER"	""	"800074"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"120 805,73"	"OSER ALEXANDRIA"
"800065-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-6425"	"(450) 555-1325"	"3 214,10"	"CAD"	"Ouvert"	""	"ALDO PILOTE"	""	"800065"	"Français"	""	"2009/12/15"	""	""	"2009/12/01"	"n/d"	"39 295,54"	"PILOTE ALDO"
"800065-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	"Ouvert"	""	"ALDO PILOTE"	""	"800065"	"Français"	""	"2009/01/21"	""	""	"2009/12/01"	"n/d"	"5 206,75"	"PILOTE ALDO"
"800065-NA"	"A - Comptant"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	"Ouvert"	""	"ALDO PILOTE"	""	"800065"	"Français"	""	"2009/12/16"	""	""	"2009/12/01"	"n/d"	"(2 250,00)"	"PILOTE ALDO"
"800210-DQ"	"Q - Régime d'épargne-actions"	""	"(450) 555-4359"	"(450) 555-2487"	"0,00"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2006/01/10"	""	""	"2009/12/01"	"0,00"	"0,00"	"PINARD CATHARINA"
"800210-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-4359"	"(450) 555-2487"	"2 873,35"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"557 872,28"	"PINARD CATHARINA"
"800210-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4359"	"(450) 555-2487"	"70,22"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2010/01/13"	""	""	"2009/12/01"	"n/d"	"9 555,99"	"PINARD CATHARINA"
"800210-RE"	"E - Marge couvert"	""	"(450) 555-4359"	"(450) 555-2487"	"2 283,28"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"0,00"	"294 247,97"	"PINARD CATHARINA"
"800210-SF"	"E - Marge couvert"	""	"(450) 555-4359"	"(450) 555-2487"	"4 021,67"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2010/01/06"	""	""	"2009/12/01"	"0,00"	"19 948,14"	"PINARD CATHARINA"
"800210-VL"	"L -"	""	"(450) 555-4359"	"(450) 555-2487"	"0,00"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2005/01/11"	""	""	"2009/12/01"	"n/d"	"0,00"	"PINARD CATHARINA"
"800073-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-2637"	"(450) 555-4621"	"793,74"	"CAD"	"Ouvert"	""	"CHARTIER PLATINE"	""	"800073"	"Français"	"2009/12/10"	"2009/12/11"	""	""	"2009/12/01"	"n/d"	"109 040,86"	"PLATINE CHARTIER"
"800073-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2637"	"(450) 555-4621"	"0,00"	"CAD"	"Ouvert"	""	"CHARTIER PLATINE"	""	"800073"	"Français"	""	"2009/01/30"	""	""	"2009/12/01"	"n/d"	"5 272,88"	"PLATINE CHARTIER"
"800073-NA"	"A - Comptant"	""	"(450) 555-2637"	"(450) 555-4621"	"12 942,57"	"CAD"	"Ouvert"	""	"CHARTIER PLATINE"	""	"800073"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"826 372,59"	"PLATINE CHARTIER"
"800064-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-1464"	"(450) 555-9510"	"0,44"	"CAD"	"Ouvert"	""	"BENNY POLOMSKI"	""	"800064"	"Français"	"2010/01/11"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"237 683,20"	"POLOMSKI BENNY"
"800064-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1464"	"(450) 555-9510"	"1,08"	"CAD"	"Ouvert"	""	"BENNY POLOMSKI"	""	"800064"	"Français"	"2010/01/11"	"2010/01/11"	""	""	"2009/12/01"	"n/d"	"10 100,92"	"POLOMSKI BENNY"
"800064-RE"	"E - Marge couvert"	""	"(450) 555-1464"	"(450) 555-9510"	"(15 710,69)"	"CAD"	"Ouvert"	""	"BENNY POLOMSKI"	""	"800064"	"Français"	"2010/01/21"	"2010/01/21"	""	""	"2009/12/01"	"0,00"	"843 181,60"	"POLOMSKI BENNY"
"800035-HU"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-4060"	"(450) 555-8053"	"5 572,69"	"CAD"	"Ouvert"	""	"ADAMS POTYONDY"	""	"800035"	"Anglais"	"2009/12/18"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"601 401,45"	"POTYONDY ADAMS"
"800035-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4060"	"(450) 555-8053"	"0,00"	"CAD"	"Ouvert"	""	"ADAMS POTYONDY"	""	"800035"	"Anglais"	"2010/01/20"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"9 946,98"	"POTYONDY ADAMS"
"800035-NA"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-8053"	"88,02"	"CAD"	"Ouvert"	""	"ADAMS POTYONDY"	""	"800035"	"Anglais"	"2010/01/21"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"842 219,63"	"POTYONDY ADAMS"
"800400-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	"Ouvert"	""	"PROJECTED INCOME REPORT"	""	"800400"	"Français"	"2010/01/22"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"555 985,56"	"PROJ. INC. RPT"
"800400-OB"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	"Ouvert"	""	"PROJECTED INCOME REPORT"	""	"800400"	"Français"	""	""	""	""	"2010/01/25"	"n/d"	"0,00"	"PROJ. INC. RPT"
"800401-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	"Ouvert"	""	"PROJECTED INCOME REPORT"	""	"800401"	"Français"	"2010/01/22"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"555 985,56"	"PROJ. INC. RPT"
"800041-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-3467"	"(450) 555-5811"	"94 546,82"	"CAD"	"Ouvert"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"Anglais"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"681 538,57"	"QUAGHEBEUR CAROL"
"800041-NA"	"A - Comptant"	""	"(450) 555-3467"	"(450) 555-5811"	"143 256,11"	"CAD"	"Ouvert"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"Anglais"	"2009/12/04"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"2 000 414,61"	"QUAGHEBEUR CAROL"
"800041-OB"	"A - Comptant"	""	"(450) 555-3467"	"(450) 555-5811"	"142 067,81"	"USD"	"Ouvert"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"Anglais"	""	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"418 050,31"	"QUAGHEBEUR CAROL"
"800502-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"471 784,75"	"CAD"	"Ouvert"	""	"RAPPORT INTACC"	""	"800502"	"Français"	"2009/12/21"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"574 512,31"	"RAPPORT INTACC"
"800502-OB"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	"Ouvert"	""	"RAPPORT INTACC"	""	"800502"	"Français"	""	""	""	""	"2010/01/25"	"n/d"	"0,00"	"RAPPORT INTACC"
"800239-RE"	"E - Marge couvert"	""	"(450) 555-1316"	"(450) 555-0873"	"(7 562,61)"	"CAD"	"Ouvert"	""	"CAISSE RETZLAFF"	""	"800239"	"Anglais"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"0,00"	"3 037 324,67"	"RETZLAFF CAISSE"
"800239-SF"	"E - Marge couvert"	""	"(450) 555-1316"	"(450) 555-0873"	"(88,79)"	"USD"	"Ouvert"	""	"CAISSE RETZLAFF"	""	"800239"	"Anglais"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"0,00"	"130 122,33"	"RETZLAFF CAISSE"
"800227-JJ"	"J -"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"CAD"	"Ouvert"	""	"CATELLIER ROLLAND"	""	"800227"	"Français"	""	"2007/01/22"	""	""	"2009/12/01"	"n/d"	"0,00"	"ROLLAND CATELLIE"
"800227-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4060"	"(450) 555-4861"	"130,10"	"CAD"	"Ouvert"	""	"CATELLIER ROLLAND"	""	"800227"	"Français"	""	"2009/10/30"	""	""	"2009/12/01"	"n/d"	"5 871,90"	"ROLLAND CATELLIE"
"800227-NA"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"2 852,37"	"CAD"	"Ouvert"	""	"CATELLIER ROLLAND"	""	"800227"	"Français"	""	"2010/01/04"	""	""	"2009/12/01"	"n/d"	"152 266,51"	"ROLLAND CATELLIE"
"800227-OB"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"USD"	"Ouvert"	""	"CATELLIER ROLLAND"	""	"800227"	"Français"	""	"1999/09/27"	""	""	"2009/12/01"	"n/d"	"0,00"	"ROLLAND CATELLIE"
"800261-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"14 141,92"	"CAD"	"Ouvert"	""	"ALMA SAMBORSKI"	""	"800261"	"Anglais"	""	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"594 302,09"	"SAMBORSKI ALMA"
"800261-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	"Ouvert"	""	"ALMA SAMBORSKI"	""	"800261"	"Anglais"	""	"2008/11/18"	""	""	"2009/12/01"	"n/d"	"0,00"	"SAMBORSKI ALMA"
"800261-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	"Ouvert"	""	"ALMA SAMBORSKI"	""	"800261"	"Anglais"	""	"2009/01/02"	""	""	"2009/12/01"	"n/d"	"5 200,50"	"SAMBORSKI ALMA"
"800261-NA"	"A - Comptant"	""	"(450) 555-6604"	"(450) 555-0922"	"965,16"	"CAD"	"Ouvert"	""	"ALMA SAMBORSKI"	""	"800261"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"231 751,31"	"SAMBORSKI ALMA"
"800216-NA"	"A - Comptant"	""	"(450) 555-9953"	"(450) 555-3342"	"833 754,65"	"CAD"	"Ouvert"	""	"AMYN SAMSON"	""	"800216"	"Français"	"2009/12/10"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"12 573 299,48"	"SAMSON AMYN"
"800216-OB"	"A - Comptant"	""	"(450) 555-9953"	"(450) 555-3342"	"681 540,37"	"USD"	"Ouvert"	""	"AMYN SAMSON"	""	"800216"	"Français"	"2010/01/15"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"5 529 228,66"	"SAMSON AMYN"
"800044-RE"	"E - Marge couvert"	""	"(450) 555-0239"	"(450) 555-3393"	"(76 197,21)"	"CAD"	"Ouvert"	""	"BRUNO SANDHU"	""	"800044"	"Anglais"	"2009/12/09"	"2010/01/18"	""	""	"2009/12/01"	"0,00"	"362 224,79"	"SANDHU BRUNO"
"800044-SF"	"E - Marge couvert"	""	"(450) 555-0239"	"(450) 555-3393"	"4 545,35"	"USD"	"Ouvert"	""	"BRUNO SANDHU"	""	"800044"	"Anglais"	"2009/12/09"	"2009/12/16"	""	""	"2009/12/01"	"0,00"	"4 545,35"	"SANDHU BRUNO"
"800257-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-2752"	"(450) 555-6082"	"115,21"	"CAD"	"Ouvert"	""	"AYAAZ SATTLER"	""	"800257"	"Français"	"2009/12/24"	"2010/01/04"	""	""	"2009/12/01"	"n/d"	"1 248 882,12"	"SATTLER AYAAZ"
"800257-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2752"	"(450) 555-6082"	"99,06"	"CAD"	"Ouvert"	""	"AYAAZ SATTLER"	""	"800257"	"Français"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"12 001,07"	"SATTLER AYAAZ"
"800257-RE"	"E - Marge couvert"	""	"(450) 555-2752"	"(450) 555-6082"	"(52 202,91)"	"CAD"	"Ouvert"	""	"AYAAZ SATTLER"	""	"800257"	"Français"	"2009/12/21"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"531 935,85"	"SATTLER AYAAZ"
"800208-NA"	"A - Comptant"	""	"(450) 555-7341"	"(450) 555-6194"	"12 429,65"	"CAD"	"Ouvert"	""	"BOYD SAUFFERER"	""	"800208"	"Anglais"	"2010/01/13"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"234 731,92"	"SAUFFERER BOYD"
"800026-OB"	"A - Comptant"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"USD"	"Ouvert"	""	"AMANDA SAYED"	""	"800026"	"Français"	""	"2006/08/25"	""	""	"2009/12/01"	"n/d"	"0,00"	"SAYED AMANDA"
"800026-RE"	"E - Marge couvert"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"CAD"	"Ouvert"	""	"AMANDA SAYED"	""	"800026"	"Français"	""	"2008/06/23"	""	""	"2009/12/01"	"0,00"	"0,00"	"SAYED AMANDA"
"800025-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	"Ouvert"	""	"ACADIA SAYEGH"	""	"800025"	"Français"	""	"2007/05/31"	""	""	"2009/12/01"	"n/d"	"0,00"	"SAYEGH ACADIA"
"800025-NA"	"A - Comptant"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	"Ouvert"	""	"ACADIA SAYEGH"	""	"800025"	"Français"	""	"2007/07/11"	""	""	"2009/12/01"	"n/d"	"0,00"	"SAYEGH ACADIA"
"800022-HU"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-8806"	"(450) 555-2583"	"1 503,65"	"CAD"	"Ouvert"	""	"BLAIR SCARLETT"	""	"800022"	"Anglais"	"2010/01/06"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"399 864,27"	"SCARLETT BLAIR"
"800022-NA"	"A - Comptant"	""	"(450) 555-8806"	"(450) 555-2583"	"4 410,32"	"CAD"	"Ouvert"	""	"BLAIR SCARLETT"	""	"800022"	"Anglais"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"207 055,78"	"SCARLETT BLAIR"
"800211-NA"	"A - Comptant"	""	"(450) 555-3598"	"(450) 555-2043"	"0,00"	"CAD"	"Ouvert"	""	"ALICK SERGE"	""	"800211"	"Anglais"	""	"2003/11/05"	""	""	"2009/12/01"	"n/d"	"0,00"	"SERGE ALICK"
