"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Statut"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Langue"	"Dernier achat/vente"	"Dern. trans."	"Début de gestion"	"Date de fermeture"	"Création"	"Marge"	"Valeur totale"
"MCCOMBE AURELIAN"	"800222-NA"	"BD77"	"A - Comptant"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	"Ouvert"	""	"AURELIANO MCCOMBE"	""	"800222"	"Français"	""	"2004/05/10"	""	""	"2009/12/01"	"n/d"	"0,00"
"MCDOWALL CAYLEY"	"800086-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-4064"	"(450) 555-0850"	"11 094,54"	"CAD"	"Ouvert"	""	"CAYLEY MCDOWALL"	""	"800086"	"Anglais"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"157 568,79"
"MCGILLICUDDY BLA"	"800006-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-2490"	"(450) 555-3099"	"577,75"	"CAD"	"Ouvert"	""	"BLACK MCGILLICUDDY"	""	"800006"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"217 572,42"
"MCGILLICUDDY BLA"	"800006-NA"	"AC42"	"A - Comptant"	""	"(450) 555-2490"	"(450) 555-3099"	"(22 607,83)"	"CAD"	"Ouvert"	""	"BLACK MCGILLICUDDY"	""	"800006"	"Français"	"2010/01/19"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"1 667 149,35"
"MCGILLICUDDY BLA"	"800006-OB"	"AC42"	"A - Comptant"	""	"(450) 555-2490"	"(450) 555-3099"	"13 779,39"	"USD"	"Ouvert"	""	"BLACK MCGILLICUDDY"	""	"800006"	"Français"	""	"2009/12/07"	""	""	"2009/12/01"	"n/d"	"65 872,27"
"MCGILLICUDDY BLA"	"800006-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2490"	"(450) 555-3099"	"784,64"	"CAD"	"Ouvert"	""	"BLACK MCGILLICUDDY"	""	"800006"	"Français"	"2010/01/11"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"89 568,07"
"MCGRATH ALFONSO"	"800224-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-5501"	"(450) 555-3816"	"46,24"	"CAD"	"Ouvert"	""	"ALFONSO MCGRATH"	""	"800224"	"Anglais"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"127 265,58"
"MCGRATH ALFONSO"	"800224-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5501"	"(450) 555-3816"	"131,40"	"CAD"	"Ouvert"	""	"ALFONSO MCGRATH"	""	"800224"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"5 103,14"
"MCGRATH ALFONSO"	"800224-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-5501"	"(450) 555-3816"	"21 697,85"	"CAD"	"Ouvert"	""	"ALFONSO MCGRATH"	""	"800224"	"Anglais"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"341 264,17"
"MCINTAGGART ALDE"	"800203-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-2933"	"(450) 555-0804"	"8 752,64"	"CAD"	"Ouvert"	""	"ALDEGE MCINTAGGART"	""	"800203"	"Français"	"2010/01/12"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"187 284,37"
"MCINTAGGART ALDE"	"800203-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2933"	"(450) 555-0804"	"4 541,91"	"CAD"	"Ouvert"	""	"ALDEGE MCINTAGGART"	""	"800203"	"Français"	"2010/01/13"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"332 900,27"
"MCMULLIN CELESTE"	"800273-DQ"	"BD88"	"Q - Régime d'épargne-actions"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	""	"2006/04/06"	""	""	"2009/12/01"	"0,00"	"0,00"
"MCMULLIN CELESTE"	"800273-ER"	"BD88"	"V - Régime d'épargne-études"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	""	""	""	""	"2009/12/01"	"n/d"	"0,00"
"MCMULLIN CELESTE"	"800273-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-0869"	"(450) 555-3055"	"4 517,56"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"269 494,76"
"MCMULLIN CELESTE"	"800273-NA"	"BD88"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"8 601,04"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/13"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"1 186 138,62"
"MCMULLIN CELESTE"	"800273-OB"	"BD88"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"4 766,76"	"USD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"89 760,10"
"MCMULLIN CELESTE"	"800273-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"10 683,30"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/11"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"458 417,80"
"MCMULLIN CELESTE"	"800273-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"786,75"	"USD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"61 785,82"
"MCMULLIN CELESTE"	"800273-VL"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	""	"2007/06/22"	""	""	"2009/12/01"	"n/d"	"0,00"
"MCMULLIN CELESTE"	"800273-WJ"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	"Ouvert"	""	"CELESTE MCMULLIN"	""	"800273"	"Français"	""	"2007/08/24"	""	""	"2009/12/01"	"n/d"	"0,00"
"MCNEIL BELISLE"	"800030-GT"	"AC55"	"T - Fonds de revenu de retraite"	""	"(450) 555-8360"	"(450) 555-3453"	"15 516,50"	"CAD"	"Ouvert"	""	"BELISLE MCNEIL"	""	"800030"	"Français"	""	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"62 721,88"
"MCNEIL BELISLE"	"800030-JW"	"AC55"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8360"	"(450) 555-3453"	"11 274,76"	"CAD"	"Ouvert"	""	"BELISLE MCNEIL"	""	"800030"	"Français"	""	"2010/01/11"	""	""	"2009/12/01"	"n/d"	"11 274,76"
"MCNEIL BELISLE"	"800030-NA"	"AC55"	"A - Comptant"	""	"(450) 555-8360"	"(450) 555-3453"	"12 517,39"	"CAD"	"Ouvert"	""	"BELISLE MCNEIL"	""	"800030"	"Français"	""	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"330 307,62"
"MIGUÉ BECHARA"	"800016-RE"	"AC44"	"E - Marge couvert"	""	"(450) 555-5962"	"(450) 555-9688"	"0,00"	"CAD"	"Ouvert"	""	"BECHARA MIGUÉ"	""	"800016"	"Anglais"	""	"2008/07/23"	""	""	"2009/12/01"	"0,00"	"0,00"
"MURDOCK BRUCE"	"800201-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	"Ouvert"	""	"BRUCE MURDOCK"	""	"800201"	"Français"	""	"2002/07/18"	""	""	"2009/12/01"	"n/d"	"0,00"
"MURDOCK BRUCE"	"800201-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"1 260,05"	"CAD"	"Ouvert"	""	"BRUCE MURDOCK"	""	"800201"	"Français"	"2009/12/23"	"2010/01/14"	""	""	"2009/12/01"	"n/d"	"73 332,75"
"MURDOCK BRUCE"	"800201-NA"	"AC42"	"A - Comptant"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	"Ouvert"	""	"BRUCE MURDOCK"	""	"800201"	"Français"	""	"2003/01/16"	""	""	"2009/12/01"	"n/d"	"0,00"
"MUTCHMORE ANNU"	"800206-FS"	"BD77"	"S - Régime d'épargne-retraite"	""	"(450) 555-7763"	"(450) 555-0545"	"2 193,73"	"CAD"	"Ouvert"	""	"ANNU MUTCHMORE"	""	"800206"	"Français"	"2009/12/02"	"2010/01/12"	""	""	"2009/12/01"	"n/d"	"294 985,03"
"MUTCHMORE ANNU"	"800206-JW"	"BD77"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-7763"	"(450) 555-0545"	"0,00"	"CAD"	"Ouvert"	""	"ANNU MUTCHMORE"	""	"800206"	"Français"	""	"2009/12/18"	""	""	"2009/12/01"	"n/d"	"5 553,09"
"MUTCHMORE ANNU"	"800206-NA"	"BD77"	"A - Comptant"	""	"(450) 555-7763"	"(450) 555-0545"	"2 792,81"	"CAD"	"Ouvert"	""	"ANNU MUTCHMORE"	""	"800206"	"Français"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"690 034,71"
"MUTCHMORE ANNU"	"800206-RE"	"BD77"	"E - Marge couvert"	""	"(450) 555-7763"	"(450) 555-0545"	"4 150,24"	"CAD"	"Ouvert"	""	"ANNU MUTCHMORE"	""	"800206"	"Français"	"2010/01/20"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"73 148,82"
"NEILL ANTOINETTE"	"800083-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"CAD"	"Ouvert"	""	"ANTOINETTE NEILL"	""	"800083"	"Français"	""	"2002/12/31"	""	""	"2009/12/01"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"CAD"	"Ouvert"	""	"ANTOINETTE NEILL"	""	"800083"	"Français"	""	"2009/07/27"	""	""	"2009/12/01"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-NA"	"BD66"	"A - Comptant"	""	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"CAD"	"Ouvert"	""	"ANTOINETTE NEILL"	""	"800083"	"Français"	""	"2009/09/10"	""	""	"2009/12/01"	"n/d"	"0,00"
"NEILL ANTOINETTE"	"800083-OB"	"BD66"	"A - Comptant"	""	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"USD"	"Ouvert"	""	"ANTOINETTE NEILL"	""	"800083"	"Français"	""	"2004/03/26"	""	""	"2009/12/01"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-DQ"	"BD88"	"Q - Régime d'épargne-actions"	""	"(450) 555-1298"	"(450) 555-7980"	"0,00"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	"2007/11/07"	""	""	"2009/12/01"	"0,00"	"0,00"
"NEVINS BENNETT"	"800082-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-1298"	"(450) 555-7980"	"12 919,00"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"93 854,05"
"NEVINS BENNETT"	"800082-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1298"	"(450) 555-7980"	"0,94"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"9 945,75"
"NEVINS BENNETT"	"800082-NA"	"BD88"	"A - Comptant"	""	"(450) 555-1298"	"(450) 555-7980"	"0,00"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	"2004/08/06"	""	""	"2009/12/01"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-OB"	"BD88"	"A - Comptant"	""	"(450) 555-1298"	"(450) 555-7980"	"0,00"	"USD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	"2004/08/16"	""	""	"2009/12/01"	"n/d"	"0,00"
"NEVINS BENNETT"	"800082-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-1298"	"(450) 555-7980"	"74 399,78"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"1 449 785,45"
"NEVINS BENNETT"	"800082-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-1298"	"(450) 555-7980"	"5 647,34"	"USD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	"2010/01/25"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"415 172,61"
"NEVINS BENNETT"	"800082-VL"	"BD88"	"L -"	""	"(450) 555-1298"	"(450) 555-7980"	"0,00"	"CAD"	"Ouvert"	""	"BENNETT NEVINS"	""	"800082"	"Français"	""	""	""	""	"2009/12/01"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	"Ouvert"	""	"AQUARIUS NOEL"	""	"800029"	"Français"	""	"2007/10/24"	""	""	"2009/12/01"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-NA"	"AC42"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	"Ouvert"	""	"AQUARIUS NOEL"	""	"800029"	"Français"	""	"2007/10/24"	""	""	"2009/12/01"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-OB"	"AC42"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"USD"	"Ouvert"	""	"AQUARIUS NOEL"	""	"800029"	"Français"	""	"2007/10/01"	""	""	"2009/12/01"	"n/d"	"0,00"
"NOLAN CHERYL"	"800019-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-5925"	"(450) 555-9762"	"2 903,15"	"CAD"	"Ouvert"	""	"CHERYL NOLAN"	""	"800019"	"Anglais"	""	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"67 336,48"
"NOLAN CHERYL"	"800019-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-5925"	"(450) 555-9762"	"1 615,14"	"CAD"	"Ouvert"	""	"CHERYL NOLAN"	""	"800019"	"Anglais"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"92 279,14"
"NOLAN CHERYL"	"800019-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5925"	"(450) 555-9762"	"5 000,00"	"CAD"	"Ouvert"	""	"CHERYL NOLAN"	""	"800019"	"Anglais"	""	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"11 631,77"
"OLEKSIEW ADRESSE"	"800043-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-7897"	"(450) 555-7949"	"19 163,08"	"CAD"	"Ouvert"	""	"ADRESSE OLEKSIEW"	""	"800043"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"0,00"	"503 619,13"
"OLEKSIEW ADRESSE"	"800043-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-7897"	"(450) 555-7949"	"4 310,85"	"USD"	"Ouvert"	""	"ADRESSE OLEKSIEW"	""	"800043"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"103 716,45"
"ORLEAN ADMAX"	"800256-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-9118"	"(450) 555-4215"	"382,07"	"CAD"	"Ouvert"	""	"ADMAX ORLEAN"	""	"800256"	"Français"	""	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"221 789,18"
"ORLEAN ADMAX"	"800256-NA"	"AC42"	"A - Comptant"	""	"(450) 555-9118"	"(450) 555-4215"	"16 028,35"	"CAD"	"Ouvert"	""	"ADMAX ORLEAN"	""	"800256"	"Français"	"2009/12/21"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"867 377,59"
"OSER ALEXANDRIA"	"800074-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-4709"	"(450) 555-0767"	"4 250,44"	"CAD"	"Ouvert"	""	"ALEXANDRIA OSER"	""	"800074"	"Français"	"2010/01/11"	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"718 522,12"
"OSER ALEXANDRIA"	"800074-SF"	"BD66"	"E - Marge couvert"	""	"(450) 555-4709"	"(450) 555-0767"	"2 745,40"	"USD"	"Ouvert"	""	"ALEXANDRIA OSER"	""	"800074"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"0,00"	"120 805,73"
"PILOTE ALDO"	"800065-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-6425"	"(450) 555-1325"	"3 214,10"	"CAD"	"Ouvert"	""	"ALDO PILOTE"	""	"800065"	"Français"	""	"2009/12/15"	""	""	"2009/12/01"	"n/d"	"39 295,54"
"PILOTE ALDO"	"800065-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	"Ouvert"	""	"ALDO PILOTE"	""	"800065"	"Français"	""	"2009/01/21"	""	""	"2009/12/01"	"n/d"	"5 206,75"
"PILOTE ALDO"	"800065-NA"	"BD66"	"A - Comptant"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	"Ouvert"	""	"ALDO PILOTE"	""	"800065"	"Français"	""	"2009/12/16"	""	""	"2009/12/01"	"n/d"	"(2 250,00)"
"PINARD CATHARINA"	"800210-DQ"	"BD88"	"Q - Régime d'épargne-actions"	""	"(450) 555-4359"	"(450) 555-2487"	"0,00"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2006/01/10"	""	""	"2009/12/01"	"0,00"	"0,00"
"PINARD CATHARINA"	"800210-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-4359"	"(450) 555-2487"	"2 873,35"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"557 872,28"
"PINARD CATHARINA"	"800210-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4359"	"(450) 555-2487"	"70,22"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2010/01/13"	""	""	"2009/12/01"	"n/d"	"9 555,99"
"PINARD CATHARINA"	"800210-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-4359"	"(450) 555-2487"	"2 283,28"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"0,00"	"294 247,97"
"PINARD CATHARINA"	"800210-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-4359"	"(450) 555-2487"	"4 021,67"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2010/01/06"	""	""	"2009/12/01"	"0,00"	"19 948,14"
"PINARD CATHARINA"	"800210-VL"	"BD88"	"L -"	""	"(450) 555-4359"	"(450) 555-2487"	"0,00"	"CAD"	"Ouvert"	""	"CATHARINA PINARD"	""	"800210"	"Anglais"	""	"2005/01/11"	""	""	"2009/12/01"	"n/d"	"0,00"
"PLATINE CHARTIER"	"800073-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-2637"	"(450) 555-4621"	"793,74"	"CAD"	"Ouvert"	""	"CHARTIER PLATINE"	""	"800073"	"Français"	"2009/12/10"	"2009/12/11"	""	""	"2009/12/01"	"n/d"	"109 040,86"
"PLATINE CHARTIER"	"800073-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2637"	"(450) 555-4621"	"0,00"	"CAD"	"Ouvert"	""	"CHARTIER PLATINE"	""	"800073"	"Français"	""	"2009/01/30"	""	""	"2009/12/01"	"n/d"	"5 272,88"
"PLATINE CHARTIER"	"800073-NA"	"AC42"	"A - Comptant"	""	"(450) 555-2637"	"(450) 555-4621"	"12 942,57"	"CAD"	"Ouvert"	""	"CHARTIER PLATINE"	""	"800073"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"826 372,59"
"POLOMSKI BENNY"	"800064-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-1464"	"(450) 555-9510"	"0,44"	"CAD"	"Ouvert"	""	"BENNY POLOMSKI"	""	"800064"	"Français"	"2010/01/11"	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"237 683,20"
"POLOMSKI BENNY"	"800064-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1464"	"(450) 555-9510"	"1,08"	"CAD"	"Ouvert"	""	"BENNY POLOMSKI"	""	"800064"	"Français"	"2010/01/11"	"2010/01/11"	""	""	"2009/12/01"	"n/d"	"10 100,92"
"POLOMSKI BENNY"	"800064-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-1464"	"(450) 555-9510"	"(15 710,69)"	"CAD"	"Ouvert"	""	"BENNY POLOMSKI"	""	"800064"	"Français"	"2010/01/21"	"2010/01/21"	""	""	"2009/12/01"	"0,00"	"843 181,60"
"POTYONDY ADAMS"	"800035-HU"	"AC44"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-4060"	"(450) 555-8053"	"5 572,69"	"CAD"	"Ouvert"	""	"ADAMS POTYONDY"	""	"800035"	"Anglais"	"2009/12/18"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"601 401,45"
"POTYONDY ADAMS"	"800035-JW"	"AC44"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4060"	"(450) 555-8053"	"0,00"	"CAD"	"Ouvert"	""	"ADAMS POTYONDY"	""	"800035"	"Anglais"	"2010/01/20"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"9 946,98"
"POTYONDY ADAMS"	"800035-NA"	"AC44"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-8053"	"88,02"	"CAD"	"Ouvert"	""	"ADAMS POTYONDY"	""	"800035"	"Anglais"	"2010/01/21"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"842 219,63"
"PROJ. INC. RPT"	"800400-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	"Ouvert"	""	"PROJECTED INCOME REPORT"	""	"800400"	"Français"	"2010/01/22"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"555 985,56"
"PROJ. INC. RPT"	"800400-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	"Ouvert"	""	"PROJECTED INCOME REPORT"	""	"800400"	"Français"	""	""	""	""	"2010/01/25"	"n/d"	"0,00"
"PROJ. INC. RPT"	"800401-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	"Ouvert"	""	"PROJECTED INCOME REPORT"	""	"800401"	"Français"	"2010/01/22"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"555 985,56"
"QUAGHEBEUR CAROL"	"800041-FS"	"AC44"	"S - Régime d'épargne-retraite"	""	"(450) 555-3467"	"(450) 555-5811"	"94 546,82"	"CAD"	"Ouvert"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"Anglais"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"681 538,57"
"QUAGHEBEUR CAROL"	"800041-NA"	"AC44"	"A - Comptant"	""	"(450) 555-3467"	"(450) 555-5811"	"143 256,11"	"CAD"	"Ouvert"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"Anglais"	"2009/12/04"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"2 000 414,61"
"QUAGHEBEUR CAROL"	"800041-OB"	"AC44"	"A - Comptant"	""	"(450) 555-3467"	"(450) 555-5811"	"142 067,81"	"USD"	"Ouvert"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"Anglais"	""	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"418 050,31"
"RAPPORT INTACC"	"800502-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"471 784,75"	"CAD"	"Ouvert"	""	"RAPPORT INTACC"	""	"800502"	"Français"	"2009/12/21"	"2010/01/25"	""	""	"2010/01/25"	"n/d"	"574 512,31"
"RAPPORT INTACC"	"800502-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	"Ouvert"	""	"RAPPORT INTACC"	""	"800502"	"Français"	""	""	""	""	"2010/01/25"	"n/d"	"0,00"
"RETZLAFF CAISSE"	"800239-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-1316"	"(450) 555-0873"	"(7 562,61)"	"CAD"	"Ouvert"	""	"CAISSE RETZLAFF"	""	"800239"	"Anglais"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"0,00"	"3 037 324,67"
"RETZLAFF CAISSE"	"800239-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-1316"	"(450) 555-0873"	"(88,79)"	"USD"	"Ouvert"	""	"CAISSE RETZLAFF"	""	"800239"	"Anglais"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"0,00"	"130 122,33"
"ROLLAND CATELLIE"	"800227-JJ"	"BD88"	"J -"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"CAD"	"Ouvert"	""	"CATELLIER ROLLAND"	""	"800227"	"Français"	""	"2007/01/22"	""	""	"2009/12/01"	"n/d"	"0,00"
"ROLLAND CATELLIE"	"800227-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4060"	"(450) 555-4861"	"130,10"	"CAD"	"Ouvert"	""	"CATELLIER ROLLAND"	""	"800227"	"Français"	""	"2009/10/30"	""	""	"2009/12/01"	"n/d"	"5 871,90"
"ROLLAND CATELLIE"	"800227-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"2 852,37"	"CAD"	"Ouvert"	""	"CATELLIER ROLLAND"	""	"800227"	"Français"	""	"2010/01/04"	""	""	"2009/12/01"	"n/d"	"152 266,51"
"ROLLAND CATELLIE"	"800227-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"USD"	"Ouvert"	""	"CATELLIER ROLLAND"	""	"800227"	"Français"	""	"1999/09/27"	""	""	"2009/12/01"	"n/d"	"0,00"
"SAMBORSKI ALMA"	"800261-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"14 141,92"	"CAD"	"Ouvert"	""	"ALMA SAMBORSKI"	""	"800261"	"Anglais"	""	"2010/01/18"	""	""	"2009/12/01"	"n/d"	"594 302,09"
