Acct. No.	Processing	Transaction	IA Code	Type	Symbol	Quantity	Price	Cur.	Total	Commission	Gains/Losses	Accrued Int.	Fees	Manual ACB	Cash Balance
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	AGF420	1,868.112	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	TML204	1,000.000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	NA	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	GGF412	950.000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	R13369	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	B87545	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	CIG580	100.000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	FID259	1,001.564	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	M85972	10,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	M22762	20,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	DIS	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	P45616	10,000	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	ABX	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Transfer	PJC.A	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300002-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	50,000.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300001-NA	01/26/2010	12/30/2009	BD88	Transfer	MFC	(200)	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	98,427.74
300001-NA	01/26/2010	11/30/2009	BD88	Transfer	1CAD	0.00	0.000	CAD	(5,200.00)	0.00	0.00	0.00	0.00	0.000	140,750.47
300001-NA	01/25/2010	01/25/2010	BD88	Buy	X05707	10,000	103.010	CAD	(10,302.73)	103.00	0.00	(1.23)	0.50	0.000	100,693.02
300001-NA	01/25/2010	01/25/2010	BD88	Buy	YHOO	500	15.850	USD	(8,464.40)	79.25	0.00	0.00	0.50	0.000	110,995.75
300001-NA	01/25/2010	01/25/2010	BD88	Buy	MX	145	24.750	CAD	(3,625.13)	35.88	0.00	0.00	0.50	0.000	119,460.15
300001-NA	01/25/2010	01/25/2010	BD88	Sell	CBS	(250)	13.330	USD	3,559.62	33.33	2,062.52	0.00	0.50	0.000	123,085.28
300001-NA	01/25/2010	01/19/2010	BD88	Transfer	BAB	(100)	32.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	119,525.66
300001-NA	01/25/2010	01/19/2010	BD88	Dividends	DIS	0	0.000	CAD	19.95	0.00	0.00	0.00	0.00	0.000	119,525.66
300001-NA	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	119,505.71
300001-NA	01/25/2010	01/16/2010	BD88	Expiration	NA.AL	(10)	0.000	CAD	0.00	0.00	(1,707.40)	0.00	0.00	0.000	119,505.71
300001-NA	01/25/2010	01/15/2010	BD88	Dividends	BCE	0	0.000	CAD	81.00	0.00	0.00	0.00	0.00	0.000	119,505.71
300001-NA	01/25/2010	01/14/2010	BD88	Dividends	KFT	0	0.000	CAD	145.00	0.00	0.00	0.00	0.00	0.000	119,424.71
300001-NA	01/25/2010	01/11/2010	BD88	Buy	X05707	10,000	103.140	CAD	(10,520.82)	103.00	0.00	(206.32)	0.50	0.000	119,279.71
300001-NA	01/25/2010	01/04/2010	BD88	Withdrawal	1CAD	0.00	0.000	CAD	(5,000.00)	0.00	0.00	0.00	0.00	0.000	129,800.53
300001-NA	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	30,906.50	306.00	9,041.50	0.00	0.50	0.000	134,800.53
300001-NA	01/25/2010	12/31/2009	BD88	Fees	1CAD	0.00	0.000	CAD	(125.00)	0.00	0.00	0.00	0.00	0.000	103,894.03
300001-NA	01/25/2010	12/31/2009	BD88	Dividends	TML204	1.787	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	104,019.03
300001-NA	01/25/2010	12/31/2009	BD88	Sell	CWB.WT	(100)	8.500	CAD	8,585.50	8.00	8,181.00	0.00	0.50	0.000	104,019.03
300001-NA	01/25/2010	12/31/2009	BD88	Buy	CBS	500	4.750	USD	(2,994.21)	72.46	0.00	0.00	0.50	0.000	95,433.53
300001-NA	01/25/2010	12/30/2009	BD88	Buy	GGF412	300.000	10.000	USD	(3,210.50)	30.00	0.00	0.00	0.00	0.000	98,427.74
300001-NA	01/25/2010	12/29/2009	BD88	Buy	R13369	2,000	105.000	USD	(2,234.17)	105.00	0.00	(49.67)	0.50	0.000	101,638.24
300001-NA	01/25/2010	12/24/2009	BD88	Sell	AOT	(10,000)	0.300	CAD	2,969.50	30.00	(2,081.00)	0.00	0.50	0.000	103,872.41
300001-NA	01/25/2010	12/22/2009	BD88	Sell	SAP	(100)	30.000	CAD	3,030.50	30.00	926.20	0.00	0.50	0.000	100,902.91
300001-NA	01/25/2010	12/22/2009	BD88	Assignment	SAP.DC	1	0.000	CAD	0.00	0.00	197.50	0.00	0.00	0.000	97,872.41
300001-NA	01/25/2010	12/18/2009	BD88	Sell	AGF420	(1,998.201)	6.150	CAD	12,165.55	122.88	162.37	0.00	0.50	0.000	97,872.41
300001-NA	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	CAD	285.00	0.00	0.00	0.00	0.00	0.000	85,706.86
300001-NA	01/25/2010	12/17/2009	BD88	Journal Entry	GIB.A	100	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	85,421.86
300001-NA	01/25/2010	12/16/2009	BD88	Buy	CTF.WT	10,000	0.330	CAD	(3,333.50)	33.00	0.00	0.00	0.50	0.000	85,421.86
300001-NA	01/25/2010	12/16/2009	BD88	Buy	GIB.A	100	14.250	CAD	(2,879.00)	28.50	0.00	0.00	0.50	0.000	88,755.36
300001-NA	01/25/2010	12/15/2009	BD88	Dividends	ABX	0	0.000	CAD	106.05	0.00	0.00	0.00	0.00	0.000	91,634.36
300001-NA	01/25/2010	12/11/2009	BD88	Buy	Y23105	10,000	227.000	CAD	(22,922.66)	227.00	0.00	(222.16)	0.50	0.000	91,528.31
300001-NA	01/25/2010	12/09/2009	BD88	Buy	L05144	20,000	99.900	CAD	(19,980.50)	194.00	0.00	0.00	0.50	0.000	114,450.97
300001-NA	01/25/2010	12/08/2009	BD88	Buy	CSBCS52	1,000	160.000	CAD	(1,600.50)	16.00	0.00	0.00	0.50	0.000	134,431.47
300001-NA	01/25/2010	12/04/2009	BD88	Buy	MFC	100	18.000	CAD	(1,818.50)	18.00	0.00	0.00	0.50	0.000	136,031.97
300001-NA	01/25/2010	12/04/2009	BD88	Exercise	VCF.AZ	(1)	0.000	CAD	0.00	0.00	(1,010.50)	0.00	0.00	0.000	137,850.47
300001-NA	01/25/2010	12/01/2009	BD88	Redemption	M89953	(10,000)	100.000	CAD	10,000.00	0.00	0.00	0.00	0.00	0.000	137,850.47
300001-NA	01/25/2010	12/01/2009	BD88	Buy	U63676	10,000	100.000	CAD	(10,071.50)	100.00	0.00	(71.03)	0.50	0.000	127,850.47
300001-NA	01/25/2010	12/01/2009	BD88	Buy	BCE	100	28.000	CAD	(2,828.50)	28.00	0.00	0.00	0.50	0.000	137,921.97
300001-NA	01/25/2010	11/30/2009	BD88	Dividends	TML204	0.862	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	145,950.47
300001-NA	01/25/2010	11/30/2009	BD88	Dividends	AGF420	44.352	6.150	CAD	0.00	0.00	0.00	0.00	0.00	0.000	145,950.47
300001-NA	01/25/2010	11/30/2009	BD88	Dividends	NT	157	80.250	CAD	0.00	0.00	0.00	0.00	0.00	0.000	145,950.47
300001-NA	01/25/2010	11/30/2009	BD88	Split	NT	100	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	145,950.47
300001-NA	01/25/2010	11/16/2009	BD88	Sell	SAP.DC	(1)	2.000	CAD	197.50	2.00	0.00	0.00	0.50	0.000	145,950.47
300001-NA	01/25/2010	11/11/2009	BD88	Exchange	EP.UN	(100)	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	145,752.97
300001-NA	01/25/2010	11/11/2009	BD88	Exchange	CPA.UN	100	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	145,752.97
300001-NA	01/25/2010	11/03/2009	BD88	Buy	B87545	10,000	112.000	CAD	(11,418.53)	112.00	0.00	(218.03)	0.50	0.000	145,752.97
300001-NA	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	157,171.50
300001-NA	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	CAD	31.15	0.00	0.00	0.00	0.00	0.000	157,171.50
300001-NA	01/25/2010	10/31/2009	BD88	Dividends	GGF412	3.331	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	157,140.35
300001-NA	01/25/2010	10/30/2009	BD88	Dividends	TML204	0.834	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	157,140.35
300001-NA	01/25/2010	10/30/2009	BD88	Dividends	AGF420	43.555	6.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	157,140.35
300001-NA	01/25/2010	10/29/2009	BD88	Buy	N49627	1,000	100.000	CAD	(1,002.66)	10.00	0.00	(2.66)	0.50	0.000	157,140.35
300001-NA	01/25/2010	10/28/2009	BD88	Buy	CSBCS52	1,000	159.000	CAD	(1,590.50)	16.00	0.00	0.00	0.50	0.000	158,143.01
300001-NA	01/25/2010	10/23/2009	BD88	Dividends	TCL.A	500	0.000	CAD	80.00	0.00	0.00	0.00	0.00	0.000	159,733.51
300001-NA	01/25/2010	10/15/2009	BD88	Dividends	BCE	0	0.000	CAD	40.50	0.00	0.00	0.00	0.00	0.000	159,653.51
300001-NA	01/25/2010	10/14/2009	BD88	Dividends	KFT	0	0.000	CAD	145.00	0.00	0.00	0.00	0.00	0.000	159,613.01
300001-NA	01/25/2010	10/14/2009	BD88	Buy	GSK	100	40.000	USD	(4,160.50)	40.00	0.00	0.00	0.50	0.000	159,468.01
300001-NA	01/25/2010	10/01/2009	BD88	Sell	NA.PJ	(1)	2.090	CAD	206.41	2.09	0.00	0.00	0.50	0.000	163,628.51
300001-NA	01/25/2010	09/30/2009	BD88	Dividends	GGF412	3.210	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	163,422.10
300001-NA	01/25/2010	09/30/2009	BD88	Dividends	TML204	0.833	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	163,422.10
300001-NA	01/25/2010	09/30/2009	BD88	Dividends	AGF420	42.182	6.060	CAD	0.00	0.00	0.00	0.00	0.00	0.000	163,422.10
300001-NA	01/25/2010	09/15/2009	BD88	Interest	V61248	0	0.000	CAD	231.80	0.00	0.00	0.00	0.00	0.000	163,422.10
300001-NA	01/25/2010	09/10/2009	BD88	Buy	TCL.A	500	10.000	CAD	(5,010.50)	10.00	0.00	0.00	0.50	0.000	163,190.30
300001-NA	01/25/2010	09/10/2009	BD88	Buy	AGF420	1,868.112	6.000	CAD	(11,208.67)	0.00	0.00	0.00	0.00	0.000	168,200.80
300001-NA	01/25/2010	09/01/2009	BD88	Journal Entry	1CAD	0.00	0.000	CAD	(1,000.00)	0.00	0.00	0.00	0.00	0.000	179,409.47
300001-NA	01/25/2010	09/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	8,100.00	0.00	0.00	0.00	0.00	0.000	180,409.47
300001-NA	01/25/2010	09/01/2009	BD88	Redemption	A21479	(10,000)	100.000	CAD	10,000.00	0.00	100.00	0.00	0.00	0.000	172,309.47
300001-NA	01/25/2010	09/01/2009	BD88	Interest	A21479	0	0.000	CAD	212.50	0.00	0.00	0.00	0.00	0.000	162,309.47
300001-NA	01/25/2010	08/31/2009	BD88	Dividends	GGF412	3.325	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	162,096.97
300001-NA	01/25/2010	08/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	325.56	0.00	0.00	0.00	0.00	0.000	162,096.97
300001-NA	01/25/2010	08/31/2009	BD88	Dividends	TML204	0.899	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	161,771.41
300001-NA	01/25/2010	08/17/2009	BD88	Buy	R13369	10,000	99.582	USD	(10,009.99)	99.00	0.00	(51.29)	0.50	0.000	161,771.41
300001-NA	01/25/2010	08/17/2009	BD88	Buy	M80675	10,000	155.000	CAD	(15,512.46)	155.00	0.00	(11.96)	0.50	0.000	171,781.40
300001-NA	01/25/2010	08/01/2009	BD88	Dividends	NA	5	58.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	187,293.86
300001-NA	01/25/2010	08/01/2009	BD88	Dividends	NA	0	0.000	CAD	19.45	0.00	0.00	0.00	0.00	0.000	187,293.86
300001-NA	01/25/2010	07/31/2009	BD88	Dividends	GGF412	3.292	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	187,274.41
300001-NA	01/25/2010	07/31/2009	BD88	Dividends	TML204	2.520	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	187,274.41
300001-NA	01/25/2010	07/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	348.32	0.00	0.00	0.00	0.00	0.000	187,274.41
300001-NA	01/25/2010	07/15/2009	BD88	Dividends	BCE	0	0.000	CAD	38.50	0.00	0.00	0.00	0.00	0.000	186,926.09
300001-NA	01/25/2010	07/14/2009	BD88	Dividends	KFT	0	0.000	CAD	145.00	0.00	0.00	0.00	0.00	0.000	186,887.59
300001-NA	01/25/2010	07/13/2009	BD88	Buy	BAB	100	20.000	USD	(2,320.50)	20.00	0.00	0.00	0.50	0.000	186,742.59
300001-NA	01/25/2010	07/08/2009	BD88	Buy	NA.AL	10	1.690	CAD	(1,707.40)	16.90	0.00	0.00	0.50	0.000	189,063.09
300001-NA	01/25/2010	07/02/2009	BD88	Buy	CSBCS54N	1,000	135.000	CAD	(1,350.50)	13.50	0.00	0.00	0.50	0.000	190,770.49
300001-NA	01/25/2010	06/30/2009	BD88	Dividends	TML204	1.737	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	192,120.99
300001-NA	01/25/2010	06/30/2009	BD88	Dividends	GGF412	3.257	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	192,120.99
300001-NA	01/25/2010	06/30/2009	BD88	Interest	1CAD	0.00	0.000	CAD	473.68	0.00	0.00	0.00	0.00	0.000	192,120.99
300001-NA	01/25/2010	06/16/2009	BD88	Buy	AOT	10,000	0.500	CAD	(5,050.50)	50.00	0.00	0.00	0.50	0.000	191,647.31
300001-NA	01/25/2010	06/15/2009	BD88	Dividends	ABX	0	0.000	CAD	113.30	0.00	0.00	0.00	0.00	0.000	196,697.81
300001-NA	01/25/2010	05/31/2009	BD88	Dividends	GGF412	3.283	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	196,584.51
300001-NA	01/25/2010	05/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	1,000.00	0.00	0.00	0.00	0.00	0.000	196,584.51
300001-NA	01/25/2010	05/29/2009	BD88	Dividends	TML204	3.684	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	195,584.51
300001-NA	01/25/2010	05/28/2009	BD88	Exchange	YLO.IR	(100)	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	195,584.51
300001-NA	01/25/2010	05/28/2009	BD88	Buy	LB	100	30.000	CAD	(3,000.00)	0.00	0.00	0.00	0.00	0.000	195,584.51
300001-NA	01/25/2010	05/28/2009	BD88	Dividends	LB	0	0.000	CAD	34.00	0.00	0.00	0.00	0.00	0.000	198,584.51
300001-NA	01/25/2010	05/15/2009	BD88	Withdrawal	1CAD	0.00	0.000	CAD	(5,000.00)	0.00	0.00	0.00	0.00	0.000	198,550.51
300001-NA	01/25/2010	05/15/2009	BD88	Dividends	C.PR.I	500	0.000	CAD	406.25	0.00	0.00	0.00	0.00	0.000	203,550.51
300001-NA	01/25/2010	05/14/2009	BD88	Redemption	A02479	(10,000)	100.000	CAD	10,000.00	0.00	0.00	0.00	0.00	0.000	203,144.26
300001-NA	01/25/2010	04/30/2009	BD88	Dividends	TML204	4.675	10.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	193,144.26
300001-NA	01/25/2010	04/30/2009	BD88	Dividends	GGF412	3.175	10.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	193,144.26
300001-NA	01/25/2010	04/30/2009	BD88	Interest	1CAD	0.00	0.000	CAD	1,000.00	0.00	0.00	0.00	0.00	0.000	193,144.26
300001-NA	01/25/2010	04/20/2009	BD88	Buy	SAP	500	21.000	CAD	(10,521.50)	21.00	0.00	0.00	0.50	0.000	192,144.26
300001-NA	01/25/2010	04/17/2009	BD88	Buy	TA	200	19.000	CAD	(3,819.50)	19.00	0.00	0.00	0.50	0.000	202,665.76
300001-NA	01/25/2010	04/16/2009	BD88	Buy	V61248	10,000	97.000	CAD	(9,918.08)	97.00	0.00	(217.58)	0.50	0.000	206,485.26
300001-NA	01/25/2010	04/14/2009	BD88	Redemption	P45616	(10,000)	100.000	USD	12,100.00	0.00	(515.00)	0.00	0.00	0.000	216,403.34
300001-NA	01/25/2010	04/09/2009	BD88	Buy	MFC	100	17.000	CAD	(1,717.50)	17.00	0.00	0.00	0.50	0.000	204,303.34
300001-NA	01/25/2010	04/09/2009	BD88	Buy	CWB.WT	100	4.000	CAD	(404.50)	4.00	0.00	0.00	0.50	0.000	206,020.84
300001-NA	01/25/2010	04/07/2009	BD88	Buy	CIG580	100.000	7.150	USD	(893.15)	7.15	0.00	0.00	0.00	0.000	206,425.34
300001-NA	01/25/2010	04/07/2009	BD88	Buy	FID259	101.564	6.550	CAD	(671.79)	6.55	0.00	0.00	0.00	0.000	207,318.49
300001-NA	01/25/2010	04/07/2009	BD88	Buy	M85972	10,000	37.000	CAD	(3,700.50)	47.00	0.00	0.00	0.50	0.000	207,990.28
300001-NA	01/25/2010	04/07/2009	BD88	Buy	VCF.AZ	1	10.000	CAD	(1,010.50)	10.00	0.00	0.00	0.50	0.000	211,690.78
300001-NA	01/25/2010	04/03/2009	BD88	Buy	FID581	146.341	20.500	CAD	(3,000.00)	0.00	0.00	0.00	0.00	0.000	212,701.28
300001-NA	01/25/2010	04/03/2009	BD88	Buy	TML204	1,000.000	10.000	CAD	(10,000.00)	0.00	0.00	0.00	0.00	0.000	215,701.28
300001-NA	01/25/2010	04/03/2009	BD88	Buy	NA	500	42.500	CAD	(21,292.50)	42.00	0.00	0.00	0.50	0.000	225,701.28
300001-NA	01/25/2010	04/03/2009	BD88	Buy	BMG101	500.000	7.400	USD	(4,551.00)	0.00	0.00	0.00	0.00	0.000	246,993.78
300001-NA	01/25/2010	04/03/2009	BD88	Buy	GGF412	950.000	10.000	USD	(11,780.00)	95.00	0.00	0.00	0.00	0.000	251,544.78
300001-NA	01/25/2010	04/03/2009	BD88	Buy	CPBCS3N	10,000	143.398	CAD	(14,340.80)	144.00	0.00	(0.50)	0.50	0.000	263,324.78
300001-NA	01/25/2010	04/03/2009	BD88	Buy	B87545	10,000	108.700	CAD	(11,215.01)	108.00	0.00	(344.51)	0.50	0.000	277,665.58
300001-NA	01/25/2010	04/03/2009	BD88	Buy	M85539	10,000	120.000	CAD	(12,000.50)	120.00	0.00	0.00	0.50	0.000	288,880.59
300001-NA	01/25/2010	04/03/2009	BD88	Buy	M61475	10,000	80.000	CAD	(8,000.50)	80.00	0.00	0.00	0.50	0.000	300,881.09
300001-NA	01/25/2010	04/03/2009	BD88	Buy	M22762	20,000	88.500	USD	(21,771.50)	177.00	0.00	0.00	0.50	0.000	308,881.59
300001-NA	01/25/2010	04/03/2009	BD88	Buy	BCE	100	26.000	CAD	(2,600.50)	26.00	0.00	0.00	0.50	0.000	330,653.09
300001-NA	01/25/2010	04/03/2009	BD88	Buy	M89953	10,000	99.500	CAD	(9,950.50)	98.50	0.00	0.00	0.50	0.000	333,253.59
300001-NA	01/25/2010	04/03/2009	BD88	Buy	C.PR.I	500	28.000	USD	(17,500.50)	280.00	0.00	0.00	0.50	0.000	343,204.09
300001-NA	01/25/2010	04/03/2009	BD88	Buy	DIS	500	20.000	USD	(12,500.50)	200.00	0.00	0.00	0.50	0.000	360,704.59
300001-NA	01/25/2010	04/03/2009	BD88	Receipt	POW	1,000	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	373,205.09
300001-NA	01/25/2010	04/03/2009	BD88	Receipt	KFT	500	23.810	CAD	(10,000.00)	0.00	0.00	0.00	0.00	0.000	373,205.09
300001-NA	01/25/2010	04/02/2009	BD88	Buy	A02479	10,000	99.960	CAD	(9,996.50)	99.96	0.00	0.00	0.50	0.000	383,205.09
300001-NA	01/25/2010	04/01/2009	BD88	Buy	P45616	10,000	98.000	USD	(12,348.50)	123.48	0.00	0.00	0.50	0.000	393,201.59
300001-NA	01/25/2010	04/01/2009	BD88	Buy	TCL.A	500	8.400	CAD	(4,280.50)	80.00	0.00	0.00	0.50	0.000	405,550.09
300001-NA	01/25/2010	04/01/2009	BD88	Buy	NRD.PR.H	500	23.500	CAD	(11,868.00)	117.50	0.00	0.00	0.50	0.000	409,830.59
300001-NA	01/25/2010	04/01/2009	BD88	Buy	A21479	10,000	99.000	CAD	(9,938.11)	99.00	0.00	(38.11)	0.50	0.000	421,698.59
300001-NA	01/25/2010	04/01/2009	BD88	Buy	EP.UN	100	16.150	CAD	(1,631.65)	16.15	0.00	0.00	0.50	0.000	431,636.70
300001-NA	01/25/2010	04/01/2009	BD88	Buy	YLO.IR	100	15.650	CAD	(1,581.15)	15.65	0.00	0.00	0.50	0.000	433,268.35
300001-NA	01/25/2010	04/01/2009	BD88	Buy	NT	100	150.000	CAD	(15,150.50)	150.00	0.00	0.00	0.50	0.000	434,849.50
300001-NA	01/25/2010	04/01/2009	BD88	Transfer	ABX	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	450,000.00
300001-NA	01/25/2010	04/01/2009	BD88	Transfer	PJC.A	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	450,000.00
300001-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	450,000.00	0.00	0.00	0.00	0.00	0.000	450,000.00
