"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Status"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Full Name"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"
"MCMULLIN CELESTE"	"800273-NA"	"BD88"	"A - Cash"	""	"(450) 555-0869"	"(450) 555-3055"	"8,601.04"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/13/2010"	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"n/a"	"1,186,138.62"
"MCMULLIN CELESTE"	"800273-OB"	"BD88"	"A - Cash"	""	"(450) 555-0869"	"(450) 555-3055"	"4,766.76"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/20/2010"	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"n/a"	"89,760.10"
"MCMULLIN CELESTE"	"800273-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-0869"	"(450) 555-3055"	"10,683.30"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/11/2010"	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"0.00"	"458,417.80"
"MCMULLIN CELESTE"	"800273-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-0869"	"(450) 555-3055"	"786.75"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"0.00"	"61,785.82"
"MCMULLIN CELESTE"	"800273-VL"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	"Open"	""	""	""	"06/22/2007"	""	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"n/a"	"0.00"
"MCMULLIN CELESTE"	"800273-WJ"	"BD88"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0.00"	"CAD"	"Open"	""	""	""	"08/24/2007"	""	"French"	"CELESTE MCMULLIN"	"12/01/2009"	""	"800273"	"n/a"	"0.00"
"MCNEIL BELISLE"	"800030-GT"	"AC55"	"T - Retirement Income Funds"	""	"(450) 555-8360"	"(450) 555-3453"	"15,516.50"	"CAD"	"Open"	""	""	""	"01/22/2010"	""	"French"	"BELISLE MCNEIL"	"12/01/2009"	""	"800030"	"n/a"	"62,721.88"
"MCNEIL BELISLE"	"800030-JW"	"AC55"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8360"	"(450) 555-3453"	"11,274.76"	"CAD"	"Open"	""	""	""	"01/11/2010"	""	"French"	"BELISLE MCNEIL"	"12/01/2009"	""	"800030"	"n/a"	"11,274.76"
"MCNEIL BELISLE"	"800030-NA"	"AC55"	"A - Cash"	""	"(450) 555-8360"	"(450) 555-3453"	"12,517.39"	"CAD"	"Open"	""	""	""	"01/19/2010"	""	"French"	"BELISLE MCNEIL"	"12/01/2009"	""	"800030"	"n/a"	"330,307.62"
"MIGUÉ BECHARA"	"800016-RE"	"AC44"	"E - Margin Long"	""	"(450) 555-5962"	"(450) 555-9688"	"0.00"	"CAD"	"Open"	""	""	""	"07/23/2008"	""	"English"	"BECHARA MIGUÉ"	"12/01/2009"	""	"800016"	"0.00"	"0.00"
"MURDOCK BRUCE"	"800201-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-7515"	"(450) 555-1014"	"0.00"	"CAD"	"Open"	""	""	""	"07/18/2002"	""	"French"	"BRUCE MURDOCK"	"12/01/2009"	""	"800201"	"n/a"	"0.00"
"MURDOCK BRUCE"	"800201-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-7515"	"(450) 555-1014"	"1,260.05"	"CAD"	"Open"	""	""	""	"01/14/2010"	"12/23/2009"	"French"	"BRUCE MURDOCK"	"12/01/2009"	""	"800201"	"n/a"	"73,332.75"
"MURDOCK BRUCE"	"800201-NA"	"AC42"	"A - Cash"	""	"(450) 555-7515"	"(450) 555-1014"	"0.00"	"CAD"	"Open"	""	""	""	"01/16/2003"	""	"French"	"BRUCE MURDOCK"	"12/01/2009"	""	"800201"	"n/a"	"0.00"
"MUTCHMORE ANNU"	"800206-FS"	"BD77"	"S - Retirement Savings Plan"	""	"(450) 555-7763"	"(450) 555-0545"	"2,193.73"	"CAD"	"Open"	""	""	""	"01/12/2010"	"12/02/2009"	"French"	"ANNU MUTCHMORE"	"12/01/2009"	""	"800206"	"n/a"	"294,985.03"
"MUTCHMORE ANNU"	"800206-JW"	"BD77"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-7763"	"(450) 555-0545"	"0.00"	"CAD"	"Open"	""	""	""	"12/18/2009"	""	"French"	"ANNU MUTCHMORE"	"12/01/2009"	""	"800206"	"n/a"	"5,553.09"
"MUTCHMORE ANNU"	"800206-NA"	"BD77"	"A - Cash"	""	"(450) 555-7763"	"(450) 555-0545"	"2,792.81"	"CAD"	"Open"	""	""	""	"01/19/2010"	"01/19/2010"	"French"	"ANNU MUTCHMORE"	"12/01/2009"	""	"800206"	"n/a"	"690,034.71"
"MUTCHMORE ANNU"	"800206-RE"	"BD77"	"E - Margin Long"	""	"(450) 555-7763"	"(450) 555-0545"	"4,150.24"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/20/2010"	"French"	"ANNU MUTCHMORE"	"12/01/2009"	""	"800206"	"0.00"	"73,148.82"
"NEILL ANTOINETTE"	"800083-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"CAD"	"Open"	""	""	""	"12/31/2002"	""	"French"	"ANTOINETTE NEILL"	"12/01/2009"	""	"800083"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"CAD"	"Open"	""	""	""	"07/27/2009"	""	"French"	"ANTOINETTE NEILL"	"12/01/2009"	""	"800083"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-NA"	"BD66"	"A - Cash"	""	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"CAD"	"Open"	""	""	""	"09/10/2009"	""	"French"	"ANTOINETTE NEILL"	"12/01/2009"	""	"800083"	"n/a"	"0.00"
"NEILL ANTOINETTE"	"800083-OB"	"BD66"	"A - Cash"	""	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"USD"	"Open"	""	""	""	"03/26/2004"	""	"French"	"ANTOINETTE NEILL"	"12/01/2009"	""	"800083"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-1298"	"(450) 555-7980"	"0.00"	"CAD"	"Open"	""	""	""	"11/07/2007"	""	"French"	"BENNETT NEVINS"	"12/01/2009"	""	"800082"	"0.00"	"0.00"
"NEVINS BENNETT"	"800082-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-1298"	"(450) 555-7980"	"12,919.00"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"BENNETT NEVINS"	"12/01/2009"	""	"800082"	"n/a"	"93,854.05"
"NEVINS BENNETT"	"800082-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1298"	"(450) 555-7980"	"0.94"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/22/2010"	"French"	"BENNETT NEVINS"	"12/01/2009"	""	"800082"	"n/a"	"9,945.75"
"NEVINS BENNETT"	"800082-NA"	"BD88"	"A - Cash"	""	"(450) 555-1298"	"(450) 555-7980"	"0.00"	"CAD"	"Open"	""	""	""	"08/06/2004"	""	"French"	"BENNETT NEVINS"	"12/01/2009"	""	"800082"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-OB"	"BD88"	"A - Cash"	""	"(450) 555-1298"	"(450) 555-7980"	"0.00"	"USD"	"Open"	""	""	""	"08/16/2004"	""	"French"	"BENNETT NEVINS"	"12/01/2009"	""	"800082"	"n/a"	"0.00"
"NEVINS BENNETT"	"800082-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-1298"	"(450) 555-7980"	"74,399.78"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"BENNETT NEVINS"	"12/01/2009"	""	"800082"	"0.00"	"1,449,785.45"
"NEVINS BENNETT"	"800082-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-1298"	"(450) 555-7980"	"5,647.34"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"BENNETT NEVINS"	"12/01/2009"	""	"800082"	"0.00"	"415,172.61"
"NEVINS BENNETT"	"800082-VL"	"BD88"	"L -"	""	"(450) 555-1298"	"(450) 555-7980"	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"BENNETT NEVINS"	"12/01/2009"	""	"800082"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"CAD"	"Open"	""	""	""	"10/24/2007"	""	"French"	"AQUARIUS NOEL"	"12/01/2009"	""	"800029"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-NA"	"AC42"	"A - Cash"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"CAD"	"Open"	""	""	""	"10/24/2007"	""	"French"	"AQUARIUS NOEL"	"12/01/2009"	""	"800029"	"n/a"	"0.00"
"NOEL AQUARIUS"	"800029-OB"	"AC42"	"A - Cash"	""	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"USD"	"Open"	""	""	""	"10/01/2007"	""	"French"	"AQUARIUS NOEL"	"12/01/2009"	""	"800029"	"n/a"	"0.00"
"NOLAN CHERYL"	"800019-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-5925"	"(450) 555-9762"	"2,903.15"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"English"	"CHERYL NOLAN"	"12/01/2009"	""	"800019"	"n/a"	"67,336.48"
"NOLAN CHERYL"	"800019-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-5925"	"(450) 555-9762"	"1,615.14"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"English"	"CHERYL NOLAN"	"12/01/2009"	""	"800019"	"n/a"	"92,279.14"
"NOLAN CHERYL"	"800019-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5925"	"(450) 555-9762"	"5,000.00"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"English"	"CHERYL NOLAN"	"12/01/2009"	""	"800019"	"n/a"	"11,631.77"
"OLEKSIEW ADRESSE"	"800043-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-7897"	"(450) 555-7949"	"19,163.08"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/22/2010"	"French"	"ADRESSE OLEKSIEW"	"12/01/2009"	""	"800043"	"0.00"	"503,619.13"
"OLEKSIEW ADRESSE"	"800043-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-7897"	"(450) 555-7949"	"4,310.85"	"USD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"ADRESSE OLEKSIEW"	"12/01/2009"	""	"800043"	"0.00"	"103,716.45"
"ORLEAN ADMAX"	"800256-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-9118"	"(450) 555-4215"	"382.07"	"CAD"	"Open"	""	""	""	"01/18/2010"	""	"French"	"ADMAX ORLEAN"	"12/01/2009"	""	"800256"	"n/a"	"221,789.18"
"ORLEAN ADMAX"	"800256-NA"	"AC42"	"A - Cash"	""	"(450) 555-9118"	"(450) 555-4215"	"16,028.35"	"CAD"	"Open"	""	""	""	"01/18/2010"	"12/21/2009"	"French"	"ADMAX ORLEAN"	"12/01/2009"	""	"800256"	"n/a"	"867,377.59"
"OSER ALEXANDRIA"	"800074-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-4709"	"(450) 555-0767"	"4,250.44"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/11/2010"	"French"	"ALEXANDRIA OSER"	"12/01/2009"	""	"800074"	"0.00"	"718,522.12"
"OSER ALEXANDRIA"	"800074-SF"	"BD66"	"E - Margin Long"	""	"(450) 555-4709"	"(450) 555-0767"	"2,745.40"	"USD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"ALEXANDRIA OSER"	"12/01/2009"	""	"800074"	"0.00"	"120,805.73"
"PILOTE ALDO"	"800065-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-6425"	"(450) 555-1325"	"3,214.10"	"CAD"	"Open"	""	""	""	"12/15/2009"	""	"French"	"ALDO PILOTE"	"12/01/2009"	""	"800065"	"n/a"	"39,295.54"
"PILOTE ALDO"	"800065-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6425"	"(450) 555-1325"	"0.00"	"CAD"	"Open"	""	""	""	"01/21/2009"	""	"French"	"ALDO PILOTE"	"12/01/2009"	""	"800065"	"n/a"	"5,206.75"
"PILOTE ALDO"	"800065-NA"	"BD66"	"A - Cash"	""	"(450) 555-6425"	"(450) 555-1325"	"0.00"	"CAD"	"Open"	""	""	""	"12/16/2009"	""	"French"	"ALDO PILOTE"	"12/01/2009"	""	"800065"	"n/a"	"(2,250.00)"
"PINARD CATHARINA"	"800210-DQ"	"BD88"	"Q - Stock Savings Plan"	""	"(450) 555-4359"	"(450) 555-2487"	"0.00"	"CAD"	"Open"	""	""	""	"01/10/2006"	""	"English"	"CATHARINA PINARD"	"12/01/2009"	""	"800210"	"0.00"	"0.00"
"PINARD CATHARINA"	"800210-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-4359"	"(450) 555-2487"	"2,873.35"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"English"	"CATHARINA PINARD"	"12/01/2009"	""	"800210"	"n/a"	"557,872.28"
"PINARD CATHARINA"	"800210-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4359"	"(450) 555-2487"	"70.22"	"CAD"	"Open"	""	""	""	"01/13/2010"	""	"English"	"CATHARINA PINARD"	"12/01/2009"	""	"800210"	"n/a"	"9,555.99"
"PINARD CATHARINA"	"800210-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-4359"	"(450) 555-2487"	"2,283.28"	"CAD"	"Open"	""	""	""	"01/19/2010"	"01/19/2010"	"English"	"CATHARINA PINARD"	"12/01/2009"	""	"800210"	"0.00"	"294,247.97"
"PINARD CATHARINA"	"800210-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-4359"	"(450) 555-2487"	"4,021.67"	"CAD"	"Open"	""	""	""	"01/06/2010"	""	"English"	"CATHARINA PINARD"	"12/01/2009"	""	"800210"	"0.00"	"19,948.14"
"PINARD CATHARINA"	"800210-VL"	"BD88"	"L -"	""	"(450) 555-4359"	"(450) 555-2487"	"0.00"	"CAD"	"Open"	""	""	""	"01/11/2005"	""	"English"	"CATHARINA PINARD"	"12/01/2009"	""	"800210"	"n/a"	"0.00"
"PLATINE CHARTIER"	"800073-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-2637"	"(450) 555-4621"	"793.74"	"CAD"	"Open"	""	""	""	"12/11/2009"	"12/10/2009"	"French"	"CHARTIER PLATINE"	"12/01/2009"	""	"800073"	"n/a"	"109,040.86"
"PLATINE CHARTIER"	"800073-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2637"	"(450) 555-4621"	"0.00"	"CAD"	"Open"	""	""	""	"01/30/2009"	""	"French"	"CHARTIER PLATINE"	"12/01/2009"	""	"800073"	"n/a"	"5,272.88"
"PLATINE CHARTIER"	"800073-NA"	"AC42"	"A - Cash"	""	"(450) 555-2637"	"(450) 555-4621"	"12,942.57"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"CHARTIER PLATINE"	"12/01/2009"	""	"800073"	"n/a"	"826,372.59"
"POLOMSKI BENNY"	"800064-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-1464"	"(450) 555-9510"	"0.44"	"CAD"	"Open"	""	""	""	"01/18/2010"	"01/11/2010"	"French"	"BENNY POLOMSKI"	"12/01/2009"	""	"800064"	"n/a"	"237,683.20"
"POLOMSKI BENNY"	"800064-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1464"	"(450) 555-9510"	"1.08"	"CAD"	"Open"	""	""	""	"01/11/2010"	"01/11/2010"	"French"	"BENNY POLOMSKI"	"12/01/2009"	""	"800064"	"n/a"	"10,100.92"
"POLOMSKI BENNY"	"800064-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-1464"	"(450) 555-9510"	"(15,710.69)"	"CAD"	"Open"	""	""	""	"01/21/2010"	"01/21/2010"	"French"	"BENNY POLOMSKI"	"12/01/2009"	""	"800064"	"0.00"	"843,181.60"
"POTYONDY ADAMS"	"800035-HU"	"AC44"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-4060"	"(450) 555-8053"	"5,572.69"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/18/2009"	"English"	"ADAMS POTYONDY"	"12/01/2009"	""	"800035"	"n/a"	"601,401.45"
"POTYONDY ADAMS"	"800035-JW"	"AC44"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4060"	"(450) 555-8053"	"0.00"	"CAD"	"Open"	""	""	""	"01/20/2010"	"01/20/2010"	"English"	"ADAMS POTYONDY"	"12/01/2009"	""	"800035"	"n/a"	"9,946.98"
"POTYONDY ADAMS"	"800035-NA"	"AC44"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-8053"	"88.02"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/21/2010"	"English"	"ADAMS POTYONDY"	"12/01/2009"	""	"800035"	"n/a"	"842,219.63"
"PROJ. INC. RPT"	"800400-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"453,258.00"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/22/2010"	"French"	"PROJECTED INCOME REPORT"	"01/25/2010"	""	"800400"	"n/a"	"555,985.56"
"PROJ. INC. RPT"	"800400-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"USD"	"Open"	""	""	""	""	""	"French"	"PROJECTED INCOME REPORT"	"01/25/2010"	""	"800400"	"n/a"	"0.00"
"PROJ. INC. RPT"	"800401-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"453,258.00"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/22/2010"	"French"	"PROJECTED INCOME REPORT"	"01/25/2010"	""	"800401"	"n/a"	"555,985.56"
"QUAGHEBEUR CAROL"	"800041-FS"	"AC44"	"S - Retirement Savings Plan"	""	"(450) 555-3467"	"(450) 555-5811"	"94,546.82"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"English"	"CAROLLE QUAGHEBEUR"	"12/01/2009"	""	"800041"	"n/a"	"681,538.57"
"QUAGHEBEUR CAROL"	"800041-NA"	"AC44"	"A - Cash"	""	"(450) 555-3467"	"(450) 555-5811"	"143,256.11"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/04/2009"	"English"	"CAROLLE QUAGHEBEUR"	"12/01/2009"	""	"800041"	"n/a"	"2,000,414.61"
"QUAGHEBEUR CAROL"	"800041-OB"	"AC44"	"A - Cash"	""	"(450) 555-3467"	"(450) 555-5811"	"142,067.81"	"USD"	"Open"	""	""	""	"01/21/2010"	""	"English"	"CAROLLE QUAGHEBEUR"	"12/01/2009"	""	"800041"	"n/a"	"418,050.31"
"RAPPORT INTACC"	"800502-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"471,784.75"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/21/2009"	"French"	"RAPPORT INTACC"	"01/25/2010"	""	"800502"	"n/a"	"574,512.31"
"RAPPORT INTACC"	"800502-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"USD"	"Open"	""	""	""	""	""	"French"	"RAPPORT INTACC"	"01/25/2010"	""	"800502"	"n/a"	"0.00"
"RETZLAFF CAISSE"	"800239-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1316"	"(450) 555-0873"	"(7,562.61)"	"CAD"	"Open"	""	""	""	"01/19/2010"	"01/19/2010"	"English"	"CAISSE RETZLAFF"	"12/01/2009"	""	"800239"	"0.00"	"3,037,324.67"
"RETZLAFF CAISSE"	"800239-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-1316"	"(450) 555-0873"	"(88.79)"	"USD"	"Open"	""	""	""	"01/19/2010"	"01/19/2010"	"English"	"CAISSE RETZLAFF"	"12/01/2009"	""	"800239"	"0.00"	"130,122.33"
"ROLLAND CATELLIE"	"800227-JJ"	"BD88"	"J -"	""	"(450) 555-4060"	"(450) 555-4861"	"0.00"	"CAD"	"Open"	""	""	""	"01/22/2007"	""	"French"	"CATELLIER ROLLAND"	"12/01/2009"	""	"800227"	"n/a"	"0.00"
"ROLLAND CATELLIE"	"800227-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4060"	"(450) 555-4861"	"130.10"	"CAD"	"Open"	""	""	""	"10/30/2009"	""	"French"	"CATELLIER ROLLAND"	"12/01/2009"	""	"800227"	"n/a"	"5,871.90"
"ROLLAND CATELLIE"	"800227-NA"	"BD88"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-4861"	"2,852.37"	"CAD"	"Open"	""	""	""	"01/04/2010"	""	"French"	"CATELLIER ROLLAND"	"12/01/2009"	""	"800227"	"n/a"	"152,266.51"
"ROLLAND CATELLIE"	"800227-OB"	"BD88"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-4861"	"0.00"	"USD"	"Open"	""	""	""	"09/27/1999"	""	"French"	"CATELLIER ROLLAND"	"12/01/2009"	""	"800227"	"n/a"	"0.00"
"SAMBORSKI ALMA"	"800261-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-6604"	"(450) 555-0922"	"14,141.92"	"CAD"	"Open"	""	""	""	"01/18/2010"	""	"English"	"ALMA SAMBORSKI"	"12/01/2009"	""	"800261"	"n/a"	"594,302.09"
"SAMBORSKI ALMA"	"800261-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-0922"	"0.00"	"CAD"	"Open"	""	""	""	"11/18/2008"	""	"English"	"ALMA SAMBORSKI"	"12/01/2009"	""	"800261"	"n/a"	"0.00"
"SAMBORSKI ALMA"	"800261-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-0922"	"0.00"	"CAD"	"Open"	""	""	""	"01/02/2009"	""	"English"	"ALMA SAMBORSKI"	"12/01/2009"	""	"800261"	"n/a"	"5,200.50"
"SAMBORSKI ALMA"	"800261-NA"	"BD66"	"A - Cash"	""	"(450) 555-6604"	"(450) 555-0922"	"965.16"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"English"	"ALMA SAMBORSKI"	"12/01/2009"	""	"800261"	"n/a"	"231,751.31"
"SAMSON AMYN"	"800216-NA"	"AC43"	"A - Cash"	""	"(450) 555-9953"	"(450) 555-3342"	"833,754.65"	"CAD"	"Open"	""	""	""	"01/22/2010"	"12/10/2009"	"French"	"AMYN SAMSON"	"12/01/2009"	""	"800216"	"n/a"	"12,573,299.48"
"SAMSON AMYN"	"800216-OB"	"AC43"	"A - Cash"	""	"(450) 555-9953"	"(450) 555-3342"	"681,540.37"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/15/2010"	"French"	"AMYN SAMSON"	"12/01/2009"	""	"800216"	"n/a"	"5,529,228.66"
"SANDHU BRUNO"	"800044-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-0239"	"(450) 555-3393"	"(76,197.21)"	"CAD"	"Open"	""	""	""	"01/18/2010"	"12/09/2009"	"English"	"BRUNO SANDHU"	"12/01/2009"	""	"800044"	"0.00"	"362,224.79"
"SANDHU BRUNO"	"800044-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-0239"	"(450) 555-3393"	"4,545.35"	"USD"	"Open"	""	""	""	"12/16/2009"	"12/09/2009"	"English"	"BRUNO SANDHU"	"12/01/2009"	""	"800044"	"0.00"	"4,545.35"
"SATTLER AYAAZ"	"800257-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-2752"	"(450) 555-6082"	"115.21"	"CAD"	"Open"	""	""	""	"01/04/2010"	"12/24/2009"	"French"	"AYAAZ SATTLER"	"12/01/2009"	""	"800257"	"n/a"	"1,248,882.12"
"SATTLER AYAAZ"	"800257-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2752"	"(450) 555-6082"	"99.06"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"French"	"AYAAZ SATTLER"	"12/01/2009"	""	"800257"	"n/a"	"12,001.07"
"SATTLER AYAAZ"	"800257-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2752"	"(450) 555-6082"	"(52,202.91)"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/21/2009"	"French"	"AYAAZ SATTLER"	"12/01/2009"	""	"800257"	"0.00"	"531,935.85"
"SAUFFERER BOYD"	"800208-NA"	"BD88"	"A - Cash"	""	"(450) 555-7341"	"(450) 555-6194"	"12,429.65"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/13/2010"	"English"	"BOYD SAUFFERER"	"12/01/2009"	""	"800208"	"n/a"	"234,731.92"
"SAYED AMANDA"	"800026-OB"	"AC44"	"A - Cash"	""	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"USD"	"Open"	""	""	""	"08/25/2006"	""	"French"	"AMANDA SAYED"	"12/01/2009"	""	"800026"	"n/a"	"0.00"
"SAYED AMANDA"	"800026-RE"	"AC44"	"E - Margin Long"	""	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"CAD"	"Open"	""	""	""	"06/23/2008"	""	"French"	"AMANDA SAYED"	"12/01/2009"	""	"800026"	"0.00"	"0.00"
"SAYEGH ACADIA"	"800025-GT"	"AC55"	"T - Retirement Income Funds"	""	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	"Open"	""	""	""	"05/31/2007"	""	"French"	"ACADIA SAYEGH"	"12/01/2009"	""	"800025"	"n/a"	"0.00"
"SAYEGH ACADIA"	"800025-NA"	"AC55"	"A - Cash"	""	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	"Open"	""	""	""	"07/11/2007"	""	"French"	"ACADIA SAYEGH"	"12/01/2009"	""	"800025"	"n/a"	"0.00"
"SCARLETT BLAIR"	"800022-HU"	"AC44"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-8806"	"(450) 555-2583"	"1,503.65"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/06/2010"	"English"	"BLAIR SCARLETT"	"12/01/2009"	""	"800022"	"n/a"	"399,864.27"
"SCARLETT BLAIR"	"800022-NA"	"AC44"	"A - Cash"	""	"(450) 555-8806"	"(450) 555-2583"	"4,410.32"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"English"	"BLAIR SCARLETT"	"12/01/2009"	""	"800022"	"n/a"	"207,055.78"
"SERGE ALICK"	"800211-NA"	"AC42"	"A - Cash"	""	"(450) 555-3598"	"(450) 555-2043"	"0.00"	"CAD"	"Open"	""	""	""	"11/05/2003"	""	"English"	"ALICK SERGE"	"12/01/2009"	""	"800211"	"n/a"	"0.00"
"SERGE ALICK"	"800211-OB"	"AC42"	"A - Cash"	""	"(450) 555-3598"	"(450) 555-2043"	"0.00"	"USD"	"Open"	""	""	""	"11/25/2003"	""	"English"	"ALICK SERGE"	"12/01/2009"	""	"800211"	"n/a"	"0.00"
