"No compte"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Feuille F"	"Statut"	"Segments"	"Réserves"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"	"Nom"
"800272-FS"	"S - Régime d'épargne-retraite"	""	"1234567890"	"9876543210"	"13 843,40"	"CAD"	""	"Ouvert"	"Non"	""	""	"BLAKE LAFERRIERE"	""	"800272"	"n/d"	"n/d"	"Français"			"2010/01/25"	"2010/01/25"	""	""	""	""	"2001/02/08"	"Non"	"n/d"	"452 114,04"	"LAFERRIERE BLAKE"
"800272-RE"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"14 124,03"	"CAD"	""	"Ouvert"	"Non"	""	""	"BLAKE LAFERRIERE"	""	"800272"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2001/02/08"	"Non"	"0,00"	"298 974,15"	"LAFERRIERE BLAKE"
"800272-SF"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"BLAKE LAFERRIERE"	""	"800272"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"LAFERRIERE BLAKE"
"900272-NA"	"A - Comptant"	""	"1234567890"	"9876543210"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BLAKE LAFERRIERE"	""	"900272"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"LAFERRIERE BLAKE"
"900272-OB"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"BLAKE LAFERRIERE"	""	"900272"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"LAFERRIERE BLAKE"
"800013-NA"	"A - Comptant"	""	"(450) 555-2336"	"(450) 555-7096"	"31 174,81"	"USD"	""	"Ouvert"	"Non"	""	""	"BERNARDIN LANDRY"	""	"800013"	"n/d"	"n/d"	"Français"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"986 518,02"	"LANDRY BERNARDIN"
"800013-OB"	"A - Comptant"	""	"(450) 555-2336"	"(450) 555-7096"	"55 541,99"	"CAD"	""	"Ouvert"	"Non"	""	""	"BERNARDIN LANDRY"	""	"800013"	"n/d"	"n/d"	"Français"			"2010/01/25"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"903 964,93"	"LANDRY BERNARDIN"
"800218-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-6452"	"(450) 555-5224"	"274,87"	"CAD"	""	"Ouvert"	"Non"	""	""	"BERNICE LAPICO"	""	"800218"	"n/d"	"n/d"	"Français"			""	"2009/12/03"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"90 454,19"	"LAPICO BERNICE"
"800218-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6452"	"(450) 555-5224"	"98,08"	"CAD"	""	"Ouvert"	"Non"	""	""	"BERNICE LAPICO"	""	"800218"	"n/d"	"n/d"	"Français"			""	"2010/01/12"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 062,06"	"LAPICO BERNICE"
"800218-NA"	"A - Comptant"	""	"(450) 555-6452"	"(450) 555-5224"	"235,18"	"CAD"	""	"Ouvert"	"Non"	""	""	"BERNICE LAPICO"	""	"800218"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"301 280,56"	"LAPICO BERNICE"
"800050-BO"	"C - Paiement sur livraison"	""	"2484-4613"	"1241-2307"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"AIDAN LAWLEY"	""	"800050"	"n/d"	"n/d"	"Français"			""	"2008/10/08"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"LAWLEY AIDAN"
"800037-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-2241"	"(450) 555-5351"	"6 984,22"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALUN LESTRAT"	""	"800037"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"396 555,84"	"LESTRAT ALUN"
"800037-NA"	"A - Comptant"	""	"(450) 555-2241"	"(450) 555-5351"	"4 022,63"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALUN LESTRAT"	""	"800037"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"354 401,03"	"LESTRAT ALUN"
"800247-HU"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-6604"	"(450) 555-3152"	"863,10"	"CAD"	""	"Ouvert"	"Non"	""	""	"ABBAYE LEVEILLEE"	""	"800247"	"n/d"	"n/d"	"Français"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"800 357,32"	"LEVEILLEE ABBAYE"
"800247-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6604"	"(450) 555-3152"	"4,05"	"CAD"	""	"Ouvert"	"Non"	""	""	"ABBAYE LEVEILLEE"	""	"800247"	"n/d"	"n/d"	"Français"			""	"2009/03/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 237,00"	"LEVEILLEE ABBAYE"
"800247-NA"	"A - Comptant"	""	"(450) 555-6604"	"(450) 555-3152"	"1 079,02"	"CAD"	""	"Ouvert"	"Non"	""	""	"ABBAYE LEVEILLEE"	""	"800247"	"n/d"	"n/d"	"Français"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"84 740,43"	"LEVEILLEE ABBAYE"
"800018-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-2486"	"(450) 555-6577"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRENNAN LOUIS"	""	"800018"	"n/d"	"n/d"	"Anglais"			""	"2010/01/06"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"LOUIS BRENNAN"
"800018-MZ"	"O -"	""	"(450) 555-2486"	"(450) 555-6577"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRENNAN LOUIS"	""	"800018"	"n/d"	"n/d"	"Anglais"			""	"2004/03/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"LOUIS BRENNAN"
"800052-FS"	"S - Régime d'épargne-retraite"	""	""	""	"451,26"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALINE LYE"	""	"800052"	"n/d"	"n/d"	"Français"			""	"2009/12/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"367 015,88"	"LYE ALINE"
"800052-JJ"	"J -"	""	""	""	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALINE LYE"	""	"800052"	"n/d"	"n/d"	"Français"			""	"2009/12/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"LYE ALINE"
"800052-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"0,38"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALINE LYE"	""	"800052"	"n/d"	"n/d"	"Français"			""	"2009/02/05"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 401,17"	"LYE ALINE"
"800052-NA"	"A - Comptant"	""	""	""	"3 467,32"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALINE LYE"	""	"800052"	"n/d"	"n/d"	"Français"			""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"217 453,65"	"LYE ALINE"
"800276-NA"	"A - Comptant"	""	"(450) 555-7542"	"(450) 555-3195"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALEX LYTLE"	""	"800276"	"n/d"	"n/d"	"Français"			""	"2002/11/18"	""	""	""	""	"2001/09/21"	"Non"	"n/d"	"0,00"	"LYTLE ALEX"
"800071-HU"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-0523"	"(450) 555-7723"	"1 768,44"	"CAD"	""	"Ouvert"	"Non"	""	""	"CEDARS MACDONALD"	""	"800071"	"n/d"	"n/d"	"Français"			""	"2010/01/04"	""	""	""	""	"1992/02/24"	"Non"	"n/d"	"108 893,79"	"MACDONALD CEDARS"
"800071-NA"	"A - Comptant"	""	"(450) 555-0523"	"(450) 555-7723"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CEDARS MACDONALD"	""	"800071"	"n/d"	"n/d"	"Français"			""	"1999/03/01"	""	""	""	""	"1994/06/28"	"Non"	"n/d"	"0,00"	"MACDONALD CEDARS"
"800069-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-0843"	"(450) 555-8003"	"6 801,28"	"CAD"	""	"Ouvert"	"Non"	""	""	"MATHIEU MAHEU"	""	"800069"	"n/d"	"n/d"	"Français"			""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"81 641,86"	"MAHEU MATHIEU"
"800069-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-0843"	"(450) 555-8003"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"MATHIEU MAHEU"	""	"800069"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MAHEU MATHIEU"
"800069-LV"	"N -"	""	"(450) 555-0843"	"(450) 555-8003"	"4 501,46"	"CAD"	""	"Ouvert"	"Non"	""	""	"MATHIEU MAHEU"	""	"800069"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"79 491,27"	"MAHEU MATHIEU"
"800069-RE"	"E - Marge couvert"	""	"(450) 555-0843"	"(450) 555-8003"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"MATHIEU MAHEU"	""	"800069"	"n/d"	"n/d"	"Français"			""	"2002/03/01"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"MAHEU MATHIEU"
"800038-NA"	"A - Comptant"	""	"(450) 555-7211"	"(450) 555-3571"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANGIOLINA MAINELLA"	""	"800038"	"n/d"	"n/d"	"Français"			""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"469 441,99"	"MAINELLA ANGIOLI"
"800020-ER"	"V - Régime d'épargne-études"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"			""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MAKRIS ACACIA"
"800020-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-3128"	"(450) 555-7332"	"8 260,15"	"CAD"	""	"Ouvert"	"Non"	""	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 481 044,83"	"MAKRIS ACACIA"
"800020-RE"	"E - Marge couvert"	""	"(450) 555-3128"	"(450) 555-7332"	"113 045,51"	"CAD"	""	"Ouvert"	"Non"	""	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"2 892 571,19"	"MAKRIS ACACIA"
"800020-SF"	"E - Marge couvert"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"			""	"2007/09/28"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"MAKRIS ACACIA"
"800020-VL"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"			""	"2009/08/28"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MAKRIS ACACIA"
"800020-WJ"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"ACACIA MAKRIS"	""	"800020"	"n/d"	"n/d"	"Anglais"			""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MAKRIS ACACIA"
"800229-FS"	"S - Régime d'épargne-retraite"	""	""	""	"18 916,76"	"CAD"	""	"Ouvert"	"Non"	""	""	"BALLANTYNE MALISKA"	""	"800229"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"1992/09/25"	"Non"	"n/d"	"413 566,57"	"MALISKA BALLANTY"
"800229-NA"	"A - Comptant"	""	""	""	"10 826,06"	"CAD"	""	"Ouvert"	"Non"	""	""	"BALLANTYNE MALISKA"	""	"800229"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"1994/04/29"	"Non"	"n/d"	"406 181,58"	"MALISKA BALLANTY"
"800009-NA"	"A - Comptant"	""	"(450) 555-8881"	"(450) 555-3223"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELINE MALITO"	""	"800009"	"n/d"	"n/d"	"Français"			""	"2003/10/29"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MALITO CELINE"
"800053-FS"	"S - Régime d'épargne-retraite"	""	""	""	"728,25"	"CAD"	""	"Ouvert"	"Non"	""	""	"BEAULIEU MALO"	""	"800053"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"1994/03/03"	"Non"	"n/d"	"152 129,72"	"MALO BEAULIEU"
"800053-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"329,63"	"CAD"	""	"Ouvert"	"Non"	""	""	"BEAULIEU MALO"	""	"800053"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2009/02/03"	"Non"	"n/d"	"11 612,14"	"MALO BEAULIEU"
"800053-NA"	"A - Comptant"	""	""	""	"8 754,62"	"CAD"	""	"Ouvert"	"Non"	""	""	"BEAULIEU MALO"	""	"800053"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"1993/09/30"	"Non"	"n/d"	"235 035,29"	"MALO BEAULIEU"
"800053-OB"	"A - Comptant"	""	""	""	"26,11"	"USD"	""	"Ouvert"	"Non"	""	""	"BEAULIEU MALO"	""	"800053"	"n/d"	"n/d"	"Français"			""	"2009/12/31"	""	""	""	""	"2007/10/24"	"Non"	"n/d"	"10 572,38"	"MALO BEAULIEU"
"800246-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-4339"	"(450) 555-3138"	"1 361,55"	"CAD"	""	"Ouvert"	"Non"	""	""	"CARLE MARCIL"	""	"800246"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"149 875,60"	"MARCIL CARLE"
"800246-NA"	"A - Comptant"	""	"(450) 555-4339"	"(450) 555-3138"	"4 161,03"	"CAD"	""	"Ouvert"	"Non"	""	""	"CARLE MARCIL"	""	"800246"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"400 480,53"	"MARCIL CARLE"
"800003-NA"	"A - Comptant"	""	"(450) 555-8077"	"(450) 555-1655"	"6 499,10"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRITT MARSTON"	""	"800003"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"701 134,58"	"MARSTON BRITT"
"800003-OB"	"A - Comptant"	""	"(450) 555-8077"	"(450) 555-1655"	"3 718,13"	"USD"	""	"Ouvert"	"Oui"	""	""	"BRITT MARSTON"	""	"800003"	"n/d"	"n/d"	"Français"			""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"109 986,39"	"MARSTON BRITT"
"800268-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-1284"	"(450) 555-5778"	"4 096,26"	"CAD"	""	"Ouvert"	"Non"	""	""	"AUDETTE MARTELLO"	""	"800268"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"871 836,32"	"MARTELLO AUDETTE"
"800268-RE"	"E - Marge couvert"	""	"(450) 555-1284"	"(450) 555-5778"	"15,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AUDETTE MARTELLO"	""	"800268"	"n/d"	"n/d"	"Français"			""	"2009/12/15"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"1 611,30"	"MARTELLO AUDETTE"
"800205-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4830"	"(450) 555-4237"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BENNO MASSIE"	""	"800205"	"n/d"	"n/d"	"Français"			""	"2010/01/19"	""	""	""	""	"2009/01/02"	"Non"	"n/d"	"10 206,32"	"MASSIE BENNO"
"800205-NA"	"A - Comptant"	""	"(450) 555-4830"	"(450) 555-4237"	"11 827,99"	"CAD"	""	"Ouvert"	"Non"	""	"SUSBS_BASIC"	"BENNO MASSIE"	"~M-0000D-0"	"800205"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"1996/02/26"	"Non"	"n/d"	"6 668 624,85"	"MASSIE BENNO"
"800205-OB"	"A - Comptant"	""	"(450) 555-4830"	"(450) 555-4237"	"7 587,01"	"USD"	""	"Ouvert"	"Non"	""	""	"BENNO MASSIE"	""	"800205"	"n/d"	"n/d"	"Français"			""	"2010/01/06"	""	""	""	""	"1996/03/18"	"Non"	"n/d"	"855 808,01"	"MASSIE BENNO"
"800222-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AURELIANO MCCOMBE"	""	"800222"	"n/d"	"n/d"	"Français"			""	"2004/06/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MCCOMBE AURELIAN"
"800222-LV"	"N -"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AURELIANO MCCOMBE"	""	"800222"	"n/d"	"n/d"	"Français"			""	"2004/06/28"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MCCOMBE AURELIAN"
"800222-NA"	"A - Comptant"	""	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AURELIANO MCCOMBE"	""	"800222"	"n/d"	"n/d"	"Français"			""	"2004/05/10"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MCCOMBE AURELIAN"
"800086-RE"	"E - Marge couvert"	""	"(450) 555-4064"	"(450) 555-0850"	"11 094,54"	"CAD"	""	"Ouvert"	"Non"	""	""	"CAYLEY MCDOWALL"	""	"800086"	"n/d"	"n/d"	"Anglais"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"157 568,79"	"MCDOWALL CAYLEY"
"800006-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-2490"	"(450) 555-3099"	"577,75"	"CAD"	""	"Ouvert"	"Non"	""	""	"BLACK MCGILLICUDDY"	""	"800006"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"217 572,42"	"MCGILLICUDDY BLA"
"800006-NA"	"A - Comptant"	""	"(450) 555-2490"	"(450) 555-3099"	"(22 607,83)"	"CAD"	""	"Ouvert"	"Non"	""	""	"BLACK MCGILLICUDDY"	""	"800006"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 682 991,87"	"MCGILLICUDDY BLA"
"800006-OB"	"A - Comptant"	""	"(450) 555-2490"	"(450) 555-3099"	"13 779,39"	"USD"	""	"Ouvert"	"Non"	""	""	"BLACK MCGILLICUDDY"	""	"800006"	"n/d"	"n/d"	"Français"			""	"2009/12/07"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"65 872,27"	"MCGILLICUDDY BLA"
"800006-RE"	"E - Marge couvert"	""	"(450) 555-2490"	"(450) 555-3099"	"784,64"	"CAD"	""	"Ouvert"	"Non"	""	""	"BLACK MCGILLICUDDY"	""	"800006"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"89 568,07"	"MCGILLICUDDY BLA"
"800224-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-5501"	"(450) 555-3816"	"46,24"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALFONSO MCGRATH"	""	"800224"	"n/d"	"n/d"	"Anglais"			""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"127 265,58"	"MCGRATH ALFONSO"
"800224-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5501"	"(450) 555-3816"	"131,40"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALFONSO MCGRATH"	""	"800224"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 103,14"	"MCGRATH ALFONSO"
"800224-RE"	"E - Marge couvert"	""	"(450) 555-5501"	"(450) 555-3816"	"21 697,85"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALFONSO MCGRATH"	""	"800224"	"n/d"	"n/d"	"Anglais"			"2010/01/25"	"2010/01/25"	""	""	"2009/11/01"	""	"2009/01/01"	"Non"	"0,00"	"341 264,17"	"MCGRATH ALFONSO"
"800203-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-2933"	"(450) 555-0804"	"8 752,64"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALDEGE MCINTAGGART"	""	"800203"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"203 516,86"	"MCINTAGGART ALDE"
"800203-RE"	"E - Marge couvert"	""	"(450) 555-2933"	"(450) 555-0804"	"4 541,91"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALDEGE MCINTAGGART"	""	"800203"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"399 393,71"	"MCINTAGGART ALDE"
"800273-DQ"	"Q - Régime d'épargne-actions"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			""	"2006/04/06"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"MCMULLIN CELESTE"
"800273-ER"	"V - Régime d'épargne-études"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MCMULLIN CELESTE"
"800273-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-0869"	"(450) 555-3055"	"4 517,56"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"269 493,44"	"MCMULLIN CELESTE"
"800273-NA"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"8 601,04"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 186 128,88"	"MCMULLIN CELESTE"
"800273-OB"	"A - Comptant"	""	"(450) 555-0869"	"(450) 555-3055"	"4 766,76"	"USD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"89 760,10"	"MCMULLIN CELESTE"
"800273-RE"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"10 683,30"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"458 417,80"	"MCMULLIN CELESTE"
"800273-SF"	"E - Marge couvert"	""	"(450) 555-0869"	"(450) 555-3055"	"786,75"	"USD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			"2010/01/25"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"61 785,82"	"MCMULLIN CELESTE"
"800273-VL"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			""	"2007/06/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MCMULLIN CELESTE"
"800273-WJ"	"L -"	""	"(450) 555-0869"	"(450) 555-3055"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELESTE MCMULLIN"	""	"800273"	"n/d"	"n/d"	"Français"			""	"2007/08/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MCMULLIN CELESTE"
"800030-GT"	"T - Fonds de revenu de retraite"	"00k000001534"	"4509652249"	""	"15 516,50"	"CAD"	""	"Ouvert"	"Non"	""	""	"BELISLE MCNEIL"	""	"800030"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"62 721,88"	"MCNEIL BELISLE"
"800030-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"4509652249"	""	"11 274,76"	"CAD"	""	"Ouvert"	"Non"	""	""	"BELISLE MCNEIL"	""	"800030"	"n/d"	"n/d"	"Français"			""	"2010/01/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"11 274,76"	"MCNEIL BELISLE"
"800030-NA"	"A - Comptant"	"00k000001234"	"4509652249"	""	"12 517,39"	"CAD"	""	"Ouvert"	"Non"	""	""	"BELISLE MCNEIL"	""	"800030"	"n/d"	"n/d"	"Français"			""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"330 307,62"	"MCNEIL BELISLE"
"800016-RE"	"E - Marge couvert"	""	"(450) 555-5962"	"(450) 555-9688"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BECHARA MIGUÉ"	""	"800016"	"n/d"	"n/d"	"Anglais"			""	"2008/07/23"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"MIGUÉ BECHARA"
"800201-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-7515"	"(450) 555-1014"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BRUCE MURDOCK"	""	"800201"	"n/d"	"n/d"	"Français"			""	"2002/07/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"MURDOCK BRUCE"
