"Account No."	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Feuille A"	"Withdrawal frequency 2"	"Withdrawal frequency 1"	"Withdrawal amount 2"	"Withdrawal amount 1"	"Withdr. freq. start date 2"	"Withdr. freq. start date 1"	"Status"	"Sleeves"	"Reserves"	"Pro"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Joint Account"	"Full Name"	"Discretionary"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"	"Name"
"800079-NA"	"A - Cash"	""	"(450) 555-5954"	"(450) 555-2795"	"642.14"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"AILLEEN KLINGMAN"	"Yes"	"01/01/2009"	""	"800079"	"n/a"	"659,248.49"	"KLINGMAN AILLEEN"
"800234-DQ"	"Q - Stock Savings Plan"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/25/2005"	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"800234"	"0.00"	"0.00"	"KNIGHT AMEDEE"
"800234-FS"	"S - Retirement Savings Plan"	""	""	""	"10,563.48"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"800234"	"n/a"	"681,360.05"	"KNIGHT AMEDEE"
"800234-RE"	"E - Margin Long"	""	""	""	"2,431.11"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"800234"	"0.00"	"350,586.65"	"KNIGHT AMEDEE"
"800234-SF"	"E - Margin Long"	""	""	""	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"10/13/2005"	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"800234"	"0.00"	"0.00"	"KNIGHT AMEDEE"
"900235-NA"	"A - Cash"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	""	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"900235"	"n/a"	"0.00"	"KNIGHT AMEDEE"
"800042-FS"	"S - Retirement Savings Plan"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/10/2009"	""	"English"	"No"	"BUBSIE KRABSEN"	"Yes"	"01/01/2009"	""	"800042"	"n/a"	"0.00"	"KRABSEN BUBSIE"
"800042-NA"	"A - Cash"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"07/29/2009"	""	"English"	"No"	"BUBSIE KRABSEN"	"Yes"	"01/01/2009"	""	"800042"	"n/a"	"0.00"	"KRABSEN BUBSIE"
"800042-OB"	"A - Cash"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"05/11/2009"	""	"English"	"No"	"BUBSIE KRABSEN"	"Yes"	"01/01/2009"	""	"800042"	"n/a"	"0.00"	"KRABSEN BUBSIE"
"800014-RE"	"E - Margin Long"	""	"(450) 555-4622"	"(450) 555-8363"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/05/2006"	""	"French"	"No"	"BABE KROEGER"	"Yes"	"01/01/2009"	""	"800014"	"0.00"	"0.00"	"KROEGER BABE"
"800014-SF"	"E - Margin Long"	""	"(450) 555-4622"	"(450) 555-8363"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"05/03/2006"	""	"French"	"No"	"BABE KROEGER"	"Yes"	"01/01/2009"	""	"800014"	"0.00"	"0.00"	"KROEGER BABE"
"800272-DQ"	"Q - Stock Savings Plan"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/28/2005"	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"800272"	"0.00"	"0.00"	"LAFERRIERE BLAKE"
"800272-ER"	"V - Education Savings Plan"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"800272"	"n/a"	"0.00"	"LAFERRIERE BLAKE"
"800272-FS"	"S - Retirement Savings Plan"	""	"1234567890"	"9876543210"	"13,843.40"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"02/08/2001"	""	"800272"	"n/a"	"452,114.04"	"LAFERRIERE BLAKE"
"800272-RE"	"E - Margin Long"	""	"1234567890"	"9876543210"	"14,124.03"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"02/08/2001"	""	"800272"	"0.00"	"298,974.15"	"LAFERRIERE BLAKE"
"800272-SF"	"E - Margin Long"	""	"1234567890"	"9876543210"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"800272"	"0.00"	"0.00"	"LAFERRIERE BLAKE"
"900272-NA"	"A - Cash"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	""	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"900272"	"n/a"	"0.00"	"LAFERRIERE BLAKE"
"900272-OB"	"E - Margin Long"	""	"1234567890"	"9876543210"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"900272"	"0.00"	"0.00"	"LAFERRIERE BLAKE"
"800013-NA"	"A - Cash"	""	"(450) 555-2336"	"(450) 555-7096"	"31,174.81"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/20/2010"	""	"French"	"No"	"BERNARDIN LANDRY"	"Yes"	"01/01/2009"	""	"800013"	"n/a"	"986,518.02"	"LANDRY BERNARDIN"
"800013-OB"	"A - Cash"	""	"(450) 555-2336"	"(450) 555-7096"	"55,541.99"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"No"	"BERNARDIN LANDRY"	"Yes"	"01/01/2009"	""	"800013"	"n/a"	"903,964.93"	"LANDRY BERNARDIN"
"800218-GT"	"T - Retirement Income Funds"	""	"(450) 555-6452"	"(450) 555-5224"	"274.87"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/03/2009"	""	"French"	"No"	"BERNICE LAPICO"	"Yes"	"01/01/2009"	""	"800218"	"n/a"	"90,454.19"	"LAPICO BERNICE"
"800218-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6452"	"(450) 555-5224"	"98.08"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/12/2010"	""	"French"	"No"	"BERNICE LAPICO"	"Yes"	"01/01/2009"	""	"800218"	"n/a"	"10,062.06"	"LAPICO BERNICE"
"800218-NA"	"A - Cash"	""	"(450) 555-6452"	"(450) 555-5224"	"235.18"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"French"	"No"	"BERNICE LAPICO"	"Yes"	"01/01/2009"	""	"800218"	"n/a"	"301,280.56"	"LAPICO BERNICE"
"800050-BO"	"C - Cash On Delivery"	""	"2484-4613"	"1241-2307"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"10/08/2008"	""	"French"	"No"	"AIDAN LAWLEY"	"Yes"	"01/01/2009"	""	"800050"	"n/a"	"0.00"	"LAWLEY AIDAN"
"800037-FS"	"S - Retirement Savings Plan"	""	"(450) 555-2241"	"(450) 555-5351"	"6,984.22"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"ALUN LESTRAT"	"Yes"	"01/01/2009"	""	"800037"	"n/a"	"396,555.84"	"LESTRAT ALUN"
"800037-NA"	"A - Cash"	""	"(450) 555-2241"	"(450) 555-5351"	"4,022.63"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"English"	"No"	"ALUN LESTRAT"	"Yes"	"01/01/2009"	""	"800037"	"n/a"	"354,401.03"	"LESTRAT ALUN"
"800247-HU"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-6604"	"(450) 555-3152"	"863.10"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ABBAYE LEVEILLEE"	"Yes"	"01/01/2009"	""	"800247"	"n/a"	"800,357.32"	"LEVEILLEE ABBAYE"
"800247-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-3152"	"4.05"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/16/2009"	""	"French"	"No"	"ABBAYE LEVEILLEE"	"Yes"	"01/01/2009"	""	"800247"	"n/a"	"5,237.00"	"LEVEILLEE ABBAYE"
"800247-NA"	"A - Cash"	""	"(450) 555-6604"	"(450) 555-3152"	"1,079.02"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/18/2010"	""	"French"	"No"	"ABBAYE LEVEILLEE"	"Yes"	"01/01/2009"	""	"800247"	"n/a"	"84,740.43"	"LEVEILLEE ABBAYE"
"800018-FS"	"S - Retirement Savings Plan"	""	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/06/2010"	""	"English"	"No"	"BRENNAN LOUIS"	"Yes"	"01/01/2009"	""	"800018"	"n/a"	"0.00"	"LOUIS BRENNAN"
"800018-MZ"	"O -"	""	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/30/2004"	""	"English"	"No"	"BRENNAN LOUIS"	"Yes"	"01/01/2009"	""	"800018"	"n/a"	"0.00"	"LOUIS BRENNAN"
"800052-FS"	"S - Retirement Savings Plan"	""	""	""	"451.26"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/15/2009"	""	"French"	"No"	"ALINE LYE"	"Yes"	"01/01/2009"	""	"800052"	"n/a"	"367,015.88"	"LYE ALINE"
"800052-JJ"	"J -"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/30/2009"	""	"French"	"No"	"ALINE LYE"	"Yes"	"01/01/2009"	""	"800052"	"n/a"	"0.00"	"LYE ALINE"
"800052-JW"	"W - Spousal - Retirement Income Funds"	""	""	""	"0.38"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"02/05/2009"	""	"French"	"No"	"ALINE LYE"	"Yes"	"01/01/2009"	""	"800052"	"n/a"	"5,401.17"	"LYE ALINE"
"800052-NA"	"A - Cash"	""	""	""	"3,467.32"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"12/31/2009"	""	"French"	"No"	"ALINE LYE"	"Yes"	"01/01/2009"	""	"800052"	"n/a"	"217,453.65"	"LYE ALINE"
"800276-NA"	"A - Cash"	""	"(450) 555-7542"	"(450) 555-3195"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"11/18/2002"	""	"French"	"No"	"ALEX LYTLE"	"Yes"	"09/21/2001"	""	"800276"	"n/a"	"0.00"	"LYTLE ALEX"
"800071-HU"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-0523"	"(450) 555-7723"	"1,768.44"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"French"	"No"	"CEDARS MACDONALD"	"Yes"	"02/24/1992"	""	"800071"	"n/a"	"108,893.79"	"MACDONALD CEDARS"
"800071-NA"	"A - Cash"	""	"(450) 555-0523"	"(450) 555-7723"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"03/01/1999"	""	"French"	"No"	"CEDARS MACDONALD"	"Yes"	"06/28/1994"	""	"800071"	"n/a"	"0.00"	"MACDONALD CEDARS"
"800069-FS"	"S - Retirement Savings Plan"	""	"(450) 555-0843"	"(450) 555-8003"	"6,801.28"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"French"	"No"	"MATHIEU MAHEU"	"Yes"	"01/01/2009"	""	"800069"	"n/a"	"81,641.86"	"MAHEU MATHIEU"
"800069-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0843"	"(450) 555-8003"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"MATHIEU MAHEU"	"Yes"	"01/01/2009"	""	"800069"	"n/a"	"0.00"	"MAHEU MATHIEU"
"800069-LV"	"N -"	""	"(450) 555-0843"	"(450) 555-8003"	"4,501.46"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"MATHIEU MAHEU"	"Yes"	"01/01/2009"	""	"800069"	"n/a"	"79,491.27"	"MAHEU MATHIEU"
"800069-RE"	"E - Margin Long"	""	"(450) 555-0843"	"(450) 555-8003"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/01/2002"	""	"French"	"No"	"MATHIEU MAHEU"	"Yes"	"01/01/2009"	""	"800069"	"0.00"	"0.00"	"MAHEU MATHIEU"
"800038-NA"	"A - Cash"	""	"(450) 555-7211"	"(450) 555-3571"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/19/2010"	""	"French"	"No"	"ANGIOLINA MAINELLA"	"Yes"	"01/01/2009"	""	"800038"	"n/a"	"469,441.99"	"MAINELLA ANGIOLI"
"800020-ER"	"V - Education Savings Plan"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"n/a"	"0.00"	"MAKRIS ACACIA"
"800020-FS"	"S - Retirement Savings Plan"	""	"(450) 555-3128"	"(450) 555-7332"	"8,260.15"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"n/a"	"1,481,044.83"	"MAKRIS ACACIA"
"800020-RE"	"E - Margin Long"	""	"(450) 555-3128"	"(450) 555-7332"	"113,045.51"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"0.00"	"2,892,571.19"	"MAKRIS ACACIA"
"800020-SF"	"E - Margin Long"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"09/28/2007"	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"0.00"	"0.00"	"MAKRIS ACACIA"
"800020-VL"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/28/2009"	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"n/a"	"0.00"	"MAKRIS ACACIA"
"800020-WJ"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"n/a"	"0.00"	"MAKRIS ACACIA"
"800229-FS"	"S - Retirement Savings Plan"	""	""	""	"18,916.76"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"BALLANTYNE MALISKA"	"Yes"	"09/25/1992"	""	"800229"	"n/a"	"413,566.57"	"MALISKA BALLANTY"
"800229-NA"	"A - Cash"	""	""	""	"10,826.06"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"BALLANTYNE MALISKA"	"Yes"	"04/29/1994"	""	"800229"	"n/a"	"406,181.58"	"MALISKA BALLANTY"
"800009-NA"	"A - Cash"	""	"(450) 555-8881"	"(450) 555-3223"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"10/29/2003"	""	"French"	"No"	"CELINE MALITO"	"Yes"	"01/01/2009"	""	"800009"	"n/a"	"0.00"	"MALITO CELINE"
"800053-FS"	"S - Retirement Savings Plan"	""	""	""	"728.25"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"BEAULIEU MALO"	"Yes"	"03/03/1994"	""	"800053"	"n/a"	"152,129.72"	"MALO BEAULIEU"
"800053-JW"	"W - Spousal - Retirement Income Funds"	""	""	""	"329.63"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"BEAULIEU MALO"	"Yes"	"02/03/2009"	""	"800053"	"n/a"	"11,612.14"	"MALO BEAULIEU"
"800053-NA"	"A - Cash"	""	""	""	"8,754.62"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"BEAULIEU MALO"	"Yes"	"09/30/1993"	""	"800053"	"n/a"	"235,035.29"	"MALO BEAULIEU"
"800053-OB"	"A - Cash"	""	""	""	"26.11"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"BEAULIEU MALO"	"Yes"	"10/24/2007"	""	"800053"	"n/a"	"10,572.38"	"MALO BEAULIEU"
"800246-GT"	"T - Retirement Income Funds"	""	"(450) 555-4339"	"(450) 555-3138"	"1,361.55"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"CARLE MARCIL"	"Yes"	"01/01/2009"	""	"800246"	"n/a"	"149,875.60"	"MARCIL CARLE"
"800246-NA"	"A - Cash"	""	"(450) 555-4339"	"(450) 555-3138"	"4,161.03"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"CARLE MARCIL"	"Yes"	"01/01/2009"	""	"800246"	"n/a"	"400,480.53"	"MARCIL CARLE"
"800003-NA"	"A - Cash"	""	"(450) 555-8077"	"(450) 555-1655"	"6,499.10"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"BRITT MARSTON"	"Yes"	"01/01/2009"	""	"800003"	"n/a"	"701,134.58"	"MARSTON BRITT"
"800003-OB"	"A - Cash"	""	"(450) 555-8077"	"(450) 555-1655"	"3,718.13"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"Yes"	""	"No"	""	""	""	"01/19/2010"	""	"French"	"No"	"BRITT MARSTON"	"Yes"	"01/01/2009"	""	"800003"	"n/a"	"109,986.39"	"MARSTON BRITT"
"800268-FS"	"S - Retirement Savings Plan"	""	"(450) 555-1284"	"(450) 555-5778"	"4,096.26"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"AUDETTE MARTELLO"	"Yes"	"01/01/2009"	""	"800268"	"n/a"	"871,836.32"	"MARTELLO AUDETTE"
"800268-RE"	"E - Margin Long"	""	"(450) 555-1284"	"(450) 555-5778"	"15.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/15/2009"	""	"French"	"No"	"AUDETTE MARTELLO"	"Yes"	"01/01/2009"	""	"800268"	"0.00"	"1,611.30"	"MARTELLO AUDETTE"
"800205-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4830"	"(450) 555-4237"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/19/2010"	""	"French"	"No"	"BENNO MASSIE"	"Yes"	"01/02/2009"	""	"800205"	"n/a"	"10,206.32"	"MASSIE BENNO"
"800205-NA"	"A - Cash"	""	"(450) 555-4830"	"(450) 555-4237"	"11,827.99"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	"~M-0000D-0"	"SUSBS_BASIC"	""	"01/25/2010"	""	"French"	"No"	"BENNO MASSIE"	"Yes"	"02/26/1996"	""	"800205"	"n/a"	"6,668,624.85"	"MASSIE BENNO"
"800205-OB"	"A - Cash"	""	"(450) 555-4830"	"(450) 555-4237"	"7,587.01"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/06/2010"	""	"French"	"No"	"BENNO MASSIE"	"Yes"	"03/18/1996"	""	"800205"	"n/a"	"855,808.01"	"MASSIE BENNO"
"800222-FS"	"S - Retirement Savings Plan"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/04/2004"	""	"French"	"No"	"AURELIANO MCCOMBE"	"Yes"	"01/01/2009"	""	"800222"	"n/a"	"0.00"	"MCCOMBE AURELIAN"
"800222-LV"	"N -"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/28/2004"	""	"French"	"No"	"AURELIANO MCCOMBE"	"Yes"	"01/01/2009"	""	"800222"	"n/a"	"0.00"	"MCCOMBE AURELIAN"
"800222-NA"	"A - Cash"	""	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"05/10/2004"	""	"French"	"No"	"AURELIANO MCCOMBE"	"Yes"	"01/01/2009"	""	"800222"	"n/a"	"0.00"	"MCCOMBE AURELIAN"
"800086-RE"	"E - Margin Long"	""	"(450) 555-4064"	"(450) 555-0850"	"11,094.54"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"English"	"No"	"CAYLEY MCDOWALL"	"Yes"	"01/01/2009"	""	"800086"	"0.00"	"157,568.79"	"MCDOWALL CAYLEY"
"800006-GT"	"T - Retirement Income Funds"	""	"(450) 555-2490"	"(450) 555-3099"	"577.75"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"BLACK MCGILLICUDDY"	"Yes"	"01/01/2009"	""	"800006"	"n/a"	"217,572.42"	"MCGILLICUDDY BLA"
"800006-NA"	"A - Cash"	""	"(450) 555-2490"	"(450) 555-3099"	"(22,607.83)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"BLACK MCGILLICUDDY"	"Yes"	"01/01/2009"	""	"800006"	"n/a"	"1,682,991.87"	"MCGILLICUDDY BLA"
"800006-OB"	"A - Cash"	""	"(450) 555-2490"	"(450) 555-3099"	"13,779.39"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/07/2009"	""	"French"	"No"	"BLACK MCGILLICUDDY"	"Yes"	"01/01/2009"	""	"800006"	"n/a"	"65,872.27"	"MCGILLICUDDY BLA"
"800006-RE"	"E - Margin Long"	""	"(450) 555-2490"	"(450) 555-3099"	"784.64"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"BLACK MCGILLICUDDY"	"Yes"	"01/01/2009"	""	"800006"	"0.00"	"89,568.07"	"MCGILLICUDDY BLA"
"800224-GT"	"T - Retirement Income Funds"	""	"(450) 555-5501"	"(450) 555-3816"	"46.24"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/19/2010"	""	"English"	"No"	"ALFONSO MCGRATH"	"Yes"	"01/01/2009"	""	"800224"	"n/a"	"127,265.58"	"MCGRATH ALFONSO"
"800224-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5501"	"(450) 555-3816"	"131.40"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"ALFONSO MCGRATH"	"Yes"	"01/01/2009"	""	"800224"	"n/a"	"5,103.14"	"MCGRATH ALFONSO"
"800224-RE"	"E - Margin Long"	""	"(450) 555-5501"	"(450) 555-3816"	"21,697.85"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"11/01/2009"	"01/25/2010"	"01/25/2010"	"English"	"No"	"ALFONSO MCGRATH"	"Yes"	"01/01/2009"	""	"800224"	"0.00"	"341,264.17"	"MCGRATH ALFONSO"
"800203-FS"	"S - Retirement Savings Plan"	""	"(450) 555-2933"	"(450) 555-0804"	"8,752.64"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ALDEGE MCINTAGGART"	"Yes"	"01/01/2009"	""	"800203"	"n/a"	"203,516.86"	"MCINTAGGART ALDE"
