"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Feuille A"	"Withdrawal frequency 2"	"Withdrawal frequency 1"	"Withdrawal amount 2"	"Withdrawal amount 1"	"Withdr. freq. start date 2"	"Withdr. freq. start date 1"	"Status"	"Sleeves"	"Reserves"	"Pro"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Joint Account"	"Full Name"	"Discretionary"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"
"KADOTA ALOURDES"	"800048-JW"	"AC55"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5398"	"(450) 555-5398"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/08/2010"	""	"French"	"No"	"ALOURDES KADOTA"	"Yes"	"01/01/2009"	""	"800048"	"n/a"	"10,954.25"
"KADOTA ALOURDES"	"800048-NA"	"AC55"	"A - Cash"	""	"(450) 555-5398"	"(450) 555-5398"	"(464.60)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"ALOURDES KADOTA"	"Yes"	"01/01/2009"	""	"800048"	"n/a"	"385,827.01"
"KING MCKENZIE"	"800077-NA"	"0AED"	"A - Cash"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"12/05/2003"	""	"French"	"No"	"MCKENZIE KING"	"Yes"	"01/01/2009"	""	"800077"	"n/a"	"0.00"
"KING MCKENZIE"	"800077-RE"	"0AED"	"E - Margin Long"	""	"1234567890"	"9876543210"	"5,903.59"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"French"	"No"	"MCKENZIE KING"	"Yes"	"10/08/2003"	""	"800077"	"0.00"	"113,162.96"
"KING MCKENZIE"	"800077-SF"	"0AED"	"E - Margin Long"	""	"1234567890"	"9876543210"	"890.97"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/06/2010"	""	"French"	"No"	"MCKENZIE KING"	"Yes"	"10/16/2003"	""	"800077"	"0.00"	"53,713.37"
"KINOSHITA CHARTR"	"800260-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-1222"	"(450) 555-2627"	"0.53"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/01/2009"	""	"English"	"No"	"CHARTRAND KINOSHITA"	"Yes"	"01/01/2009"	""	"800260"	"n/a"	"475,413.64"
"KINOSHITA CHARTR"	"800260-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-1222"	"(450) 555-2627"	"562.29"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"CHARTRAND KINOSHITA"	"Yes"	"01/01/2009"	""	"800260"	"0.00"	"241,364.98"
"KLINGMAN AILLEEN"	"800079-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-5954"	"(450) 555-2795"	"1,185.97"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"AILLEEN KLINGMAN"	"Yes"	"01/01/2009"	""	"800079"	"n/a"	"155,340.61"
"KLINGMAN AILLEEN"	"800079-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5954"	"(450) 555-2795"	"135.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"AILLEEN KLINGMAN"	"Yes"	"01/01/2009"	""	"800079"	"n/a"	"10,228.91"
"KLINGMAN AILLEEN"	"800079-NA"	"BD66"	"A - Cash"	""	"(450) 555-5954"	"(450) 555-2795"	"642.14"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"AILLEEN KLINGMAN"	"Yes"	"01/01/2009"	""	"800079"	"n/a"	"659,248.49"
"KNIGHT AMEDEE"	"800234-DQ"	"BD66"	"Q - Stock Savings Plan"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/25/2005"	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"800234"	"0.00"	"0.00"
"KNIGHT AMEDEE"	"800234-FS"	"BD66"	"S - Retirement Savings Plan"	""	""	""	"10,563.48"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"800234"	"n/a"	"681,360.05"
"KNIGHT AMEDEE"	"800234-RE"	"BD66"	"E - Margin Long"	""	""	""	"2,431.11"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"800234"	"0.00"	"350,586.65"
"KNIGHT AMEDEE"	"800234-SF"	"BD66"	"E - Margin Long"	""	""	""	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"10/13/2005"	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"800234"	"0.00"	"0.00"
"KNIGHT AMEDEE"	"900235-NA"	"0AED"	"A - Cash"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	""	""	"French"	"No"	"AMEDEE KNIGHT"	"Yes"	"01/01/2009"	""	"900235"	"n/a"	"0.00"
"KRABSEN BUBSIE"	"800042-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/10/2009"	""	"English"	"No"	"BUBSIE KRABSEN"	"Yes"	"01/01/2009"	""	"800042"	"n/a"	"0.00"
"KRABSEN BUBSIE"	"800042-NA"	"AC42"	"A - Cash"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"07/29/2009"	""	"English"	"No"	"BUBSIE KRABSEN"	"Yes"	"01/01/2009"	""	"800042"	"n/a"	"0.00"
"KRABSEN BUBSIE"	"800042-OB"	"AC42"	"A - Cash"	""	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"05/11/2009"	""	"English"	"No"	"BUBSIE KRABSEN"	"Yes"	"01/01/2009"	""	"800042"	"n/a"	"0.00"
"KROEGER BABE"	"800014-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4622"	"(450) 555-8363"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/05/2006"	""	"French"	"No"	"BABE KROEGER"	"Yes"	"01/01/2009"	""	"800014"	"0.00"	"0.00"
"KROEGER BABE"	"800014-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-4622"	"(450) 555-8363"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"05/03/2006"	""	"French"	"No"	"BABE KROEGER"	"Yes"	"01/01/2009"	""	"800014"	"0.00"	"0.00"
"LAFERRIERE BLAKE"	"800272-DQ"	"0AED"	"Q - Stock Savings Plan"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/28/2005"	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"800272"	"0.00"	"0.00"
"LAFERRIERE BLAKE"	"800272-ER"	"0AED"	"V - Education Savings Plan"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"800272"	"n/a"	"0.00"
"LAFERRIERE BLAKE"	"800272-FS"	"0AED"	"S - Retirement Savings Plan"	""	"1234567890"	"9876543210"	"13,843.40"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"02/08/2001"	""	"800272"	"n/a"	"452,114.04"
"LAFERRIERE BLAKE"	"800272-RE"	"0AED"	"E - Margin Long"	""	"1234567890"	"9876543210"	"14,124.03"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"02/08/2001"	""	"800272"	"0.00"	"298,974.15"
"LAFERRIERE BLAKE"	"800272-SF"	"0AED"	"E - Margin Long"	""	"1234567890"	"9876543210"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"800272"	"0.00"	"0.00"
"LAFERRIERE BLAKE"	"900272-NA"	"BD77"	"A - Cash"	""	"1234567890"	"9876543210"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	""	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"900272"	"n/a"	"0.00"
"LAFERRIERE BLAKE"	"900272-OB"	"BD77"	"E - Margin Long"	""	"1234567890"	"9876543210"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"BLAKE LAFERRIERE"	"Yes"	"01/01/2009"	""	"900272"	"0.00"	"0.00"
"LANDRY BERNARDIN"	"800013-NA"	"AC55"	"A - Cash"	""	"(450) 555-2336"	"(450) 555-7096"	"31,174.81"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/20/2010"	""	"French"	"No"	"BERNARDIN LANDRY"	"Yes"	"01/01/2009"	""	"800013"	"n/a"	"986,518.02"
"LANDRY BERNARDIN"	"800013-OB"	"AC55"	"A - Cash"	""	"(450) 555-2336"	"(450) 555-7096"	"55,541.99"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"No"	"BERNARDIN LANDRY"	"Yes"	"01/01/2009"	""	"800013"	"n/a"	"903,964.93"
"LAPICO BERNICE"	"800218-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-6452"	"(450) 555-5224"	"274.87"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/03/2009"	""	"French"	"No"	"BERNICE LAPICO"	"Yes"	"01/01/2009"	""	"800218"	"n/a"	"90,454.19"
"LAPICO BERNICE"	"800218-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6452"	"(450) 555-5224"	"98.08"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/12/2010"	""	"French"	"No"	"BERNICE LAPICO"	"Yes"	"01/01/2009"	""	"800218"	"n/a"	"10,062.06"
"LAPICO BERNICE"	"800218-NA"	"AC42"	"A - Cash"	""	"(450) 555-6452"	"(450) 555-5224"	"235.18"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"French"	"No"	"BERNICE LAPICO"	"Yes"	"01/01/2009"	""	"800218"	"n/a"	"301,280.56"
"LAWLEY AIDAN"	"800050-BO"	"AC55"	"C - Cash On Delivery"	""	"2484-4613"	"1241-2307"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"10/08/2008"	""	"French"	"No"	"AIDAN LAWLEY"	"Yes"	"01/01/2009"	""	"800050"	"n/a"	"0.00"
"LESTRAT ALUN"	"800037-FS"	"AC44"	"S - Retirement Savings Plan"	""	"(450) 555-2241"	"(450) 555-5351"	"6,984.22"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"ALUN LESTRAT"	"Yes"	"01/01/2009"	""	"800037"	"n/a"	"396,555.84"
"LESTRAT ALUN"	"800037-NA"	"AC44"	"A - Cash"	""	"(450) 555-2241"	"(450) 555-5351"	"4,022.63"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"English"	"No"	"ALUN LESTRAT"	"Yes"	"01/01/2009"	""	"800037"	"n/a"	"354,401.03"
"LEVEILLEE ABBAYE"	"800247-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-6604"	"(450) 555-3152"	"863.10"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ABBAYE LEVEILLEE"	"Yes"	"01/01/2009"	""	"800247"	"n/a"	"800,357.32"
"LEVEILLEE ABBAYE"	"800247-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-3152"	"4.05"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/16/2009"	""	"French"	"No"	"ABBAYE LEVEILLEE"	"Yes"	"01/01/2009"	""	"800247"	"n/a"	"5,237.00"
"LEVEILLEE ABBAYE"	"800247-NA"	"AC42"	"A - Cash"	""	"(450) 555-6604"	"(450) 555-3152"	"1,079.02"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/18/2010"	""	"French"	"No"	"ABBAYE LEVEILLEE"	"Yes"	"01/01/2009"	""	"800247"	"n/a"	"84,740.43"
"LOUIS BRENNAN"	"800018-FS"	"AC55"	"S - Retirement Savings Plan"	""	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/06/2010"	""	"English"	"No"	"BRENNAN LOUIS"	"Yes"	"01/01/2009"	""	"800018"	"n/a"	"0.00"
"LOUIS BRENNAN"	"800018-MZ"	"AC55"	"O -"	""	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/30/2004"	""	"English"	"No"	"BRENNAN LOUIS"	"Yes"	"01/01/2009"	""	"800018"	"n/a"	"0.00"
"LYE ALINE"	"800052-FS"	"BD66"	"S - Retirement Savings Plan"	""	""	""	"451.26"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/15/2009"	""	"French"	"No"	"ALINE LYE"	"Yes"	"01/01/2009"	""	"800052"	"n/a"	"367,015.88"
"LYE ALINE"	"800052-JJ"	"BD66"	"J -"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/30/2009"	""	"French"	"No"	"ALINE LYE"	"Yes"	"01/01/2009"	""	"800052"	"n/a"	"0.00"
"LYE ALINE"	"800052-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	""	""	"0.38"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"02/05/2009"	""	"French"	"No"	"ALINE LYE"	"Yes"	"01/01/2009"	""	"800052"	"n/a"	"5,401.17"
"LYE ALINE"	"800052-NA"	"BD66"	"A - Cash"	""	""	""	"3,467.32"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"12/31/2009"	""	"French"	"No"	"ALINE LYE"	"Yes"	"01/01/2009"	""	"800052"	"n/a"	"217,453.65"
"LYTLE ALEX"	"800276-NA"	"0AED"	"A - Cash"	""	"(450) 555-7542"	"(450) 555-3195"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"11/18/2002"	""	"French"	"No"	"ALEX LYTLE"	"Yes"	"09/21/2001"	""	"800276"	"n/a"	"0.00"
"MACDONALD CEDARS"	"800071-HU"	"0AED"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-0523"	"(450) 555-7723"	"1,768.44"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"French"	"No"	"CEDARS MACDONALD"	"Yes"	"02/24/1992"	""	"800071"	"n/a"	"108,893.79"
"MACDONALD CEDARS"	"800071-NA"	"0AED"	"A - Cash"	""	"(450) 555-0523"	"(450) 555-7723"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"03/01/1999"	""	"French"	"No"	"CEDARS MACDONALD"	"Yes"	"06/28/1994"	""	"800071"	"n/a"	"0.00"
"MAHEU MATHIEU"	"800069-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-0843"	"(450) 555-8003"	"6,801.28"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"French"	"No"	"MATHIEU MAHEU"	"Yes"	"01/01/2009"	""	"800069"	"n/a"	"81,641.86"
"MAHEU MATHIEU"	"800069-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0843"	"(450) 555-8003"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"MATHIEU MAHEU"	"Yes"	"01/01/2009"	""	"800069"	"n/a"	"0.00"
"MAHEU MATHIEU"	"800069-LV"	"BD88"	"N -"	""	"(450) 555-0843"	"(450) 555-8003"	"4,501.46"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"MATHIEU MAHEU"	"Yes"	"01/01/2009"	""	"800069"	"n/a"	"79,491.27"
"MAHEU MATHIEU"	"800069-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-0843"	"(450) 555-8003"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"03/01/2002"	""	"French"	"No"	"MATHIEU MAHEU"	"Yes"	"01/01/2009"	""	"800069"	"0.00"	"0.00"
"MAINELLA ANGIOLI"	"800038-NA"	"AC42"	"A - Cash"	""	"(450) 555-7211"	"(450) 555-3571"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/19/2010"	""	"French"	"No"	"ANGIOLINA MAINELLA"	"Yes"	"01/01/2009"	""	"800038"	"n/a"	"469,441.99"
"MAKRIS ACACIA"	"800020-ER"	"AC42"	"V - Education Savings Plan"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"n/a"	"0.00"
"MAKRIS ACACIA"	"800020-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-3128"	"(450) 555-7332"	"8,260.15"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"n/a"	"1,481,044.83"
"MAKRIS ACACIA"	"800020-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-3128"	"(450) 555-7332"	"113,045.51"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"0.00"	"2,892,571.19"
"MAKRIS ACACIA"	"800020-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"09/28/2007"	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"0.00"	"0.00"
"MAKRIS ACACIA"	"800020-VL"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/28/2009"	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"n/a"	"0.00"
"MAKRIS ACACIA"	"800020-WJ"	"AC42"	"L -"	""	"(450) 555-3128"	"(450) 555-7332"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"English"	"No"	"ACACIA MAKRIS"	"Yes"	"01/01/2009"	""	"800020"	"n/a"	"0.00"
"MALISKA BALLANTY"	"800229-FS"	"0AED"	"S - Retirement Savings Plan"	""	""	""	"18,916.76"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"BALLANTYNE MALISKA"	"Yes"	"09/25/1992"	""	"800229"	"n/a"	"413,566.57"
"MALISKA BALLANTY"	"800229-NA"	"0AED"	"A - Cash"	""	""	""	"10,826.06"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"BALLANTYNE MALISKA"	"Yes"	"04/29/1994"	""	"800229"	"n/a"	"406,181.58"
"MALITO CELINE"	"800009-NA"	"AC42"	"A - Cash"	""	"(450) 555-8881"	"(450) 555-3223"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"10/29/2003"	""	"French"	"No"	"CELINE MALITO"	"Yes"	"01/01/2009"	""	"800009"	"n/a"	"0.00"
"MALO BEAULIEU"	"800053-FS"	"0AED"	"S - Retirement Savings Plan"	""	""	""	"728.25"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"BEAULIEU MALO"	"Yes"	"03/03/1994"	""	"800053"	"n/a"	"152,129.72"
"MALO BEAULIEU"	"800053-JW"	"0AED"	"W - Spousal - Retirement Income Funds"	""	""	""	"329.63"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"BEAULIEU MALO"	"Yes"	"02/03/2009"	""	"800053"	"n/a"	"11,612.14"
"MALO BEAULIEU"	"800053-NA"	"0AED"	"A - Cash"	""	""	""	"8,754.62"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"BEAULIEU MALO"	"Yes"	"09/30/1993"	""	"800053"	"n/a"	"235,035.29"
"MALO BEAULIEU"	"800053-OB"	"0AED"	"A - Cash"	""	""	""	"26.11"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"BEAULIEU MALO"	"Yes"	"10/24/2007"	""	"800053"	"n/a"	"10,572.38"
"MARCIL CARLE"	"800246-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-4339"	"(450) 555-3138"	"1,361.55"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"CARLE MARCIL"	"Yes"	"01/01/2009"	""	"800246"	"n/a"	"149,875.60"
"MARCIL CARLE"	"800246-NA"	"BD66"	"A - Cash"	""	"(450) 555-4339"	"(450) 555-3138"	"4,161.03"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"CARLE MARCIL"	"Yes"	"01/01/2009"	""	"800246"	"n/a"	"400,480.53"
"MARSTON BRITT"	"800003-NA"	"AC42"	"A - Cash"	""	"(450) 555-8077"	"(450) 555-1655"	"6,499.10"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"BRITT MARSTON"	"Yes"	"01/01/2009"	""	"800003"	"n/a"	"701,134.58"
"MARSTON BRITT"	"800003-OB"	"AC42"	"A - Cash"	""	"(450) 555-8077"	"(450) 555-1655"	"3,718.13"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"Yes"	""	"No"	""	""	""	"01/19/2010"	""	"French"	"No"	"BRITT MARSTON"	"Yes"	"01/01/2009"	""	"800003"	"n/a"	"109,986.39"
"MARTELLO AUDETTE"	"800268-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-1284"	"(450) 555-5778"	"4,096.26"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"AUDETTE MARTELLO"	"Yes"	"01/01/2009"	""	"800268"	"n/a"	"871,836.32"
"MARTELLO AUDETTE"	"800268-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1284"	"(450) 555-5778"	"15.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/15/2009"	""	"French"	"No"	"AUDETTE MARTELLO"	"Yes"	"01/01/2009"	""	"800268"	"0.00"	"1,611.30"
"MASSIE BENNO"	"800205-JW"	"0AED"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4830"	"(450) 555-4237"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/19/2010"	""	"French"	"No"	"BENNO MASSIE"	"Yes"	"01/02/2009"	""	"800205"	"n/a"	"10,206.32"
"MASSIE BENNO"	"800205-NA"	"0AED"	"A - Cash"	""	"(450) 555-4830"	"(450) 555-4237"	"11,827.99"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	"~M-0000D-0"	"SUSBS_BASIC"	""	"01/25/2010"	""	"French"	"No"	"BENNO MASSIE"	"Yes"	"02/26/1996"	""	"800205"	"n/a"	"6,668,624.85"
"MASSIE BENNO"	"800205-OB"	"0AED"	"A - Cash"	""	"(450) 555-4830"	"(450) 555-4237"	"7,587.01"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/06/2010"	""	"French"	"No"	"BENNO MASSIE"	"Yes"	"03/18/1996"	""	"800205"	"n/a"	"855,808.01"
