"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"PFSfrench_1"	"PFSfrench"	"Feuille F"	"Segments"	"Réserves"	"Pro"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"État"	"Discrétionnaire"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"
"HUMPHREY ANTONIN"	"800243-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-0805"	"(450) 555-6049"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANTONINE HUMPHREY"	""	"800243"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/29"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"6 054,76"
"HUMPHREY ANTONIN"	"800243-NA"	"AC42"	"A - Comptant"	"111577689305"	"(450) 555-0805"	"(450) 555-6049"	"511,06"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ANTONINE HUMPHREY"	""	"800243"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"90 701,13"
"ISMAN CAHTERINE"	"800220-LY"	"AC42"	"Y - Rente viagère"	""	"(450) 555-2470"	"(450) 555-4704"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CAHTERINE ISMAN"	""	"800220"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/06/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"ISMAN CAHTERINE"	"800220-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2470"	"(450) 555-4704"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CAHTERINE ISMAN"	""	"800220"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/08/21"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"ISSENMAN AMALIE"	"800062-NA"	"AC42"	"A - Comptant"	""	"(450) 555-5792"	"(450) 555-5859"	"2 654,52"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AMALIE ISSENMAN"	""	"800062"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"120 764,28"
"ISSENMAN AMALIE"	"800062-OB"	"AC42"	"A - Comptant"	""	"(450) 555-5792"	"(450) 555-5859"	"35 682,15"	"USD"	""	""	""	"Non"	""	"Non"	""	"AMALIE ISSENMAN"	""	"800062"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"108 409,63"
"JACOBSON BEVERAL"	"800036-GT"	"AC44"	"T - Fonds de revenu de retraite"	""	"4502638715F"	""	"57 280,12"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BEVERALY JACOBSON"	""	"800036"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/14"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"156 876,15"
"JACOBSON BEVERAL"	"800036-NA"	"AC44"	"A - Comptant"	""	"4502638715F"	""	"301 576,54"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BEVERALY JACOBSON"	""	"800036"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"834 306,04"
"JAKOBSEN ANTONIU"	"800254-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-7000"	"(450) 555-6489"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ANTONIUS JAKOBSEN"	""	"800254"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/06/27"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"JAKOBSEN ANTONIU"	"800254-NA"	"AC42"	"A - Comptant"	""	"(450) 555-7000"	"(450) 555-6489"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ANTONIUS JAKOBSEN"	""	"800254"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/03/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"JANELLE CARLEY"	"800221-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	""	""	"921,09"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CARLEY JANELLE"	""	"800221"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"592 814,62"
"JANELLE CARLEY"	"800221-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"221,19"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CARLEY JANELLE"	""	"800221"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 377,91"
"JANELLE CARLEY"	"800221-NA"	"BD88"	"A - Comptant"	""	""	""	"2 122,99"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CARLEY JANELLE"	""	"800221"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"40 565,15"
"JANSEN BABCOCK"	"800078-NA"	"BD88"	"A - Comptant"	""	"(450) 555-0097"	"(450) 555-7078"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BABCOCK JANSEN"	""	"800078"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/11/26"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"JANSEN BABCOCK"	"800078-OB"	"BD88"	"A - Comptant"	""	"(450) 555-0097"	"(450) 555-7078"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"BABCOCK JANSEN"	""	"800078"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/11/26"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"JOAN CAYLEY"	"800087-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-4064"	"(450) 555-0850"	"2 688,39"	"CAD"	""	""	""	"Non"	""	"Non"	""	"JOAN MCDOWALL"	""	"800087"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"67 351,40"
"JOAN CAYLEY"	"800087-LV"	"AC42"	"N -"	""	"(450) 555-4064"	"(450) 555-0850"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"JOAN MCDOWALL"	""	"800087"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/06/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"JOAN CAYLEY"	"800087-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4064"	"(450) 555-0850"	"2 942,13"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"JOAN MCDOWALL"	""	"800087"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"36 158,45"
"JOAN CAYLEY"	"800087-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-4064"	"(450) 555-0850"	"6 779,47"	"CAD"	""	""	""	"Non"	""	"Non"	""	"JOAN MCDOWALL"	""	"800087"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"302 761,51"
"KADOTA ALOURDES"	"800048-FS"	"AC55"	"S - Régime d'épargne-retraite"	""	"(450) 555-5398"	"(450) 555-5398"	"35 612,52"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALOURDES KADOTA"	""	"800048"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"412 583,78"
"KADOTA ALOURDES"	"800048-JW"	"AC55"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5398"	"(450) 555-5398"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALOURDES KADOTA"	""	"800048"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/08"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 954,25"
"KADOTA ALOURDES"	"800048-NA"	"AC55"	"A - Comptant"	""	"(450) 555-5398"	"(450) 555-5398"	"(464,60)"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALOURDES KADOTA"	""	"800048"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"385 827,01"
"KING MCKENZIE"	"800077-NA"	"0AED"	"A - Comptant"	""	"1234567890"	"9876543210"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"MCKENZIE KING"	""	"800077"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2003/12/05"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"KING MCKENZIE"	"800077-RE"	"0AED"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"5 903,59"	"CAD"	""	""	""	"Non"	""	"Non"	""	"MCKENZIE KING"	""	"800077"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/04"	""	""	""	""	"2003/10/08"	"Non"	"0,00"	"113 162,96"
"KING MCKENZIE"	"800077-SF"	"0AED"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"890,97"	"USD"	""	""	""	"Non"	""	"Non"	""	"MCKENZIE KING"	""	"800077"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/06"	""	""	""	""	"2003/10/16"	"Non"	"0,00"	"53 713,37"
"KINOSHITA CHARTR"	"800260-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-1222"	"(450) 555-2627"	"0,53"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHARTRAND KINOSHITA"	""	"800260"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/12/01"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"475 413,64"
"KINOSHITA CHARTR"	"800260-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-1222"	"(450) 555-2627"	"562,29"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHARTRAND KINOSHITA"	""	"800260"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"241 364,98"
"KLINGMAN AILLEEN"	"800079-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(450) 555-5954"	"(450) 555-2795"	"1 185,97"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AILLEEN KLINGMAN"	""	"800079"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"155 340,61"
"KLINGMAN AILLEEN"	"800079-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5954"	"(450) 555-2795"	"135,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AILLEEN KLINGMAN"	""	"800079"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 228,91"
"KLINGMAN AILLEEN"	"800079-NA"	"BD66"	"A - Comptant"	""	"(450) 555-5954"	"(450) 555-2795"	"642,14"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AILLEEN KLINGMAN"	""	"800079"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"659 248,49"
"KNIGHT AMEDEE"	"800234-DQ"	"BD66"	"Q - Régime d'épargne-actions"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AMEDEE KNIGHT"	""	"800234"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2005/04/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"KNIGHT AMEDEE"	"800234-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	""	""	"10 563,48"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AMEDEE KNIGHT"	""	"800234"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"681 360,05"
"KNIGHT AMEDEE"	"800234-RE"	"BD66"	"E - Marge couvert"	""	""	""	"2 431,11"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AMEDEE KNIGHT"	""	"800234"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"350 586,65"
"KNIGHT AMEDEE"	"800234-SF"	"BD66"	"E - Marge couvert"	""	""	""	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"AMEDEE KNIGHT"	""	"800234"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2005/10/13"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"KNIGHT AMEDEE"	"900235-NA"	"0AED"	"A - Comptant"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AMEDEE KNIGHT"	""	"900235"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"KRABSEN BUBSIE"	"800042-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-9672"	"(450) 555-7949"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BUBSIE KRABSEN"	""	"800042"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/06/10"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"KRABSEN BUBSIE"	"800042-NA"	"AC42"	"A - Comptant"	""	"(450) 555-9672"	"(450) 555-7949"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BUBSIE KRABSEN"	""	"800042"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/07/29"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"KRABSEN BUBSIE"	"800042-OB"	"AC42"	"A - Comptant"	""	"(450) 555-9672"	"(450) 555-7949"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"BUBSIE KRABSEN"	""	"800042"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/05/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"KROEGER BABE"	"800014-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-4622"	"(450) 555-8363"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BABE KROEGER"	""	"800014"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/06/05"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"KROEGER BABE"	"800014-SF"	"AC42"	"E - Marge couvert"	""	"(450) 555-4622"	"(450) 555-8363"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"BABE KROEGER"	""	"800014"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/05/03"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"LAFERRIERE BLAKE"	"800272-DQ"	"0AED"	"Q - Régime d'épargne-actions"	""	"1234567890"	"9876543210"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BLAKE LAFERRIERE"	""	"800272"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2005/03/28"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"LAFERRIERE BLAKE"	"800272-ER"	"0AED"	"V - Régime d'épargne-études"	""	"1234567890"	"9876543210"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BLAKE LAFERRIERE"	""	"800272"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"LAFERRIERE BLAKE"	"800272-FS"	"0AED"	"S - Régime d'épargne-retraite"	""	"1234567890"	"9876543210"	"13 843,40"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BLAKE LAFERRIERE"	""	"800272"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	""	""	"2001/02/08"	"Non"	"n/d"	"452 114,04"
"LAFERRIERE BLAKE"	"800272-RE"	"0AED"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"14 124,03"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BLAKE LAFERRIERE"	""	"800272"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2001/02/08"	"Non"	"0,00"	"298 974,15"
"LAFERRIERE BLAKE"	"800272-SF"	"0AED"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"BLAKE LAFERRIERE"	""	"800272"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"LAFERRIERE BLAKE"	"900272-NA"	"BD77"	"A - Comptant"	""	"1234567890"	"9876543210"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BLAKE LAFERRIERE"	""	"900272"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"LAFERRIERE BLAKE"	"900272-OB"	"BD77"	"E - Marge couvert"	""	"1234567890"	"9876543210"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"BLAKE LAFERRIERE"	""	"900272"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"LANDRY BERNARDIN"	"800013-NA"	"AC55"	"A - Comptant"	""	"(450) 555-2336"	"(450) 555-7096"	"31 174,81"	"USD"	""	""	""	"Non"	""	"Oui"	""	"BERNARDIN LANDRY"	""	"800013"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"986 518,02"
"LANDRY BERNARDIN"	"800013-OB"	"AC55"	"A - Comptant"	""	"(450) 555-2336"	"(450) 555-7096"	"55 541,99"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BERNARDIN LANDRY"	""	"800013"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"903 964,93"
"LAPICO BERNICE"	"800218-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-6452"	"(450) 555-5224"	"274,87"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BERNICE LAPICO"	""	"800218"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/03"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"90 454,19"
"LAPICO BERNICE"	"800218-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6452"	"(450) 555-5224"	"98,08"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BERNICE LAPICO"	""	"800218"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/12"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 062,06"
"LAPICO BERNICE"	"800218-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6452"	"(450) 555-5224"	"235,18"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BERNICE LAPICO"	""	"800218"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"301 280,56"
"LAWLEY AIDAN"	"800050-BO"	"AC55"	"C - Paiement sur livraison"	""	"2484-4613"	"1241-2307"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"AIDAN LAWLEY"	""	"800050"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/10/08"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"LESTRAT ALUN"	"800037-FS"	"AC44"	"S - Régime d'épargne-retraite"	""	"(450) 555-2241"	"(450) 555-5351"	"6 984,22"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALUN LESTRAT"	""	"800037"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"396 555,84"
"LESTRAT ALUN"	"800037-NA"	"AC44"	"A - Comptant"	""	"(450) 555-2241"	"(450) 555-5351"	"4 022,63"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALUN LESTRAT"	""	"800037"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"354 401,03"
"LEVEILLEE ABBAYE"	"800247-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-6604"	"(450) 555-3152"	"863,10"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ABBAYE LEVEILLEE"	""	"800247"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"800 357,32"
"LEVEILLEE ABBAYE"	"800247-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6604"	"(450) 555-3152"	"4,05"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ABBAYE LEVEILLEE"	""	"800247"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/03/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 237,00"
"LEVEILLEE ABBAYE"	"800247-NA"	"AC42"	"A - Comptant"	""	"(450) 555-6604"	"(450) 555-3152"	"1 079,02"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ABBAYE LEVEILLEE"	""	"800247"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"84 740,43"
"LOUIS BRENNAN"	"800018-FS"	"AC55"	"S - Régime d'épargne-retraite"	""	"(450) 555-2486"	"(450) 555-6577"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BRENNAN LOUIS"	""	"800018"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/06"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"LOUIS BRENNAN"	"800018-MZ"	"AC55"	"O -"	""	"(450) 555-2486"	"(450) 555-6577"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BRENNAN LOUIS"	""	"800018"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2004/03/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"LYE ALINE"	"800052-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	""	""	"451,26"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALINE LYE"	""	"800052"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"367 015,88"
"LYE ALINE"	"800052-JJ"	"BD66"	"J -"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALINE LYE"	""	"800052"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"LYE ALINE"	"800052-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"0,38"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALINE LYE"	""	"800052"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/02/05"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 401,17"
"LYE ALINE"	"800052-NA"	"BD66"	"A - Comptant"	""	""	""	"3 467,32"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALINE LYE"	""	"800052"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"217 453,65"
"LYTLE ALEX"	"800276-NA"	"0AED"	"A - Comptant"	""	"(450) 555-7542"	"(450) 555-3195"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALEX LYTLE"	""	"800276"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2002/11/18"	""	""	""	""	"2001/09/21"	"Non"	"n/d"	"0,00"
"MACDONALD CEDARS"	"800071-HU"	"0AED"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-0523"	"(450) 555-7723"	"1 768,44"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CEDARS MACDONALD"	""	"800071"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/04"	""	""	""	""	"1992/02/24"	"Non"	"n/d"	"108 893,79"
"MACDONALD CEDARS"	"800071-NA"	"0AED"	"A - Comptant"	""	"(450) 555-0523"	"(450) 555-7723"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CEDARS MACDONALD"	""	"800071"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"1999/03/01"	""	""	""	""	"1994/06/28"	"Non"	"n/d"	"0,00"
"MAHEU MATHIEU"	"800069-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-0843"	"(450) 555-8003"	"6 801,28"	"CAD"	""	""	""	"Non"	""	"Non"	""	"MATHIEU MAHEU"	""	"800069"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"81 641,86"
"MAHEU MATHIEU"	"800069-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-0843"	"(450) 555-8003"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"MATHIEU MAHEU"	""	"800069"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
